 	la	casa	la	costruisce	il	mastro	</S>
a20	0.05507552	0.24304676	0.07012696	0.04543109	0.09141117	0.21003357	0.28487492
a17	0.39250922	0.0031884369	0.003770529	0.009372767	0.0064858156	0.53190863	0.0527646
a10	0.009855383	1.7351454e-06	0.0018574288	0.0016399913	0.002459172	0.95034987	0.033836473
a24	0.007042321	1.9724295e-05	0.04630659	0.039162736	0.035327043	0.79228425	0.079857394
a46	0.04060522	4.666355e-06	0.009053383	0.004126604	0.0062934365	0.82981837	0.11009837
a8	0.023128038	4.9012586e-05	0.0179288	0.0070701516	0.008382344	0.86086255	0.08257912
a14	0.006421482	0.00010415303	0.037010256	0.0183163	0.09804359	0.7178618	0.12224243
a31	0.0011448379	9.099276e-05	0.016323544	0.025044935	0.5541987	0.31139654	0.09180044
a20	0.0072311866	0.00086849206	0.0130225895	0.045658607	0.24907865	0.6314707	0.052669812
a41	0.011078203	0.00051387877	0.0003399558	0.0023780237	0.0058918097	0.9054667	0.07433147
a29	0.012382458	0.0011745056	0.002138688	0.023588553	0.046065595	0.8472303	0.06741995
a31	0.05268105	0.0040651592	0.0022035656	0.009631353	0.028530145	0.7388736	0.16401501
a30	0.008983234	0.0010868598	0.003561135	0.08232059	0.08636747	0.78485084	0.03282992
a31	0.07443895	0.10913065	0.038765427	0.06276667	0.049669955	0.48671985	0.17850848
a28	0.06434044	0.29110917	0.08452811	0.37174532	0.05509137	0.046801392	0.08638422
a31	0.023253657	0.20154105	0.09109047	0.4888239	0.06691349	0.06411803	0.06425931
a17	0.20806813	0.1774031	0.07340189	0.12107675	0.07240435	0.07817958	0.2694662
a20	0.043753196	0.08746538	0.044601854	0.122909375	0.045549437	0.24535842	0.4103623
a31	0.061165143	0.15573375	0.114729285	0.37079173	0.119872324	0.08637884	0.091328956
a20	0.18796282	0.1315693	0.11045781	0.11679049	0.12693554	0.11767462	0.2086094
a29	0.049715832	0.047289666	0.038803898	0.04829131	0.049326964	0.28237695	0.48419535
a31	0.099517226	0.10867652	0.13820156	0.19614436	0.18977273	0.1316173	0.13607037
</S>	0.14753902	0.13318975	0.13345803	0.13933375	0.15691432	0.13515358	0.15441148
