 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
a31	0.01591398	0.00864578	0.004976468	0.02662118	0.008607295	0.053778213	0.05011581	0.14641705	0.20469463	0.4802296
a37	0.34550726	0.08548798	0.011746546	0.028991355	0.13060969	0.0978143	0.10867898	0.13963762	0.03247711	0.019049186
a31	0.09033394	0.22900043	0.036428645	0.00017900206	0.048296124	0.07141875	0.3030433	0.030524809	0.18945031	0.0013246521
a20	0.012362517	0.0098607335	0.0045263506	0.0020631752	0.7508339	0.17530365	0.0059969835	0.006960325	0.03106274	0.0010296239
a31	0.052453812	0.021767799	0.018852217	0.011857487	0.030515663	0.6326939	0.113534845	0.04349359	0.06500144	0.009829234
a13	0.06779305	0.7170723	0.014140008	0.007950661	0.14790598	0.009590127	0.0009062563	0.013165365	0.013052226	0.008424049
a31	0.071324974	0.18627025	0.048767645	0.01966346	0.1950665	0.32976645	0.0037416855	0.035563085	0.054956447	0.05487951
a20	0.033497877	0.38254923	0.008521703	0.0077731116	0.4263817	0.012106378	0.005899676	0.057885	0.04226476	0.02312058
a17	0.056331236	0.60375696	0.015307796	0.01137619	0.13091299	0.028510306	0.0074444544	0.10394877	0.039400507	0.0030107645
a20	0.033369903	0.3699809	0.05444498	0.037285157	0.2694149	0.07408522	0.025155988	0.019956697	0.06363588	0.052670438
a31	0.017953448	0.111971	0.03271988	0.045788236	0.15929382	0.2655587	0.050396465	0.03510123	0.08745778	0.19375953
a20	0.1570197	0.27482808	0.24125552	0.13368298	0.09441433	0.013065641	0.011360983	0.008576799	0.014929345	0.050866596
a31	0.041896824	0.15452167	0.077218816	0.035232585	0.028922226	0.03183108	0.039123185	0.051834647	0.1932116	0.34620738
a3	0.1286295	0.2811977	0.33954322	0.118288375	0.032276988	0.013915004	0.01644198	0.011017841	0.017926138	0.040763274
a8	0.053339228	0.17342801	0.10732957	0.048654463	0.030709054	0.03745739	0.047110952	0.044483792	0.1401129	0.3173747
</S>	0.053815894	0.098502696	0.068636626	0.051593978	0.053324427	0.048157427	0.050058037	0.0566569	0.14080663	0.37844735
