 	Anna	ora	sta	vicino	a	me	dormendo	</S>
a8	0.02382544	0.021873755	0.0026740276	0.0023308785	0.0037101766	0.06323444	0.17266995	0.7096813
a31	0.12228046	0.7193	0.13610652	0.010908279	0.006985454	0.0011451009	0.0026261888	0.00064802746
a8	0.0330968	0.018281521	0.15048678	0.07154602	0.46959746	0.07220673	0.022729162	0.16205554
a31	0.4430796	0.11064099	0.19499947	0.03606773	0.123838015	0.069478825	0.013893753	0.008001647
a17	0.12949875	0.17574908	0.041689143	0.49890864	0.03471521	0.014926715	0.056880653	0.047631785
a18	0.02399411	0.015383053	0.06026386	0.015955271	0.11365182	0.37859455	0.27449933	0.11765796
a31	0.038357586	0.026654236	0.17248884	0.060706865	0.16153051	0.119777866	0.1363225	0.28416154
a17	0.07842465	0.64269334	0.025741404	0.101853125	0.016531046	0.007193991	0.11165402	0.015908353
a30	0.031280402	0.52844375	0.15230897	0.058295637	0.007854113	0.025868155	0.14056426	0.055384703
a17	0.040780645	0.8470829	0.02187509	0.015605596	0.002663254	0.024782773	0.041390028	0.0058197007
a39	0.070544556	0.8001044	0.01826242	0.040785722	0.011814585	0.012929413	0.017792435	0.027766429
a17	0.049597286	0.8978911	0.012157146	0.020915333	0.0070699034	0.004391063	0.0051476206	0.0028304989
a31	0.031120053	0.9120511	0.017163998	0.019054646	0.004520762	0.006132443	0.007216273	0.0027408304
a17	0.052530874	0.7897216	0.075604714	0.025193749	0.008324442	0.019196669	0.027130492	0.0022973444
a20	0.10439587	0.6304216	0.068306655	0.044219762	0.020922348	0.042453725	0.077361956	0.011918034
a27	0.16746844	0.37421915	0.06543091	0.024025185	0.029599203	0.07982188	0.18595569	0.07347956
a20	0.1349471	0.4474291	0.07238701	0.019869044	0.0300295	0.11104089	0.15611978	0.028177679
a31	0.1730115	0.35935175	0.11249959	0.02935354	0.03213922	0.08202264	0.15621822	0.05540358
a18	0.101055205	0.41236678	0.07988623	0.030226922	0.0317376	0.085451104	0.20867579	0.050600395
a31	0.15822363	0.34924	0.14705957	0.041545223	0.049545333	0.079171255	0.12250992	0.05270513
a13	0.1441709	0.34614298	0.13380478	0.057693575	0.060451273	0.070484884	0.11080668	0.07644498
a20	0.15603419	0.35757208	0.14302126	0.051214922	0.050676018	0.058314838	0.09774284	0.08542389
a31	0.13930646	0.32716873	0.12870748	0.056872923	0.05630047	0.06643085	0.12127395	0.103939064
a28	0.13993955	0.31557587	0.13335513	0.076273575	0.082098186	0.085600786	0.085996486	0.08116044
a31	0.13971922	0.31507957	0.13122952	0.07288797	0.07352384	0.07512298	0.083559945	0.10887696
a8	0.12750745	0.29632238	0.1205155	0.063694015	0.11128443	0.13945633	0.07759279	0.06362712
a17	0.10884343	0.21032447	0.102435544	0.07236016	0.07525198	0.08128458	0.08967931	0.25982058
a8	0.10510763	0.12474795	0.110120974	0.12628923	0.16072121	0.13142803	0.119400054	0.12218493
a23	0.12597623	0.17910947	0.12388509	0.11030049	0.11439373	0.11298146	0.11640414	0.11694936
a8	0.12508109	0.21916395	0.1193093	0.09083084	0.09169527	0.09462584	0.10062959	0.15866414
a20	0.11466918	0.14052564	0.11490344	0.11577903	0.12894644	0.121826075	0.12804917	0.13530105
a31	0.12471572	0.18220422	0.12148488	0.10673871	0.11086608	0.11170877	0.1223105	0.11997111
a39	0.11920822	0.14412783	0.11859454	0.11680334	0.125782	0.12333363	0.13246994	0.1196805
a18	0.12716244	0.19286312	0.12452441	0.106425874	0.10942014	0.109298535	0.11550965	0.114795834
a37	0.12478001	0.17452471	0.12299271	0.110045746	0.11351429	0.11321805	0.12170178	0.11922271
a31	0.12484968	0.17410035	0.12307688	0.11030731	0.11374069	0.11337162	0.12186105	0.11869239
a8	0.12328717	0.14204347	0.1227241	0.11828425	0.12194057	0.12318891	0.12705475	0.121476755
a23	0.1264164	0.17909297	0.12438435	0.10864174	0.10963469	0.11094776	0.11849408	0.122388
a37	0.12011004	0.1570081	0.118358925	0.10779212	0.10960159	0.11166399	0.11923354	0.1562317
a8	0.1206798	0.13870515	0.12052683	0.11845674	0.12366211	0.12206321	0.1309717	0.1249345
</S>	0.12586482	0.16606013	0.12421966	0.11268556	0.11423719	0.11453981	0.11954887	0.12284391
