 	vestita	la	figlia	l'	avevo	portata	alla	chiesa	</S>
a31	0.2863332	0.041955702	0.041283976	0.004469926	0.0055113956	0.004343074	0.01573435	0.05632828	0.5440401
a16	0.071146004	0.33361796	0.12863038	0.006575309	0.047955956	0.2397073	0.077197775	0.090192765	0.0049765278
a31	8.119727e-05	0.0006830806	0.00014357471	0.01010261	0.2931315	0.66632074	0.006659373	0.02267655	0.00020146428
a24	0.018773403	0.0035740798	0.061170418	0.011610446	0.24253021	0.35183606	0.21315897	0.0656677	0.031678684
a28	0.00022849409	0.007996842	0.008598755	0.10410346	0.5268728	0.27008498	0.024757652	0.04475048	0.012606525
a31	0.0002242587	0.09136436	0.046137292	0.16985206	0.32571608	0.10730165	0.11483037	0.09457036	0.050003562
a41	0.0054296637	0.02795294	0.063909054	0.012622228	0.2237004	0.094086364	0.39709195	0.118420765	0.05678667
a31	0.00040985184	0.031312976	0.019639274	0.036248732	0.22184804	0.044694666	0.4709215	0.09700839	0.07791652
a28	0.012899074	0.009104022	0.0029944186	0.0030530707	0.014300689	0.10588195	0.41214117	0.3602028	0.07942286
a20	0.3828001	0.05124872	0.007474825	0.0039665047	0.008392863	0.04456551	0.17787094	0.112977795	0.21070266
a46	0.5644327	0.07077638	0.018150859	0.008871367	0.012889262	0.0150184	0.029933812	0.07490819	0.20501906
a11	0.56705195	0.047413383	0.09938541	0.010149973	0.048488252	0.013955323	0.0148920175	0.03199094	0.16667275
a46	0.017405864	0.17473362	0.066270314	0.0653196	0.21856645	0.20180866	0.05768498	0.11310231	0.08510819
a31	0.024754437	0.05577504	0.08142842	0.02098587	0.34146938	0.16476123	0.067446746	0.12098137	0.12239742
a17	0.046433743	0.03466224	0.041397057	0.024017846	0.27733374	0.3936508	0.062881075	0.097207546	0.022415934
a31	0.29505497	0.066279545	0.11580731	0.019577889	0.17151615	0.15177935	0.047022283	0.06870235	0.064260066
a20	0.32930472	0.15031648	0.08138979	0.04574837	0.103419535	0.06977218	0.051788405	0.08133424	0.08692633
a31	0.10404299	0.08291645	0.047356695	0.028791137	0.042069092	0.052930567	0.10157082	0.22259705	0.31772518
a13	0.22836424	0.19613183	0.07551582	0.0746675	0.07792751	0.07380027	0.07331931	0.098612435	0.101661064
a18	0.07121412	0.082172796	0.039272327	0.04163695	0.0389734	0.044149507	0.08321853	0.21091576	0.38844657
a13	0.16270572	0.11412068	0.0772294	0.08716222	0.1004443	0.06821075	0.07595887	0.12068176	0.1934863
a31	0.18407804	0.1373057	0.091308795	0.072742335	0.10965062	0.0722093	0.07110037	0.10607795	0.15552692
a18	0.19537054	0.18342236	0.081788145	0.081328936	0.08425315	0.07716859	0.07588212	0.1046689	0.1161172
a3	0.047596917	0.057024322	0.039560813	0.039116926	0.037125405	0.040771794	0.09073022	0.22148739	0.42658627
a0	0.12427682	0.096665114	0.08102286	0.09325603	0.106251754	0.07039911	0.081561506	0.1274209	0.21914592
a20	0.10607687	0.11315605	0.097978845	0.08637075	0.10177195	0.07778519	0.08778881	0.124307945	0.20476356
a31	0.093013905	0.09025367	0.08675507	0.08554228	0.08881986	0.0811455	0.0964662	0.13621129	0.24179226
a13	0.11574541	0.11135268	0.107386276	0.111992106	0.111896664	0.104698785	0.1065825	0.1116647	0.11868091
a31	0.09413213	0.09814515	0.08918066	0.098618396	0.092538156	0.08765348	0.10043887	0.1319791	0.20731409
a20	0.12095661	0.11768413	0.10527469	0.10695252	0.106220245	0.10541274	0.10737276	0.11177231	0.11835404
a13	0.059703734	0.063108206	0.058269553	0.06681925	0.06080365	0.061396483	0.09224565	0.170941	0.36671254
a20	0.0936145	0.09503721	0.09649554	0.13941231	0.113576844	0.09954725	0.1084763	0.11971329	0.13412675
a31	0.10472868	0.10630813	0.10495323	0.1116199	0.10827221	0.10383085	0.10809063	0.116843075	0.1353533
a17	0.11169783	0.11071492	0.10947181	0.11161413	0.11049088	0.10963124	0.110649265	0.1117332	0.113996714
a20	0.0947161	0.095837526	0.09488789	0.11108974	0.101259746	0.09693783	0.10678344	0.12628183	0.17220592
</S>	0.10244033	0.103056274	0.10350937	0.116699904	0.109853595	0.103624135	0.10867901	0.11742355	0.13471384
