 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
a20	0.027115153	0.014154844	0.019626731	0.01307355	0.024079924	0.013054861	0.317544	0.5713509
a0	8.157301e-06	0.0001882154	0.18822786	0.04251942	0.7611005	0.0012646402	0.006675575	1.5687183e-05
a28	0.0003815423	0.0034602585	0.34843928	0.055388432	0.35460514	0.16073492	0.07221286	0.004777612
a31	0.0013304251	0.0042761415	0.122229986	0.027944043	0.10375681	0.5969574	0.13189292	0.011612274
a24	0.0002668741	0.00017735863	0.16610739	0.040817488	0.6617032	0.12517607	0.0048056077	0.0009460294
a46	0.00027480582	0.0064782132	0.073855795	0.025724392	0.88746446	0.0021506173	0.004024789	2.6893973e-05
a31	0.0005629736	0.02411048	0.17964946	0.26140475	0.20421292	0.24628611	0.08018985	0.0035834962
a24	0.06997047	0.03631184	0.05706006	0.022324357	0.6973128	0.020022335	0.08923252	0.007765655
a31	0.0101408865	0.50609636	0.072612636	0.102739826	0.24730629	0.009330051	0.0481408	0.003633121
a20	0.041678008	0.011672861	0.05652128	0.02335001	0.11483002	0.10195451	0.26962173	0.38037157
a29	0.0048384788	0.01424266	0.17491886	0.06437323	0.2086622	0.019123858	0.28062478	0.23321591
a20	0.0016237112	0.005457219	0.18002884	0.07976642	0.4363141	0.0036685064	0.17731112	0.11583002
a29	0.00026051124	0.003572292	0.09631258	0.05928872	0.77603924	0.00060067343	0.05728327	0.0066426215
a13	0.00011396932	0.008545585	0.13314593	0.06029545	0.7570644	0.0013775994	0.037876103	0.0015809867
a17	0.00041537863	0.008116561	0.14941996	0.070618294	0.6549002	0.0029158404	0.10761752	0.005996191
a31	0.000270835	0.0034593395	0.19916184	0.07339727	0.66295195	0.0011774638	0.055641368	0.003939963
a44	0.0008253037	0.010388978	0.14282264	0.1006329	0.57715195	0.0016667157	0.15353268	0.0129788555
a8	0.0011338411	0.0014567224	0.10493599	0.03999818	0.72472847	0.0012386409	0.09574041	0.030767739
a6	0.0068258317	0.0029219387	0.07971888	0.031471916	0.30751154	0.00863938	0.38466263	0.17824784
</S>	0.009197051	0.0025048752	0.01915032	0.010617609	0.034397054	0.017876774	0.5107417	0.39551458
