 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
a31	0.027682701	0.016331626	0.015589694	0.0038869744	0.0059029767	0.006993078	0.0049122465	0.008077944	0.053333554	0.06543157	0.11573664	0.676121
a24	0.27192184	0.009801633	0.06881165	0.00019460145	0.012358963	0.023363449	0.10662259	0.3917273	0.009477699	0.064174384	0.03278685	0.00875907
a31	0.0009024912	0.0012231253	0.00011271822	2.1737812e-07	0.020807542	0.014178947	0.12370206	0.8377035	6.2095285e-07	2.7788401e-05	0.0012426771	9.828683e-05
a8	0.009261757	0.00027820788	0.0033787352	1.2466021e-05	0.0690763	0.010727076	0.12507266	0.031900313	0.0061482154	0.0877726	0.55106264	0.10530909
a20	0.007440756	0.0022673532	0.008807709	5.852702e-06	0.6175555	0.15560484	0.055294927	0.108175844	0.0020823842	0.024994189	0.0051988238	0.012571799
a31	0.03990151	0.006258129	0.019151436	5.00262e-06	0.26507458	0.43709248	0.021898806	0.052871965	0.0007599455	0.026207983	0.09218562	0.038592555
a8	0.041865997	0.016736586	0.043497145	6.457047e-05	0.20060426	0.018742176	0.22342877	0.045491766	0.037813686	0.18190598	0.064440705	0.12540834
a31	0.02796822	0.03138841	0.060906887	3.5503283e-05	0.5010157	0.03112591	0.040600717	0.10630588	0.008385923	0.092898756	0.04906301	0.050305024
a20	0.06021693	0.032351624	0.052851956	0.0015250152	0.037616618	0.014471136	0.10337918	0.028587481	0.019548122	0.16515945	0.3256526	0.1586399
a31	0.074283205	0.09920058	0.21559554	0.0015235107	0.036463518	0.015306213	0.061546482	0.0760899	0.013930831	0.18486752	0.15265009	0.06854262
a20	0.11026425	0.038782507	0.05948219	0.012088182	0.07394691	0.05628192	0.05560829	0.04243135	0.019104889	0.04784244	0.16742949	0.3167376
a41	0.102844834	0.141591	0.14800084	0.019256935	0.065044306	0.049488194	0.054594856	0.10454932	0.017200444	0.047835957	0.10966773	0.13992567
a11	0.056049094	0.08887444	0.07398495	0.017340232	0.08204208	0.056116164	0.04043168	0.07742398	0.027546357	0.07420145	0.16331522	0.2426743
a6	0.03325957	0.12125652	0.14311239	0.012185859	0.051288728	0.03718854	0.064620204	0.20158267	0.036365755	0.05902215	0.14637186	0.09374572
a31	0.055962425	0.14836678	0.33960167	0.005972149	0.04511087	0.030474098	0.057017438	0.12332398	0.02497039	0.042911313	0.06402859	0.062260307
a24	0.07795948	0.13887842	0.0890709	0.04640006	0.101145044	0.08217248	0.061119128	0.07409958	0.025204333	0.02419378	0.08365299	0.19610378
a31	0.056747653	0.2379397	0.14891988	0.033396386	0.046778187	0.04256571	0.05841427	0.115087114	0.019260336	0.028093465	0.118581496	0.094215766
a8	0.049599487	0.054225586	0.043145582	0.029145025	0.124493726	0.096547425	0.04930793	0.025335548	0.020743454	0.03669087	0.09688094	0.3738844
a31	0.08069338	0.32600787	0.13917564	0.051148128	0.030386565	0.03270091	0.048787266	0.05067348	0.008402455	0.01883498	0.101447776	0.11174143
a20	0.0658242	0.05101326	0.04816141	0.066318706	0.18170346	0.17315759	0.10655017	0.020723252	0.010367413	0.034077767	0.035848867	0.20625389
a13	0.07053544	0.2630084	0.10916516	0.10901389	0.03007627	0.034408376	0.05246981	0.028467659	0.0122567555	0.020032099	0.09561319	0.17495291
a28	0.07627931	0.1307233	0.08701374	0.08625972	0.11165499	0.10548241	0.07842376	0.034784805	0.011143261	0.028127018	0.06500219	0.1851055
a29	0.065103926	0.3557089	0.19869757	0.04687597	0.03861093	0.04000485	0.05174258	0.0359608	0.011846382	0.018605119	0.06435527	0.07248766
a31	0.04011693	0.33595517	0.4288106	0.015874172	0.031513613	0.031529784	0.04617606	0.017498799	0.0050668535	0.007958973	0.018482802	0.021016229
a37	0.10944754	0.19578235	0.13101904	0.13425429	0.08246137	0.08872296	0.100154646	0.047834247	0.012904431	0.017610028	0.02472631	0.055082824
a31	0.048885524	0.40504283	0.113188244	0.084562205	0.020913891	0.02360174	0.035117693	0.019104378	0.011114766	0.01707043	0.08785584	0.13354246
a28	0.08273148	0.14724167	0.092654854	0.1491809	0.11413166	0.113047525	0.10009765	0.027601851	0.016341988	0.04366433	0.025477001	0.087829165
a31	0.04767703	0.28250575	0.07809549	0.10668465	0.023048067	0.025403315	0.0354894	0.022120766	0.014817736	0.02275098	0.124581	0.21682581
a24	0.05856117	0.11001351	0.060861472	0.1270743	0.116272576	0.111947775	0.08650291	0.017628081	0.017323729	0.06175072	0.03686903	0.19519478
a31	0.06401386	0.34006214	0.107119046	0.082531296	0.022156084	0.02521584	0.03817852	0.021496953	0.010058254	0.020797685	0.1131763	0.155194
a20	0.052542873	0.08308452	0.051866483	0.08799946	0.099956766	0.09807579	0.07607618	0.015488008	0.012595	0.054064237	0.06563232	0.30261835
a31	0.029691553	0.19053994	0.041484345	0.051675193	0.017739344	0.018119229	0.021182798	0.020177597	0.015938764	0.040042695	0.23544972	0.31795886
a17	0.03173148	0.06706531	0.025925463	0.07969598	0.11750477	0.103930846	0.062182933	0.012584218	0.028820507	0.10857304	0.049001403	0.31298408
</S>	0.04974928	0.08516088	0.052802917	0.06320067	0.049189292	0.048845895	0.04878444	0.04653109	0.045591075	0.0544562	0.14105856	0.31462973
