 	se	si	era	vestito	il	mio	fratello	l'	avessi	portato	con	me	</S>
a31	0.00944227	0.07717387	0.02430246	0.0040776175	0.0033475864	0.004060388	0.0053477553	0.0069070975	0.003416608	0.028761411	0.110850915	0.20139658	0.5209154
a41	0.5815028	0.067413926	0.02709442	0.0133790085	0.024811648	0.047862202	0.051494688	0.029032	0.0123302	0.022986403	0.042403765	0.05304577	0.026643163
a37	0.016011514	1.7135639e-05	0.000106717554	0.007769497	0.05957981	0.30314717	0.3898319	0.19722532	0.021402204	7.6189084e-05	0.00042008093	0.0039861207	0.00042638363
a24	0.04995978	0.00017065374	0.009157909	0.117024586	0.2569629	0.31300175	0.17358914	0.045935083	0.0048402664	9.912902e-05	0.0016716621	0.01838086	0.009206312
a28	0.23897386	0.00021087186	0.014801978	0.08318046	0.22190014	0.29833868	0.08857297	0.020140715	0.0034542424	8.9409754e-05	0.0019655523	0.009352489	0.019018618
a17	0.35299498	0.0012066924	0.019748004	0.11134179	0.23132002	0.16475217	0.040539328	0.014170551	0.0054684295	0.00013255673	0.002811557	0.014920592	0.04059338
a31	0.45541948	0.0017224179	0.015771598	0.082685366	0.15281983	0.09590049	0.036569405	0.018631205	0.01658661	0.00090624404	0.010700664	0.04472388	0.067562744
a39	0.21978214	0.00061946874	0.0039038623	0.011000043	0.011946487	0.009041996	0.014263337	0.029035142	0.103732176	0.091428354	0.13607836	0.33868214	0.03048656
a31	0.061754018	0.0009280331	0.0051578814	0.010882631	0.010106735	0.0065397336	0.011719646	0.035577573	0.09513627	0.14482263	0.11532928	0.49098688	0.011058689
a17	0.011768021	0.0079763215	0.021275302	0.010858199	0.036894098	0.07224816	0.084572814	0.134636	0.05272985	0.049333047	0.08307302	0.3342343	0.1004009
a18	0.012199411	0.05290982	0.09944671	0.023091586	0.045362636	0.03958064	0.0327466	0.03540644	0.008122686	0.0455626	0.07674964	0.41259238	0.11622884
a24	0.016176507	0.0022608328	0.022434326	0.04519902	0.05722461	0.041371953	0.03924915	0.05168925	0.06179359	0.21446247	0.048223626	0.38694656	0.012968127
a18	0.011862977	0.0050961534	0.0101238405	0.024498446	0.138311	0.15653688	0.12338516	0.1459414	0.082675405	0.07145277	0.018479088	0.19235003	0.019286904
a31	0.009262567	0.019058045	0.026175415	0.013639069	0.08463528	0.18862967	0.18364765	0.19448884	0.03431178	0.033507325	0.013738545	0.16637924	0.032526594
a17	0.016461376	0.03804429	0.07757926	0.02720734	0.13056321	0.21412642	0.19889612	0.17633829	0.014452905	0.012220532	0.014171631	0.045229234	0.03470936
a20	0.01695149	0.038487975	0.2116221	0.031348806	0.07353174	0.08739842	0.07110349	0.049545728	0.012055398	0.016955629	0.030141586	0.27311552	0.08774216
a17	0.009772736	0.01629974	0.057691127	0.021097053	0.10337606	0.24385749	0.23510328	0.17306586	0.019023642	0.020763082	0.012119455	0.06745664	0.02037384
a31	0.015429372	0.022382392	0.10709596	0.026507957	0.124549985	0.2308431	0.20572183	0.14884833	0.0140389325	0.009579254	0.010354167	0.055490963	0.029157806
a17	0.030173462	0.04634442	0.10773757	0.034683105	0.18576828	0.22552386	0.16340019	0.10272825	0.015487475	0.012943034	0.016556919	0.028115641	0.030537754
a31	0.042733226	0.043223515	0.3384943	0.042280026	0.14309151	0.109027006	0.06503027	0.038531072	0.011578309	0.00844295	0.0137976585	0.067668915	0.07610121
a0	0.13171014	0.118624	0.19099562	0.068212606	0.1181043	0.11202341	0.08675242	0.044664327	0.017496474	0.016717015	0.022076564	0.027775696	0.044847347
a31	0.056834273	0.042345993	0.32369623	0.037048142	0.06592941	0.04463033	0.02888572	0.018024443	0.01211642	0.012494695	0.02273567	0.1441545	0.19110413
a8	0.12842916	0.11151842	0.1473532	0.086627126	0.1053572	0.11072933	0.096186064	0.054089647	0.015863111	0.01407054	0.03939991	0.03371294	0.05666341
a46	0.06547861	0.036616012	0.44404298	0.030123534	0.024581188	0.021506116	0.017313773	0.011630615	0.008190983	0.011923107	0.03560343	0.13917907	0.15381055
a39	0.05681898	0.05327732	0.09223986	0.06721897	0.07723999	0.060052652	0.05122565	0.046628587	0.04460164	0.044949654	0.051654305	0.12185628	0.2322362
a8	0.07403009	0.06650116	0.12577628	0.079816006	0.14246285	0.09731739	0.07123533	0.06028783	0.052223552	0.046997454	0.050669063	0.06037828	0.0723047
a20	0.10315459	0.08130898	0.19018902	0.056708276	0.083054475	0.07731907	0.061336152	0.042869955	0.032722536	0.03244201	0.036695275	0.07157695	0.13062266
</S>	0.07739447	0.06553029	0.1269317	0.046894692	0.06336458	0.059894852	0.049906	0.038495727	0.032176103	0.033766735	0.041793413	0.12015382	0.24369758
