 	perché	aveva	lavorato	tutta	la	settimana	</S>
a31	0.555269	0.056635648	0.006828238	0.0072075734	0.013357699	0.057652313	0.3030495
a20	0.044178117	0.19727862	0.09880639	0.6002855	0.052337583	0.0010809193	0.0060328697
a31	0.0003886677	0.0016614766	0.43734583	0.5162857	0.044249862	1.1363278e-07	6.83159e-05
a18	0.44776812	0.065899216	0.25258815	0.11559686	0.09658074	1.1812603e-05	0.02155507
a31	8.251725e-05	0.02521441	0.755453	0.17895065	0.03729895	3.9108877e-06	0.0029966722
a37	0.00841435	0.028372487	0.8984072	0.030426698	0.006742898	1.9153236e-05	0.027617142
a13	0.002332302	0.058536883	0.9054044	0.02129693	0.004497896	7.027118e-06	0.007924655
a31	0.016303262	0.09556086	0.8260204	0.030519357	0.01633847	0.00016961675	0.015088092
a20	0.11680446	0.03999027	0.246959	0.08455547	0.07844513	0.023621883	0.40962377
a46	0.4093246	0.04324189	0.06173709	0.05901476	0.14789747	0.06815567	0.21062852
a31	0.35065937	0.027478287	0.020599177	0.032303438	0.16108494	0.24714498	0.16072984
a13	0.11881836	0.052335873	0.052048873	0.08337813	0.28458932	0.30088565	0.10794378
a20	0.06878818	0.060352083	0.047063787	0.062176004	0.27523014	0.33319622	0.15319361
a31	0.121856615	0.10684601	0.08877313	0.09831352	0.17519294	0.20192835	0.20708947
a46	0.086977646	0.06157624	0.058891993	0.082852624	0.32651678	0.304777	0.07840768
a39	0.05501002	0.100701444	0.042594317	0.04660855	0.17362387	0.28650042	0.29496133
a41	0.13610595	0.1356268	0.13573186	0.13872239	0.14468576	0.14982739	0.1592998
a46	0.122883014	0.12000071	0.11930761	0.1319059	0.18750364	0.18268874	0.13571046
a39	0.10370262	0.21335658	0.084059626	0.082198575	0.21911553	0.19750558	0.10006156
a8	0.08109353	0.13329019	0.10836456	0.11009667	0.20118368	0.20673546	0.15923592
</S>	0.06441389	0.1308244	0.087188065	0.078184545	0.23033823	0.24310105	0.16594976
