 	che	consuma	poco	benzina	</S>
a31	0.0024874196	0.00196026	0.1315995	0.6219976	0.24195527
a41	0.89907146	0.10032993	0.00022533155	9.411509e-05	0.00027929587
a31	0.24813291	0.75186485	3.5603645e-07	3.4008355e-08	1.8735599e-06
a28	0.9493596	0.04679025	0.0009228232	6.621936e-05	0.0028610968
a24	0.57731676	0.4158802	8.356714e-05	2.660883e-05	0.0066928477
a31	0.5708015	0.41131192	0.00024726667	2.4317873e-05	0.017615028
a11	0.8195564	0.11152213	0.010469807	0.012148374	0.046303324
a31	0.11179494	0.7782949	0.02139814	0.0018813749	0.08663066
a46	0.09735489	0.09209836	0.09060084	0.39205146	0.32789445
a31	0.07334544	0.06070168	0.09183416	0.42622563	0.34789315
</S>	0.14802998	0.087263346	0.13443701	0.26313156	0.36713815
