 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
a20	0.021791007	0.009449504	0.10782893	0.004328593	0.010022137	0.078416616	0.17594676	0.59221643
a46	0.0014809234	0.046509128	0.000605335	0.0025950568	0.005563755	0.0006844394	0.94122094	0.0013403484
a39	0.004399971	0.009330178	8.741854e-06	0.047555596	0.064662375	1.8321729e-05	0.85227084	0.021753926
a31	0.007878717	0.024598775	4.516035e-06	0.5329177	0.15568538	0.00079886505	0.18813406	0.089982025
a20	0.00924481	0.023604421	3.965823e-06	0.25441074	0.30229402	2.6680955e-05	0.40473163	0.0056836763
a31	0.0034518978	0.11274223	7.3314775e-05	0.040918764	0.14143579	8.757727e-05	0.6998208	0.0014695365
a15	0.010818164	0.036609244	0.010653969	0.1819515	0.018242886	0.0058413963	0.7273307	0.00855212
a11	0.019186104	0.07681954	0.06388035	0.056380015	0.026423547	0.03243674	0.6666065	0.058267206
a31	0.015472891	0.015209656	0.0019945048	0.08821272	0.4025993	0.00023334175	0.4649614	0.0113160955
a46	0.023820957	0.057953555	0.14663361	0.11070703	0.030678736	0.16918744	0.37720683	0.083811864
a31	0.02399324	0.1612017	0.18442638	0.045905434	0.006817457	0.04394134	0.29782385	0.23589055
a46	0.13819198	0.15307054	0.1831976	0.06796106	0.08500797	0.07109513	0.12649347	0.17498218
a31	0.060603116	0.20385492	0.23006748	0.04137182	0.020254984	0.018768562	0.077281535	0.3477976
a15	0.20300762	0.1843937	0.16797596	0.033878386	0.062754035	0.039414994	0.12257688	0.18599842
a31	0.076342314	0.2120072	0.14850256	0.02326671	0.015905695	0.014009713	0.07069134	0.43927446
a20	0.23522323	0.20678316	0.15967265	0.028772244	0.052438464	0.033343554	0.11353973	0.17022696
a18	0.18157269	0.26517317	0.09816527	0.027996104	0.028590836	0.024289222	0.062362544	0.3118502
a46	0.22899698	0.26503587	0.12824757	0.039890524	0.066637985	0.051322542	0.07203277	0.14783576
a31	0.18316406	0.27893037	0.13621232	0.055421982	0.05590484	0.05050427	0.054283615	0.18557853
a15	0.2814603	0.28582013	0.11779808	0.030431993	0.042386893	0.032711845	0.0833806	0.12601015
a31	0.12401411	0.29459375	0.09500569	0.028718757	0.01822247	0.016306626	0.049965747	0.37317285
a37	0.30273417	0.2973168	0.10451602	0.03287181	0.041919168	0.03481989	0.073376484	0.11244565
a35	0.18387462	0.23653103	0.10485136	0.081823274	0.08234462	0.076960325	0.069857255	0.16375747
a31	0.16635798	0.205088	0.106795125	0.110205345	0.12997852	0.123812005	0.06226644	0.09549656
a46	0.2921258	0.3069263	0.08782758	0.04817826	0.052405145	0.048651334	0.070440054	0.09344562
a31	0.18218903	0.24229574	0.09497472	0.06881485	0.060713142	0.059472904	0.071851395	0.21968815
a11	0.2746251	0.26941663	0.09305943	0.061589766	0.06448018	0.06280164	0.077233486	0.09679381
a31	0.15212502	0.16926065	0.11107311	0.10235559	0.10035192	0.09918884	0.101639085	0.16400582
a46	0.2454464	0.23126353	0.10245711	0.075199805	0.07667509	0.07675336	0.08631342	0.10589127
a20	0.12450039	0.14124031	0.10770132	0.10217437	0.096874125	0.09700947	0.10689946	0.22360052
</S>	0.13532263	0.14098218	0.1185795	0.11707825	0.12102717	0.11987525	0.11247565	0.13465938
