 	devo	comprare	il	pane	ogni	giorno	</S>
a31	0.070937976	0.010030678	0.0025477936	0.004358023	0.06491853	0.11058781	0.73661923
a0	0.23879427	0.56363887	0.032954093	0.15298486	0.0050977957	0.0052603898	0.001269714
a31	0.0011016581	0.10997195	0.47130597	0.20495561	0.00048556307	0.21198699	0.00019224008
a13	0.26372844	0.054018613	0.4586103	0.09161479	0.019445987	0.11199991	0.0005818766
a31	0.010387754	0.015874127	0.2475876	0.15148358	0.01128205	0.5314256	0.03195929
a8	0.1029811	0.010440627	0.78268725	0.013431381	0.021481	0.06807869	0.000899946
a31	0.12034069	0.014094259	0.36889297	0.016729718	0.040992953	0.4273056	0.011643926
a13	0.028744906	0.59718865	0.20125817	0.050448686	0.0770357	0.023188112	0.022135707
a31	0.0366308	0.15166548	0.36965504	0.021168705	0.15395267	0.25369123	0.013236151
a17	0.06679711	0.38889515	0.1089664	0.09889801	0.113587126	0.058625087	0.16423102
a31	0.08422446	0.3311826	0.096244976	0.07512269	0.049788494	0.09863848	0.2647983
a13	0.22654247	0.07773656	0.13877189	0.06965442	0.16839992	0.08789389	0.23100092
a31	0.14210016	0.11214237	0.10922309	0.098404944	0.11451394	0.15148601	0.2721295
a28	0.24407095	0.09219222	0.1190669	0.07726565	0.13207184	0.13176186	0.2035706
a10	0.11006829	0.11268343	0.10243655	0.1015855	0.105908595	0.1618163	0.3055013
a31	0.10370605	0.11032316	0.09283729	0.09214241	0.09858437	0.17249374	0.329913
a30	0.13558145	0.11566852	0.1099439	0.102593966	0.114764005	0.1592918	0.26215634
a31	0.086368315	0.07780376	0.074106455	0.07032041	0.07570715	0.15973401	0.4559599
a20	0.25142902	0.1048364	0.15315585	0.11549702	0.15631635	0.1041055	0.11465987
a28	0.13246506	0.12995103	0.1295731	0.12958273	0.1309745	0.1472145	0.200239
a31	0.144304	0.14015853	0.14158933	0.14065424	0.14225252	0.14287767	0.14816375
a35	0.17940126	0.12754619	0.14326924	0.12924747	0.14577878	0.13342221	0.14133488
a31	0.12799886	0.12481123	0.124292634	0.12458504	0.12652428	0.1490377	0.22275019
a46	0.19966096	0.121648684	0.14753813	0.12712105	0.15017883	0.12397278	0.1298795
a31	0.12866683	0.12544891	0.125223	0.12552072	0.12740938	0.14863256	0.21909854
a10	0.20705536	0.12009026	0.14939831	0.12673178	0.15176141	0.12035947	0.12460336
a8	0.13146996	0.12933448	0.12855828	0.1287993	0.13044238	0.14842589	0.20296974
a31	0.13992931	0.13859273	0.13875645	0.1387562	0.13961901	0.14469038	0.15965593
</S>	0.17882852	0.12900205	0.1456508	0.13241915	0.14748634	0.13121736	0.13539582
