 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	0.01829969	0.0049469965	0.052628495	0.072331555	0.17824684	0.24885572	0.42469066
a31	0.95885134	0.0014970262	0.000946725	0.00204204	0.0031597284	0.03331636	0.00018668399
a21	0.3305426	0.0031790636	1.9738303e-05	0.011589271	0.008196731	0.52482355	0.12164912
a37	0.8729058	0.0021109576	2.8626648e-05	0.012471345	0.06853335	0.041992642	0.0019573933
a8	0.18100417	0.031239437	0.019618766	0.106267214	0.06294732	0.40240222	0.1965209
a31	0.68016136	0.0440273	0.004949949	0.012994452	0.019792113	0.12471123	0.11336368
a13	0.9026562	0.006139297	0.0002975981	0.023279125	0.014202597	0.017056148	0.036368962
a20	0.47776487	0.023935515	0.005059635	0.08301643	0.22956575	0.020210352	0.16044737
a3	0.75378495	0.0042967764	0.00097384676	0.057116885	0.07398707	0.0393398	0.070500664
a31	0.47044468	0.0021189116	0.0020448274	0.11563422	0.13621758	0.07748384	0.19605592
a29	0.22648546	0.00029899913	0.00042976538	0.055387013	0.067142904	0.63940454	0.010851217
a31	0.04021508	0.00012687061	0.00038951702	0.009093805	0.020289388	0.9272922	0.0025931164
a3	0.13116585	0.025954854	0.009654362	0.016150476	0.02665121	0.69838893	0.09203428
a31	0.04809871	0.029181354	0.019674491	0.062279385	0.028863063	0.69464594	0.11725706
a24	0.29667807	0.19748211	0.023967765	0.023005784	0.0733301	0.17243269	0.2131035
a31	0.08319035	0.091401935	0.021960368	0.039512493	0.042639993	0.48252997	0.2387649
a39	0.13771503	0.08366806	0.013660754	0.012396457	0.050083082	0.28531	0.41716665
a31	0.07056504	0.14321814	0.019057093	0.021830194	0.02985576	0.36499006	0.3504837
a33	0.14271149	0.1472526	0.017671684	0.025620995	0.035325255	0.15457332	0.47684458
a31	0.04828716	0.095551245	0.019154185	0.021345265	0.028862027	0.38852865	0.39827147
a23	0.14502151	0.21688907	0.03649143	0.055933066	0.05221327	0.10168218	0.39176953
</S>	0.037718736	0.060783263	0.029320803	0.030204035	0.033917174	0.36641833	0.44163767
