 	è	che	stanno	ancora	svegli	</S>
a31	0.3537188	0.031389087	0.0635296	0.042579252	0.07264697	0.4361363
a11	0.42431447	0.22985841	0.028585246	0.3072405	0.009057982	0.00094348803
a7	0.0004330901	0.0075776954	0.00333969	0.95506	0.033278294	0.00031123645
a24	0.001100062	0.010332125	0.00869123	0.84058696	0.11935596	0.01993366
a31	0.0046443897	0.039630443	0.0054424163	0.8635076	0.082617894	0.004157126
a20	0.1475046	0.496693	0.0009756084	0.3387501	0.015313963	0.0007627733
a31	0.1347221	0.10265589	0.009633769	0.57917315	0.13776498	0.03605018
a46	0.81151456	0.027919194	0.020460626	0.061967198	0.03974776	0.038390614
a41	0.119797975	0.052738484	0.033008315	0.11553999	0.3415136	0.3374016
a31	0.20636518	0.06457294	0.0384212	0.21367913	0.3452323	0.13172929
a33	0.12551393	0.15702577	0.10576491	0.16066922	0.2424	0.20862615
a31	0.020260049	0.062498376	0.012103298	0.16623437	0.47988155	0.25902238
a0	0.18170036	0.20585266	0.087578945	0.09511448	0.26225507	0.1674985
a31	0.03582669	0.08802986	0.038398765	0.10119312	0.43759957	0.29895195
a20	0.22181657	0.18442102	0.07973395	0.0870273	0.2549818	0.17201935
a28	0.03865772	0.054140385	0.033354033	0.13188808	0.39356786	0.34839198
a11	0.13059379	0.14572458	0.12405237	0.15678759	0.22920536	0.21363637
</S>	0.08880619	0.11442004	0.08703173	0.15030824	0.2918593	0.26757446
