 	credo	che	stanno	ancora	svegli	</S>
a31	0.10605382	0.053253822	0.108910404	0.05443462	0.10521867	0.57212865
a20	0.38745305	0.31106818	0.03833039	0.25232846	0.009360974	0.0014589388
a21	0.0009578633	0.0013330091	0.0017807642	0.97643185	0.019460117	3.6284706e-05
a31	0.015784442	0.002973155	0.008330184	0.8130654	0.14246754	0.01737924
a37	0.040650513	0.102405794	0.00026352398	0.83731747	0.01896935	0.0003933257
a31	0.0075280406	0.13220617	0.00037423972	0.8202491	0.028094456	0.01154796
a13	0.44829634	0.16114844	0.011510891	0.28701064	0.07975768	0.012275983
a31	0.040406942	0.034109946	0.009884315	0.5112568	0.3533559	0.05098606
a20	0.25814006	0.08278238	0.04556686	0.11853708	0.1494821	0.34549153
a31	0.067778416	0.064017765	0.030818816	0.10552974	0.38617963	0.34567565
a39	0.24193454	0.087915175	0.05865267	0.08943993	0.18209517	0.33996248
a18	0.08931578	0.079646036	0.03420552	0.08718723	0.40901905	0.3006263
a33	0.083062425	0.0715838	0.03329045	0.11003879	0.33055472	0.37146983
a39	0.035193488	0.056891654	0.01565516	0.09437543	0.47089356	0.3269907
a31	0.04503759	0.057752248	0.016583135	0.10011961	0.4993479	0.28115952
a39	0.16926035	0.14520359	0.067722514	0.095549785	0.31944442	0.20281936
a33	0.05739664	0.06975168	0.03716721	0.111743644	0.41525957	0.30868125
a8	0.042191345	0.0632627	0.028256588	0.112296075	0.4251433	0.32885003
a31	0.104483366	0.1076985	0.068978325	0.16040513	0.30463007	0.25380465
a7	0.16174449	0.14620565	0.10761054	0.12790504	0.2724982	0.18403612
a31	0.061126042	0.07049938	0.05385976	0.14365752	0.3400719	0.33078545
a3	0.1806271	0.15223327	0.1270875	0.13506274	0.2279998	0.17698959
a31	0.07128131	0.07971184	0.06615658	0.14889576	0.31048703	0.3234675
a13	0.19179371	0.14909157	0.13223352	0.1369013	0.20886545	0.18111448
a20	0.08150751	0.08873482	0.079111524	0.15592736	0.2830025	0.3117163
a7	0.12617132	0.12894529	0.12489656	0.16786808	0.21996297	0.23215577
a35	0.12559961	0.12951392	0.12243762	0.17354132	0.21886145	0.23004612
a31	0.14355804	0.14520566	0.13199458	0.16969366	0.20332696	0.20622107
a20	0.16317663	0.16257983	0.1603829	0.16575861	0.17510237	0.17299965
a31	0.113573246	0.11822798	0.11289679	0.16378771	0.23399432	0.25751996
</S>	0.16895068	0.16333525	0.16191709	0.16375262	0.17156938	0.17047498
