 	avete	cucinato	le	verdure	</S>
a29	0.11144841	0.32449254	0.029627983	0.13898419	0.39544687
a38	0.063746	0.21022151	0.17541748	0.46407503	0.08654
a31	0.11394773	0.009218682	0.0075390516	0.8666161	0.0026785186
a11	0.39125296	0.03278876	0.14059724	0.43407828	0.0012828319
a37	0.0046840827	0.00045177146	0.0024973173	0.97427726	0.018089619
a11	0.019505825	0.0036261769	0.0036167966	0.96500766	0.008243496
a31	0.024482036	0.01665508	0.014664888	0.8978695	0.046328586
a20	0.06335599	0.59558976	0.044979706	0.087895	0.20817953
a31	0.041658703	0.56563383	0.044390056	0.060717426	0.28759998
a39	0.16329615	0.08053889	0.07047232	0.14013785	0.54555476
a13	0.12259841	0.14346717	0.16120175	0.19939427	0.37333837
a18	0.13994035	0.18876773	0.15497963	0.18882246	0.3274898
a39	0.13554043	0.19726545	0.1482254	0.18500648	0.3339623
a31	0.16437745	0.21075305	0.17448232	0.19643071	0.25395647
a46	0.18860275	0.19380476	0.18840715	0.19494256	0.23424271
</S>	0.11650851	0.1220547	0.17078882	0.24013253	0.35051546
