 	se	vieni	alle	sette	io	sto	cucinando	</S>
a31	0.08232846	0.09745581	0.014607035	0.010672964	0.02206537	0.34860614	0.086089626	0.33817467
a21	0.004539447	0.009990246	0.0034103647	0.009569549	0.96598667	0.0012149853	0.0042792694	0.0010095007
a31	0.044055924	0.040668827	0.09232585	0.3209852	0.5011139	3.594985e-06	0.0008427118	3.9844044e-06
a21	0.011922424	0.004944809	0.012604791	0.02543859	0.9332996	4.770434e-05	0.0040904554	0.007651596
a31	0.018631266	0.012738421	0.021579068	0.05381861	0.8917238	1.8976516e-05	0.0013411979	0.00014866704
a13	0.26143178	0.21823318	0.12979758	0.03857741	0.29552177	0.0032469872	0.009122255	0.044069078
a35	0.3794262	0.09159938	0.09107918	0.18510062	0.24405825	0.0006697995	0.004527269	0.0035392693
a37	0.37050074	0.10874486	0.05436316	0.07235368	0.36251473	0.008844525	0.01627384	0.0064044353
a31	0.11615691	0.16766423	0.10005617	0.09134334	0.3631895	0.044001736	0.086538896	0.031049151
a37	0.44037512	0.20045926	0.028662138	0.011700309	0.14086676	0.028624278	0.12099937	0.028312765
a31	0.09813815	0.18207613	0.048317984	0.013980946	0.11397174	0.30522066	0.21542442	0.022869991
a24	0.45365024	0.18623096	0.067706555	0.056228325	0.058293827	0.07764269	0.041865434	0.058381956
a31	0.10425089	0.20048256	0.040354688	0.017813738	0.02942394	0.5263236	0.05378355	0.027566997
a13	0.32613674	0.16137981	0.06575786	0.053466987	0.050435618	0.20084693	0.06849824	0.07347779
a31	0.06030542	0.28422183	0.08616483	0.037291817	0.027029784	0.34060007	0.085878685	0.07850756
a27	0.2469881	0.15899736	0.11737983	0.08503635	0.064869925	0.18394972	0.047970045	0.09480865
a31	0.054520335	0.11327094	0.0803248	0.048012823	0.04220421	0.17855199	0.23777422	0.2453407
a35	0.2911721	0.14230438	0.1500433	0.08840954	0.07013875	0.06888639	0.052855726	0.13618982
</S>	0.0974523	0.11306174	0.11114255	0.093920276	0.0903605	0.13597149	0.17519028	0.1829009
