 	sicuramente	stanno	ancora	svegli	</S>
a17	0.07278481	0.089329325	0.10283841	0.10979273	0.62525475
a24	0.03228863	0.03858448	0.89117557	0.03745411	0.00049731665
a28	0.0045800605	0.0023713773	0.9348805	0.05609748	0.002070599
a37	0.018674782	0.010266278	0.85289925	0.10334545	0.014814229
a18	0.031155316	0.016362194	0.75014174	0.15877722	0.043563455
a39	0.028621858	0.013499587	0.66769576	0.21953513	0.07064756
a31	0.029929377	0.008359889	0.7626505	0.1624457	0.036614582
a39	0.026859937	0.0054454384	0.7326245	0.20960668	0.02546352
a31	0.0029623816	0.0050717145	0.60279644	0.37051427	0.018655134
a46	0.16481665	0.06632335	0.25562334	0.3998002	0.11343649
a31	0.038882747	0.04546348	0.15082934	0.4274829	0.33734155
a18	0.57061607	0.04925954	0.07889058	0.14852995	0.15270384
a31	0.026358617	0.016715903	0.16180123	0.58947504	0.20564923
a39	0.3542853	0.04124118	0.09897473	0.2738206	0.23167819
a31	0.04948094	0.014607997	0.14111437	0.5979277	0.19686899
a41	0.445456	0.025011359	0.060837593	0.25520247	0.21349256
a39	0.081688546	0.017346976	0.11870004	0.54005116	0.24221322
a28	0.097809136	0.01562821	0.10734408	0.5060964	0.2731222
a20	0.027330006	0.010105364	0.14141518	0.6198583	0.20129113
a31	0.023306904	0.00761718	0.13451856	0.67145205	0.16310528
a39	0.44579172	0.048658982	0.07286377	0.2731377	0.15954788
a35	0.0944666	0.028806454	0.1311674	0.44067526	0.30488434
a31	0.086471036	0.02277829	0.07583233	0.47898632	0.33593208
a11	0.42679158	0.10947877	0.12240244	0.18323755	0.15808965
a18	0.13388695	0.05178901	0.12047831	0.37783152	0.31601417
a24	0.096506745	0.033393085	0.09205472	0.43029976	0.34774566
a31	0.10077452	0.031041078	0.119631164	0.44333053	0.30522272
a18	0.45176756	0.069899864	0.09374389	0.21676871	0.16781992
a31	0.047823522	0.030693924	0.16180803	0.40211594	0.3575586
a18	0.5565585	0.0479699	0.072481796	0.16435246	0.15863732
a15	0.04977472	0.032283008	0.16149758	0.39765567	0.35878903
a8	0.036005516	0.03252467	0.17175633	0.39108244	0.36863104
a39	0.08521475	0.084803715	0.15268907	0.35119003	0.3261025
a31	0.16675515	0.16080363	0.17710951	0.24591097	0.24942073
</S>	0.22085513	0.18548979	0.1895719	0.20281424	0.20126893
