 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
a31	0.1393111	0.004507958	0.0032843323	0.006617826	0.0034102185	0.0046279775	0.006570811	0.0068021608	0.03713328	0.16305411	0.6246802
a10	0.017954832	0.000938237	0.001097088	0.02305578	0.012267104	0.008151423	0.011494638	0.023474544	0.8975486	0.0027831194	0.0012346567
a31	0.0012978172	0.0026113896	0.00043715845	0.69207186	0.19834906	0.0007578137	0.007342093	0.0021627906	0.09487042	2.5968959e-05	7.372731e-05
a10	0.0038577453	9.856867e-05	0.0005078061	0.01327102	0.0032258253	0.0092152525	0.013935492	0.04552859	0.88886815	0.011521296	0.009970171
a28	0.0022334899	0.0002330955	0.00028607788	0.013790296	0.006758167	0.00027481056	0.00077746046	0.003670156	0.9715505	0.00012439219	0.00030164712
a10	0.0033114573	0.00033205503	0.00045091897	0.00094374275	0.0009478083	0.00083123136	0.0009630431	0.0039472193	0.9852368	0.0008426409	0.0021930377
a21	0.011077535	0.00311519	0.0015062105	0.003287193	0.002762088	0.004691946	0.007761183	0.008627646	0.9320333	0.0054346407	0.019703107
a38	0.047408774	0.009190742	0.0016652364	0.01562824	0.008027982	0.02132147	0.054499127	0.03952845	0.7489785	0.014366973	0.039384544
a41	0.05408994	0.0027489671	0.00045149296	0.011046592	0.0033208574	0.036326688	0.11675512	0.09832135	0.6581616	0.009201768	0.009575573
a31	0.039183863	0.0017395865	0.0003999801	0.010802541	0.0024531703	0.053365894	0.17102115	0.12507197	0.5793752	0.010658927	0.0059276917
a18	0.08578538	0.0019299464	0.0012659939	0.012579421	0.003587419	0.08200301	0.2413577	0.18019162	0.37756118	0.01061783	0.0031204796
a31	0.08453333	0.006086823	0.0032842678	0.023288691	0.0066926577	0.01703998	0.29170075	0.1867109	0.3764958	0.0035795553	0.00058730855
a21	0.026863573	0.0052192714	0.008957664	0.63219416	0.06819823	0.0031528492	0.031178819	0.046178594	0.15012735	0.012920334	0.015009105
a31	0.034013797	0.022643775	0.06133944	0.18612845	0.09807064	0.0142204445	0.012181755	0.038790483	0.34294584	0.09017475	0.09949065
a18	0.118239865	0.05215015	0.061739713	0.29511055	0.10293844	0.045744393	0.026985204	0.025598835	0.17418449	0.03330633	0.06400206
a17	0.029730698	0.047831386	0.059392847	0.20195232	0.11193101	0.020763448	0.0074445144	0.01250613	0.39852592	0.05718218	0.05273952
a20	0.027723938	0.10157643	0.16053413	0.19937682	0.15904592	0.02612144	0.01961805	0.03307102	0.22668669	0.029022869	0.017222658
a3	0.04879156	0.08347033	0.12100144	0.3402228	0.15618661	0.026177382	0.020834753	0.032784984	0.1483044	0.012457858	0.009767828
a35	0.033006243	0.08120995	0.12318093	0.35648274	0.15617186	0.019926196	0.021045534	0.03412719	0.1511154	0.015312602	0.008421333
a37	0.02058595	0.08114383	0.16534501	0.2967348	0.19085114	0.018934233	0.013033043	0.026411112	0.1617374	0.013918661	0.011304789
a38	0.017836459	0.08674813	0.17641449	0.28544486	0.19959672	0.018158095	0.011258587	0.02151098	0.15934043	0.0122823985	0.011408847
a31	0.01855774	0.10243266	0.15647951	0.2517313	0.19713669	0.019444374	0.010722916	0.019302076	0.1819069	0.021471135	0.020814706
a37	0.014806482	0.12437983	0.20113352	0.2950396	0.20785649	0.019860633	0.011638556	0.01179418	0.09783618	0.00692106	0.008733484
a21	0.021310518	0.10273404	0.14603762	0.25312865	0.19291422	0.019105611	0.010639636	0.021345502	0.19938602	0.01963479	0.013763408
a31	0.02459145	0.182751	0.13410805	0.2721933	0.16381444	0.027130736	0.018118491	0.020472167	0.09286169	0.031892847	0.03206583
a29	0.026464295	0.20861648	0.14693438	0.29299802	0.16834417	0.032177128	0.019518945	0.019128824	0.041998997	0.021398028	0.022420663
a31	0.036783766	0.24988428	0.116664246	0.11878249	0.075440854	0.035563488	0.022950305	0.026599927	0.17286806	0.07802452	0.06643804
a33	0.05873279	0.34120628	0.11712893	0.07398481	0.07307685	0.06187749	0.05127956	0.051273007	0.055888966	0.057624042	0.05792731
a20	0.02441723	0.15310435	0.05209093	0.025856867	0.030720728	0.024090221	0.019015215	0.02179257	0.20814626	0.23341706	0.20734861
a31	0.057594568	0.116379514	0.07529851	0.1574807	0.09100039	0.061416775	0.05764765	0.058625314	0.108591706	0.11225696	0.1037079
</S>	0.070527375	0.27684805	0.10353682	0.07120632	0.0744419	0.06927112	0.062042963	0.064083636	0.06529512	0.070345335	0.07240136
