 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
a31	0.02061052	0.019032368	0.030196477	0.09294891	0.0103281	0.012829819	0.08069367	0.102374166	0.630986
a24	0.0053344658	0.0016247324	0.010348324	0.003264394	0.022297151	0.95167774	0.00022703155	0.0042707114	0.0009554753
a31	0.028129332	0.0009993191	5.9711892e-05	3.6676122e-06	0.027307354	0.94350046	4.7447987e-08	3.2208813e-08	3.2871903e-08
a20	0.052113384	0.021791164	0.12614055	0.38156268	0.25822705	0.15796366	1.07632895e-05	0.0003755797	0.0018152195
a0	0.0119359605	0.001171048	0.009029766	0.0013970317	0.043269485	0.9328635	1.0568277e-06	8.965268e-06	0.00032331466
a13	0.35453883	0.035142504	0.13904747	0.031729497	0.18199635	0.2556524	3.4630277e-05	3.014932e-05	0.0018281449
a31	0.4435551	0.10164497	0.15553601	0.027928604	0.13779615	0.12870234	0.00031271885	5.5664864e-06	0.0045186104
a24	0.31953493	0.020422861	0.08002907	0.071853034	0.22690725	0.26741055	0.00042511628	0.0009539336	0.012463236
a31	0.058345813	0.007377772	0.036276277	0.042009044	0.11699924	0.70230144	0.0022184942	0.000975961	0.033496015
a37	0.43063408	0.15744933	0.16761896	0.118095174	0.022971826	0.015960267	0.01675064	0.01724512	0.053274557
a31	0.09433706	0.13330302	0.13121234	0.084853694	0.09453754	0.09263549	0.21928628	0.025470119	0.12436447
a20	0.1349694	0.27114174	0.26930586	0.14816025	0.027382856	0.025048438	0.06500405	0.015688103	0.04329939
a31	0.05139259	0.08179418	0.054035023	0.037381805	0.077286534	0.14229979	0.36040443	0.040817503	0.15458816
a39	0.08247183	0.33710515	0.2656745	0.12848823	0.039999384	0.045081675	0.06731964	0.009911974	0.02394763
a31	0.050970633	0.09343338	0.06392174	0.043347083	0.08369437	0.18026318	0.29814854	0.040669046	0.14555202
a20	0.06552546	0.3289002	0.25199574	0.11389186	0.04321347	0.05698317	0.09228488	0.012711027	0.03449421
a31	0.039502665	0.049776863	0.04038772	0.036002588	0.04959528	0.12171112	0.24903484	0.09256469	0.3214242
a20	0.061302967	0.29774752	0.25953066	0.13821295	0.03848033	0.07578053	0.06234108	0.026094913	0.040508974
a39	0.06992561	0.07667094	0.07322441	0.069268	0.075383276	0.11197849	0.14450935	0.10140485	0.27763513
a31	0.07590791	0.17097077	0.19105536	0.11099676	0.07259573	0.11333547	0.09756626	0.06751428	0.100057505
a46	0.07487535	0.19096	0.21971901	0.12064503	0.067000285	0.097102374	0.08328371	0.0631556	0.08325861
a31	0.07685578	0.081084274	0.0796743	0.076937184	0.08042596	0.1029386	0.1316228	0.106406756	0.26405436
a18	0.06879236	0.23309338	0.27062005	0.1376063	0.052794147	0.07284279	0.060346078	0.04982078	0.054084074
a31	0.082605004	0.08677362	0.0859569	0.08302342	0.08519564	0.10275458	0.12686852	0.10801191	0.2388104
a8	0.06550325	0.24307439	0.27997762	0.14165564	0.047046326	0.06505625	0.05536311	0.046288498	0.05603495
</S>	0.07671273	0.0780359	0.07788155	0.076751955	0.07759864	0.08583146	0.12476643	0.11345173	0.2889696
