 	questa	canzone	ee	l'	ha	scritta	un	poeta	</S>
a8	0.033306014	0.038406707	0.0132493535	0.014624524	0.010795836	0.020738317	0.07368517	0.21473084	0.58046323
a23	0.010782845	0.018757341	0.00029773012	0.0017809612	0.0036734818	0.06627092	0.89814985	0.00022132114	6.566531e-05
a31	0.3483566	0.020836623	0.06826956	0.08074549	0.14980209	0.029858928	0.3020293	1.2501645e-05	8.8890156e-05
a28	0.26171714	0.018971784	0.014964305	0.14893134	0.3596885	0.11104397	0.07842039	4.043739e-05	0.0062221005
a20	0.79286355	0.09721999	0.0373394	0.010170986	0.026095744	0.02081033	0.014581496	3.7984617e-05	0.0008804781
a31	0.25404263	0.1121598	0.1169803	0.22110094	0.16383542	0.017474711	0.0033897534	0.0006704045	0.11034608
a8	0.051839437	0.05069995	0.20770837	0.5273851	0.14775938	0.006049182	0.0074352794	3.910278e-05	0.0010841495
a31	0.055337876	0.08160516	0.44232994	0.29231653	0.09571006	0.013523851	0.01133168	0.00017435824	0.007670538
a20	0.0061404747	0.0013535185	0.010179891	0.025834823	0.0039440324	0.0005062627	0.9517386	7.8184836e-05	0.00022424536
a31	0.06096594	0.009947753	0.1569305	0.058209177	0.016289927	0.00030623618	0.69561315	0.0002931633	0.0014441975
a36	0.034031004	0.024320306	0.010823062	0.033700064	0.0140067255	0.0984162	0.7708237	0.0035298418	0.010349011
a24	0.028026834	0.028317776	0.00905968	0.0106644295	0.0041203317	0.0077104005	0.9011416	0.0075383503	0.0034205953
a37	0.022579135	0.02402386	0.0167921	0.019781213	0.0057346113	0.029723221	0.86602193	0.005722243	0.009621726
a27	0.01317578	0.015142685	0.025587214	0.00808035	0.0022040072	0.0035095478	0.9269038	0.00280228	0.0025943264
a8	0.00523519	0.0020283372	0.009608899	0.00067568984	0.00019776488	0.00016722032	0.98204446	1.7870001e-05	2.4625655e-05
a23	0.0077461344	0.0034937982	0.017911691	0.0012069927	0.0003771582	0.00016242906	0.9690522	1.2660602e-05	3.69678e-05
a31	0.01980393	0.019269237	0.02031948	0.006299149	0.0026065395	0.0065837214	0.9123175	0.0064698174	0.0063306578
a37	0.022049379	0.013202686	0.060742438	0.0023853513	0.0010278934	0.0010959642	0.89917207	0.00017391019	0.00015025059
a29	0.02191864	0.009236593	0.06905908	0.0031129965	0.0009062049	0.00068520545	0.8947565	0.00014096443	0.00018382703
a31	0.075057894	0.10894791	0.115663186	0.020812951	0.011816212	0.016683819	0.6175593	0.020291692	0.013167085
a13	0.12886265	0.24735484	0.3063234	0.038045112	0.03052082	0.019858912	0.1730333	0.03725898	0.01874196
a31	0.10905293	0.18940847	0.2566918	0.036786783	0.024057264	0.017233826	0.3046791	0.038406827	0.023683025
a8	0.14219235	0.24628033	0.26552263	0.052229486	0.054883435	0.031029405	0.085273065	0.09098141	0.031607866
a31	0.075606786	0.18522277	0.22800484	0.03391725	0.030261306	0.02397307	0.109463036	0.13405937	0.17949155
a21	0.11150533	0.2520982	0.28220308	0.06508801	0.05962033	0.05216947	0.066617295	0.072206266	0.038492013
a31	0.0717096	0.17349267	0.22062978	0.050999116	0.04693861	0.042064104	0.07760908	0.107751794	0.20880522
a29	0.0834763	0.19759488	0.23800014	0.10349021	0.081615075	0.10226326	0.069015	0.0670765	0.057468634
a31	0.07408502	0.12835705	0.14149337	0.062902614	0.06077028	0.059603747	0.08805638	0.12367309	0.26105848
a46	0.060264673	0.107358634	0.14633434	0.16797872	0.11715291	0.18270819	0.0753759	0.06406472	0.078761876
a31	0.08377159	0.109564684	0.114442796	0.07842117	0.07711897	0.07731663	0.09642933	0.12416158	0.23877326
a49	0.04714128	0.06450113	0.09850887	0.20158729	0.13751176	0.22321555	0.07763734	0.060281504	0.0896152
a3	0.0954997	0.115112916	0.11933581	0.093392126	0.09127222	0.091985084	0.101435766	0.1158318	0.17613459
a18	0.08754469	0.110627174	0.12281568	0.124771394	0.105658084	0.13028629	0.09533622	0.09662408	0.12633635
a31	0.09234106	0.1251731	0.13751484	0.08951198	0.08424107	0.082209304	0.09608235	0.11140286	0.18152341
a8	0.08149354	0.15104413	0.17671685	0.12174923	0.097203866	0.12837446	0.080750234	0.077947296	0.08472048
</S>	0.071816355	0.08605364	0.087161735	0.06888804	0.06637963	0.067481056	0.09427523	0.13771334	0.320231
