 	sul	muro	vuole	uno	specchio	</S>
a31	0.07951753	0.15004537	0.035818327	0.03069155	0.093936644	0.6099906
a39	0.87444824	0.004588873	0.115399696	0.0038417827	0.0013214103	0.0004000424
a35	0.96931905	7.341924e-05	0.002173011	0.017453708	0.004851362	0.006129437
a31	0.55478925	0.0012569262	0.062081147	0.07589144	0.165737	0.1402442
a2	0.94971216	0.0013874918	0.0025021043	0.0325477	0.0021532844	0.011697243
a0	0.4547854	0.10481099	0.060016535	0.30381662	0.026157819	0.05041258
a20	0.34680796	0.00812876	0.0060542678	0.1628347	0.038613368	0.437561
a18	0.9153461	0.0029192867	0.0073334817	0.034360245	0.017932275	0.022108523
a31	0.32120562	0.0022404315	0.008466685	0.1324808	0.08901199	0.44659442
a0	0.67411387	0.054468647	0.062049914	0.10935287	0.04198499	0.0580297
a31	0.32763895	0.05956583	0.09223766	0.2742381	0.0487796	0.19753985
a46	0.094663166	0.07728069	0.07320558	0.21764545	0.14173485	0.3954702
a33	0.1720717	0.10063191	0.09624184	0.1722477	0.14903441	0.30977246
a8	0.15190504	0.16372305	0.1266641	0.16904522	0.15937528	0.22928733
a31	0.1255586	0.2520636	0.13399516	0.1656258	0.15280181	0.16995499
</S>	0.14960355	0.15222897	0.14840563	0.17448643	0.1663612	0.20891418
