 	il	lupo	non	cammina	mai	nemmeno	con	la	volpe	</S>
a39	0.03266155	0.0014091855	0.0012632267	0.017944735	0.004601115	0.0048991223	0.003802675	0.012695171	0.100067936	0.8206552
a3	0.008942376	3.5476365e-05	0.00016176543	0.9766639	0.000639669	0.0016980453	0.0014712955	0.0018189538	0.008148325	0.00042027244
a39	0.017840851	1.1557734e-05	0.0013679347	0.92122006	0.005966626	0.0009839742	0.010882362	0.0013198102	0.034516823	0.005890045
a3	0.037913546	6.6851944e-06	0.001948822	0.8978725	0.010455724	0.0012510665	0.010780096	0.002293971	0.028660407	0.008817151
a10	0.037930567	1.2408655e-06	0.0005909282	0.92126286	0.0036488916	0.00043229872	0.008921198	0.0020729194	0.013693291	0.011445801
a38	0.071715854	1.1733977e-06	0.0012461027	0.8712205	0.0029956491	0.00064569997	0.0075893565	0.0037900796	0.01690469	0.023890834
a37	0.14992887	9.623539e-07	0.0008785746	0.782878	0.0010678638	0.0008664144	0.008936059	0.0061217807	0.0223092	0.027012393
a24	0.26134792	1.5077838e-06	0.0009065082	0.65327257	0.002345825	0.0020849828	0.010309786	0.010160397	0.013808868	0.04576166
a31	0.3066444	7.540337e-06	0.00059013977	0.41394097	0.0022989933	0.04748865	0.05058404	0.04499087	0.017023223	0.11643115
a3	0.27572444	1.5889037e-06	0.00033426663	0.39026582	0.0015798546	0.023137087	0.07199242	0.07710509	0.024502264	0.13535719
a20	0.18883759	9.30987e-06	0.00027061594	0.44071037	0.0016628649	0.063662305	0.09761182	0.0729298	0.016156467	0.11814881
a31	0.055068675	2.7775382e-05	8.875349e-05	0.68105894	0.0012301016	0.047015667	0.10278969	0.0327505	0.027477715	0.052492227
a11	0.04362652	1.3962089e-05	1.9577508e-05	0.573187	0.000577063	0.015171684	0.16825522	0.056639433	0.062696524	0.07981307
a7	0.013746441	0.00010495038	1.5240386e-05	0.7898888	0.00058190856	0.002969074	0.11069446	0.011165912	0.04934428	0.02148898
a31	0.021725861	0.00023613287	6.715976e-05	0.44483003	0.0023498035	0.01725935	0.3104699	0.05232965	0.11547826	0.035253897
a24	0.0030025002	0.00034626242	4.852284e-05	0.8247106	0.0003844197	0.0010961003	0.030733902	0.008253872	0.09105286	0.040371027
a46	0.0064222375	0.0020563973	0.0007645074	0.3547011	0.0058611254	0.006675205	0.01233763	0.0142112	0.44274303	0.15422751
a39	0.0091954125	0.0033601802	0.0007423595	0.34332478	0.0110648	0.009751587	0.016023248	0.02007356	0.430788	0.1556761
a31	0.011513588	0.0036211011	0.00020606602	0.6695321	0.005517751	0.0065814	0.050454054	0.01490883	0.2116503	0.026014803
a14	0.010578674	0.007903485	0.00263621	0.590645	0.009986844	0.010935606	0.015456425	0.010386458	0.27593857	0.06553272
a38	0.019092966	0.016431093	0.005197384	0.20620267	0.027943088	0.021228686	0.009717847	0.012653688	0.51149964	0.17003295
a31	0.013155667	0.014421939	0.0026297334	0.19502586	0.028380897	0.016914167	0.00879736	0.013259279	0.5531081	0.15430698
a37	0.10375582	0.11941948	0.049790464	0.24145493	0.13395767	0.09521695	0.025167404	0.020991046	0.11660308	0.09364318
a20	0.058738492	0.08599428	0.020937143	0.13461438	0.09701072	0.045552727	0.019516047	0.024708316	0.2781542	0.23477367
a39	0.03469413	0.0803003	0.012569074	0.14622274	0.094326414	0.036052182	0.015006528	0.019161306	0.381085	0.18058233
a20	0.028786121	0.06480869	0.008901448	0.22486757	0.0813744	0.03399515	0.013783098	0.016379578	0.4225912	0.10451271
a35	0.039614845	0.088103876	0.013513022	0.09192721	0.08420491	0.032376636	0.013880362	0.019170452	0.37224662	0.24496205
a20	0.027389422	0.086714976	0.010657821	0.11244591	0.08138275	0.028369296	0.014288533	0.01983721	0.433474	0.18544006
a31	0.036182996	0.10311233	0.013703712	0.08509287	0.088633254	0.030591307	0.015033455	0.020547984	0.36656272	0.2405394
a24	0.023822675	0.0835802	0.009762755	0.27289256	0.11007784	0.040340807	0.017703373	0.016796485	0.371652	0.053371377
a31	0.0651104	0.18095797	0.025985125	0.17810015	0.1610785	0.056493737	0.028707063	0.03067267	0.14628117	0.12661318
a8	0.08021183	0.35669038	0.044448424	0.06765461	0.20163983	0.06720831	0.035099015	0.03601109	0.04998214	0.06105443
a31	0.045658965	0.20644122	0.029583229	0.04673371	0.116836004	0.03753333	0.029006	0.036911916	0.10854852	0.3427471
a41	0.073401436	0.3350861	0.04404235	0.053877078	0.17438734	0.08691551	0.037597053	0.048643813	0.052140627	0.09390873
a8	0.04794204	0.20886968	0.039360896	0.04421027	0.09530521	0.043319125	0.03863841	0.044768363	0.08183105	0.355755
a31	0.06542439	0.16273068	0.07379484	0.101952426	0.12317388	0.077235356	0.078286916	0.08303073	0.09111925	0.1432515
</S>	0.071924314	0.32148832	0.055047084	0.06088835	0.13951312	0.08030167	0.051692717	0.060629223	0.063600235	0.09491493
