 	la	pasta	vuole	sale	</S>
a20	0.13197418	0.030919075	0.03847002	0.1383819	0.66025484
a31	0.2054592	0.6078743	0.034034993	0.15123095	0.0014005101
a37	0.17854564	0.2230743	0.20156878	0.37686786	0.01994343
a46	0.025332943	0.055597927	0.019230243	0.79155487	0.10828403
a3	0.005746294	0.087964	0.0074617458	0.77924246	0.119585514
a27	0.012503277	0.08219302	0.009493907	0.8137031	0.08210668
a8	0.07224781	0.34887218	0.043621138	0.40067503	0.13458383
a31	0.372464	0.32672814	0.032741293	0.17002961	0.098036945
a18	0.2427733	0.163546	0.029579028	0.43756533	0.12653628
a31	0.24893491	0.22504327	0.020316323	0.413592	0.09211348
a23	0.10429728	0.18857363	0.043354608	0.24950613	0.41426837
</S>	0.046044435	0.07019157	0.033489894	0.26182702	0.58844715
