 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
a46	0.015336874	0.017237332	0.006861024	0.008129893	0.0062382463	0.0028623815	0.04211361	0.009644457	0.14066185	0.29669207	0.4542223
a31	0.01838867	0.16666615	0.023977548	0.02598631	0.10385124	0.655506	0.0006729096	0.0043875054	0.00044182493	7.4780495e-05	4.700971e-05
a17	0.011164742	0.010501445	0.01233546	0.02228305	0.45919672	0.47992462	0.0011333833	0.0016572422	0.00056598976	3.3815537e-05	0.0012034642
a41	0.20596156	0.06685834	0.12164255	0.28591824	0.27749488	0.040001485	0.0010718334	0.0002966365	9.6764554e-05	2.0090323e-05	0.0006376784
a31	0.058758583	0.22383052	0.24481554	0.265743	0.0937492	0.028747741	0.007379532	0.009730788	0.0023343223	0.00017415504	0.064736664
a38	0.019300386	0.03798017	0.07844864	0.20746318	0.60920876	0.047437828	8.4882384e-05	5.2827377e-06	7.718114e-06	4.010579e-06	5.916541e-05
a31	0.035954013	0.1382453	0.16016315	0.18048684	0.37744868	0.09551838	0.0051547787	0.0010949549	4.7863647e-05	3.7492046e-05	0.005848565
a17	0.001754326	0.012655419	0.0050955713	0.009570242	0.96221733	0.007911901	2.0697544e-05	5.9639027e-05	0.00050262903	4.0066643e-05	0.00017215291
a31	0.0013361846	0.03372167	0.03229827	0.10254746	0.77347296	0.05619169	1.7933267e-05	4.138552e-06	3.6909914e-05	8.151659e-06	0.00036472754
a39	0.06568672	0.2106703	0.04700264	0.115603164	0.46050492	0.07274519	0.00412295	0.0036105823	0.009364727	0.0041790525	0.006509798
a35	0.026633317	0.1750642	0.10083318	0.23540284	0.31349665	0.13574463	0.0008307586	0.0031905207	0.0048959707	0.0009887789	0.0029192106
a31	0.035753194	0.14836383	0.13011432	0.3262229	0.29783234	0.054847684	0.00040016632	0.00088975386	0.001386779	0.00096197624	0.0032271452
a46	0.09622643	0.1891699	0.08968554	0.13077897	0.17438386	0.047667895	0.1069286	0.026723458	0.08409106	0.028206332	0.02613794
a38	0.06405295	0.24847087	0.15697725	0.29519367	0.18574147	0.022799913	0.0037906256	0.0048063993	0.0033390766	0.0054574804	0.009370281
a13	0.038256697	0.33179802	0.20881225	0.32150105	0.081728235	0.012386892	0.0004731299	0.00043185832	0.0006039282	0.0013312553	0.0026766418
a11	0.047362395	0.16309941	0.13126945	0.26734006	0.37657368	0.012252736	0.00034403976	0.00015459335	0.0003654121	0.00049960584	0.000738671
a13	0.025874164	0.08751047	0.094979756	0.2733692	0.49730062	0.020345347	8.973967e-05	4.525892e-05	8.387135e-05	0.00014350482	0.0002580509
a31	0.03141897	0.20302288	0.13968217	0.2927709	0.30635607	0.022219362	0.0005608339	0.00023788317	0.0004663224	0.0014128112	0.0018517644
a49	0.025034986	0.19974875	0.14134002	0.26634425	0.30290735	0.04036219	0.003276718	0.00137733	0.0027188014	0.008279948	0.008609685
a13	0.031290907	0.29661497	0.18387371	0.3051155	0.15410535	0.020770142	0.0013182346	0.00074901304	0.0007267899	0.0024020313	0.0030333726
a20	0.02690296	0.21709703	0.16709058	0.26281473	0.20505348	0.036142074	0.006507872	0.0027356646	0.008067387	0.032709673	0.03487856
a31	0.037626248	0.2519434	0.1578436	0.26987907	0.19319935	0.026460752	0.006178235	0.0034869665	0.005212111	0.0217238	0.026446473
a8	0.06836255	0.18823303	0.16518806	0.20811865	0.2279406	0.039510537	0.022303855	0.014750751	0.014597458	0.025897807	0.025096707
a31	0.06842928	0.31886563	0.17700589	0.18160966	0.111107916	0.022019822	0.014691323	0.011565273	0.011630131	0.031550422	0.05152462
a45	0.11807617	0.21240924	0.19244924	0.16654617	0.10609585	0.0389002	0.06025647	0.028576832	0.033170134	0.022004472	0.021515207
a31	0.10193138	0.39357176	0.17511205	0.1542543	0.04116138	0.009300978	0.010113134	0.008539779	0.008469929	0.03941801	0.058127284
</S>	0.05940126	0.13969478	0.11776276	0.08972891	0.06865452	0.030755019	0.16025864	0.031660013	0.16571963	0.0730634	0.063301094
