 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a20	0.012374666	0.0052324724	0.0031186293	0.0037686434	0.002787843	0.0032498275	0.011189563	0.0038769057	0.00339989	0.0043366314	0.055009454	0.22221029	0.12600234	0.5434429
a31	0.0053098085	0.00014654532	0.0026230668	0.023073057	0.044979103	0.27065235	0.024813907	0.09818247	0.007753947	0.16031586	0.0117966235	0.056937948	0.29314154	0.00027372057
a10	0.00022999024	3.7405187e-06	0.00020223936	0.0018598625	0.012716429	0.006284814	0.0001198312	0.002919339	0.06582359	0.51581347	0.2493576	0.072074026	0.049919985	0.022675022
a17	0.005194289	4.3787082e-07	9.633798e-05	0.0023774342	0.023022026	0.12784521	0.0009418061	0.006492168	0.048568968	0.46983817	0.23297681	0.05529796	0.02706043	0.00028798645
a20	0.0062977956	2.1326867e-05	0.14532349	0.30256775	0.3448098	0.15222552	0.01229833	0.003404827	0.007856607	0.005314997	0.005658195	0.0036127518	0.007446897	0.0031617393
a31	0.0122559015	3.7574991e-06	0.030673726	0.53169674	0.24266918	0.10036007	0.010949818	0.013807567	0.0063540195	0.00199121	0.003700672	0.013618136	0.025311533	0.006607645
a0	0.0027857847	7.328244e-07	0.00015137802	0.010392566	0.010606672	0.015151065	0.0018000533	0.013381784	0.014546753	0.027153756	0.050094176	0.72997653	0.11819915	0.0057596182
a7	0.001925747	4.700556e-06	0.00055633043	0.015916357	0.0063823247	0.021280423	0.008235777	0.02224708	0.009793537	0.010350613	0.024920749	0.78662664	0.0841903	0.007569374
a20	0.008923394	1.4540234e-05	0.0018048504	0.056574453	0.027935488	0.039990142	0.009737731	0.07314278	0.026100973	0.01641029	0.011340698	0.38460848	0.26253057	0.08088558
a23	0.003088291	1.4396806e-05	0.00047102312	0.005304598	0.0017660732	0.0072197514	0.0031610741	0.047888987	0.01421407	0.012429118	0.008478991	0.53861296	0.33288053	0.024470098
a31	0.0029646212	2.2361686e-05	9.625143e-05	0.0003938796	0.00015138143	0.0008976477	0.0019112834	0.009356176	0.013392469	0.018947285	0.038591444	0.5388085	0.37329778	0.0011688501
a8	0.0011777738	1.321769e-05	0.00015216829	0.0019414948	0.0002319716	0.0011159257	0.0036613639	0.006934841	0.024265163	0.036470402	0.07622358	0.64403546	0.1994887	0.004287865
a31	0.0013365044	2.9352259e-05	4.2267897e-05	0.00044498954	0.00012517176	0.0006167713	0.001637827	0.0017203562	0.01457223	0.07117204	0.21715647	0.43552604	0.2553318	0.00028810283
a8	0.00034269164	4.943716e-05	9.9216115e-05	0.0014291434	0.0012405285	0.0032153581	0.00021548872	0.0005304767	0.009788354	0.14722542	0.23956142	0.06663111	0.5252266	0.0044448264
a31	0.0012116075	0.00019979334	0.0009993517	0.008570612	0.0038933803	0.00553883	0.0012069022	0.001818023	0.0025361783	0.056703072	0.15655445	0.09371948	0.6616102	0.005438096
a10	0.017176101	0.006647666	0.009942357	0.027828349	0.039698757	0.016062832	0.007922234	0.0067859204	0.027164528	0.055834606	0.04689386	0.08433565	0.5345194	0.1191878
a31	0.007705323	0.0029584642	0.008074678	0.03507333	0.050503377	0.045266274	0.0061276546	0.009795495	0.0046344306	0.036502223	0.029630456	0.03178223	0.71778166	0.014164421
a8	0.038738605	0.01904105	0.02400623	0.056324575	0.0547157	0.02252533	0.021308986	0.016245287	0.046491027	0.034241516	0.041088253	0.086980015	0.2934	0.24489345
a10	0.024270685	0.01349775	0.023335993	0.047360443	0.11695359	0.09217707	0.016950458	0.019592045	0.0042662546	0.015276937	0.016441299	0.03206408	0.54091585	0.03689758
a29	0.0041501233	0.00085353665	0.008462796	0.10459177	0.034655396	0.026052285	0.002508971	0.0037648382	0.005271977	0.04275719	0.02604384	0.02217685	0.7142058	0.004504598
a31	0.008283224	0.00034265622	0.017128443	0.12146863	0.010271162	0.014944694	0.005001699	0.00695384	0.007296721	0.10590541	0.16311102	0.08468547	0.45275575	0.0018511848
a18	0.054761183	0.027917577	0.04105712	0.08010019	0.13335787	0.07604157	0.030961586	0.029936224	0.024560181	0.034017168	0.02878115	0.044938993	0.27941883	0.11415039
a24	0.01868873	0.0080823675	0.024821907	0.11549233	0.15134142	0.12565947	0.015377799	0.021290913	0.0054921033	0.03148196	0.019204456	0.017611105	0.4317537	0.01370179
a31	0.01689707	0.003728326	0.019915462	0.14661995	0.09165552	0.068682306	0.008875	0.014932816	0.00731324	0.047311336	0.024678584	0.017484888	0.52231884	0.009586615
a13	0.07860133	0.0607157	0.07477152	0.09897818	0.15450805	0.1173858	0.062415108	0.056852695	0.013200475	0.013909836	0.015470142	0.026238116	0.11182801	0.115125015
a20	0.045808345	0.02856532	0.049314756	0.09314738	0.18735854	0.13970602	0.03206978	0.031083154	0.005590266	0.0116524035	0.013130819	0.026997425	0.27615377	0.059422016
a31	0.03297566	0.009811641	0.041919466	0.21625769	0.20125932	0.14229944	0.017145144	0.021414453	0.004410971	0.019770937	0.013409721	0.015308278	0.2468111	0.017206144
a7	0.08955811	0.08617896	0.09525723	0.11776302	0.13143905	0.10630158	0.08590883	0.06645234	0.020073345	0.01708096	0.01991045	0.022784509	0.035772394	0.105519205
a39	0.04073684	0.039213467	0.061679907	0.09479552	0.24261981	0.21540152	0.0408693	0.028688747	0.0057351016	0.010796041	0.010228079	0.018760072	0.14129071	0.049184892
a31	0.026776379	0.017694866	0.046990603	0.17732106	0.29187664	0.23443061	0.026289346	0.023194868	0.004670179	0.012109458	0.0075996458	0.009525258	0.09947456	0.022046579
a20	0.0843061	0.097970225	0.10839125	0.116515964	0.14427483	0.13603558	0.093766525	0.06384085	0.014748838	0.013748949	0.015256016	0.017329158	0.028684909	0.0651308
a37	0.044405628	0.045728605	0.072900094	0.08975608	0.196571	0.19426866	0.04240683	0.024923556	0.0061321063	0.0100011565	0.01257737	0.028677812	0.15943144	0.07221974
a10	0.021015313	0.02724547	0.047579836	0.09511454	0.3126959	0.331571	0.03185646	0.020205295	0.0062510045	0.010914709	0.0075840265	0.009626192	0.04884417	0.029496146
a35	0.0212499	0.006056648	0.050948452	0.39158142	0.1698808	0.15264454	0.026939046	0.025744868	0.0066428487	0.030225249	0.015980627	0.0070314123	0.08843071	0.006643482
a37	0.031963415	0.0031904439	0.073702835	0.45513195	0.08951445	0.08579654	0.025123904	0.0196173	0.005715573	0.04960591	0.035701323	0.011222355	0.110539384	0.0031745343
