 	mi	si	gonfiò	il	dito	</S>
a41	0.51486903	0.31393725	0.019353058	0.099252924	0.012589937	0.039997768
a20	0.6399688	0.08667721	0.0032310958	0.10379623	0.09689776	0.06942891
a39	0.94134575	0.00033242698	1.0759443e-05	0.00034170278	0.057015926	0.0009533512
a31	0.41312048	0.0021092836	0.00019056769	0.012669064	0.558693	0.013217629
a37	0.25428322	0.0009357813	0.00014354064	0.14124124	0.561472	0.04192425
a21	0.045781646	0.0003029633	0.00016231985	0.017465007	0.84227943	0.09400864
a38	0.09987154	0.0017988322	0.00031103793	0.016088903	0.7855801	0.09634969
a18	0.92049056	0.002729915	0.00015768902	0.0067349663	0.0636576	0.0062293066
a46	0.981857	0.0028275684	8.023455e-05	0.0050458126	0.0070560197	0.0031334227
a31	0.60298413	0.3620568	0.003040377	0.005032056	0.011473935	0.015412739
a20	0.21291468	0.17206217	0.008569396	0.13339421	0.26965293	0.20340654
a46	0.67594737	0.1229661	0.016780013	0.018180968	0.06698877	0.09913676
a31	0.21723737	0.17227784	0.08771209	0.10124679	0.20029187	0.22123401
a8	0.020601982	0.020300692	0.020582661	0.19294809	0.48258626	0.26298034
a31	0.53562254	0.08744948	0.061973017	0.0562414	0.096166	0.16254756
</S>	0.067518994	0.061686054	0.05941983	0.2048707	0.38280144	0.223703
