 	Valeria	legge	il	giornale	</S>
a31	0.055545207	0.0161746	0.028562132	0.3681659	0.53155214
a39	0.5576741	0.0032292788	0.39660814	0.016411161	0.026077319
a8	0.9489179	0.0019569015	0.04912184	1.14278365e-07	3.3089038e-06
a31	0.6214782	0.0074249445	0.36994436	5.5070224e-08	0.0011523269
a11	0.95233816	0.00012436001	0.047348425	2.4192802e-06	0.00018673314
a13	0.8918881	0.011082051	0.08591494	2.8577986e-05	0.011086248
a31	0.325392	0.00807581	0.65237635	3.134295e-06	0.014152728
a18	0.9993955	8.968348e-06	0.00041219615	3.228082e-06	0.00018007637
a37	0.98990434	0.0002773196	0.007461387	6.383535e-05	0.0022931034
a11	0.9838014	5.272693e-05	0.0128861815	1.8856928e-05	0.0032407043
a41	0.9984895	3.480744e-05	0.0010008456	9.267845e-06	0.0004656309
a14	0.99885225	7.456789e-05	0.0005152093	2.1744412e-05	0.00053623074
a31	0.99889624	0.00013612675	0.0003450816	2.920692e-05	0.0005934196
a35	0.99764615	0.00066554756	0.00018160975	0.00011530043	0.0013915243
a31	0.9846357	0.002561809	0.003813133	0.0020356267	0.006953658
a41	0.8414856	0.062818505	0.014421426	0.028514178	0.052760236
a31	0.8161783	0.038870346	0.032026242	0.039135776	0.07378927
a35	0.4365987	0.33959046	0.073285006	0.09430572	0.056220114
a31	0.29291508	0.08882587	0.15368004	0.20133467	0.26324433
a8	0.30371726	0.37570155	0.10800039	0.10568869	0.1068921
a20	0.098476514	0.07812602	0.1873088	0.2682041	0.36788458
a31	0.15442684	0.14945254	0.16401851	0.21778506	0.3143171
a37	0.20826639	0.21888833	0.19062597	0.18498176	0.19723758
</S>	0.16403024	0.15812136	0.18782893	0.22101621	0.26900327
