 	le	buone	canzoni	si	scrivono	alla	notte	</S>
a46	0.024568068	0.07645275	0.04638385	0.0741373	0.0703435	0.05101387	0.040323284	0.6167774
a8	0.0031840561	0.011688264	0.0014543956	0.0013546144	0.0014042667	0.857648	0.12293145	0.0003349975
a31	0.707319	0.24852781	7.986236e-06	5.442461e-05	2.2403461e-05	0.0047706985	0.037736777	0.0015608824
a41	0.9187155	0.06024046	2.4446852e-05	6.501447e-05	8.902859e-06	0.002884392	0.015825218	0.0022361479
a31	0.41291067	0.15042181	0.0005991476	0.00035517453	0.00013904145	0.12122597	0.2896591	0.024689056
a0	0.6701789	0.07173072	0.0011081197	0.0013369874	0.00023537574	0.09886886	0.14540564	0.011135389
a31	0.017412957	0.2837076	0.009782994	0.0009556507	0.0025229924	0.34287363	0.22158116	0.12116302
a39	0.6511542	0.11926084	0.00080306147	0.01109087	0.055483766	0.08446052	0.063748	0.01399877
a31	0.27090228	0.06968684	0.0037035213	0.0059576402	0.00651738	0.13908455	0.4646342	0.0395136
a10	0.12244244	0.08696358	0.0049271835	0.0050707003	0.032091178	0.6934112	0.014696589	0.040397182
a20	0.084561795	0.09262061	0.0026838132	0.0023807173	0.029947083	0.6805662	0.088070676	0.019169075
a31	0.13720219	0.38741326	0.021370959	0.014885765	0.028598102	0.24585311	0.07491291	0.089763746
a10	0.2917361	0.100612484	0.34148934	0.06637952	0.012966313	0.029177714	0.044988617	0.1126499
a20	0.12582444	0.3096174	0.08373614	0.037011407	0.020424599	0.09476971	0.15390332	0.17471293
a31	0.11156771	0.24601716	0.07689371	0.0507266	0.05225534	0.0712738	0.13037592	0.2608898
a13	0.21427295	0.11351812	0.35852563	0.068638355	0.031541128	0.041189674	0.07766642	0.094647706
a20	0.10332377	0.15503636	0.09891395	0.07565501	0.06864519	0.089409545	0.13657351	0.27244264
a31	0.11784726	0.12113997	0.11725869	0.104177326	0.10580335	0.109931655	0.12014774	0.20369405
a28	0.22054033	0.09123023	0.29773727	0.08720805	0.057825778	0.06745049	0.07079289	0.10721496
a24	0.10281033	0.11468141	0.09975616	0.09273554	0.09128335	0.105769224	0.121702954	0.27126104
a46	0.107849814	0.13417442	0.11776749	0.09497964	0.09258586	0.10055335	0.13525204	0.21683739
a39	0.09562853	0.11311766	0.077205785	0.07523169	0.07971963	0.096973404	0.10951053	0.35261276
a46	0.12319304	0.1290503	0.12034158	0.12064816	0.12729163	0.12162945	0.122916095	0.13492973
a8	0.12634967	0.14386879	0.11712791	0.113965325	0.11518848	0.13466665	0.1256695	0.123163626
</S>	0.12738341	0.16796371	0.109942764	0.10193248	0.100811444	0.14170372	0.13243455	0.11782792
