 	tutto	il	cibo	vuole	girato	</S>
a31	0.24534748	0.029942706	0.031639557	0.073463224	0.0628899	0.5567171
a8	0.028511392	0.041900836	0.84880584	0.07019151	0.009244294	0.0013462077
a31	0.8451901	0.056843497	0.0939578	0.0036885517	0.00018730626	0.00013276658
a29	0.10572226	0.5657481	0.16946177	0.08102221	0.0069878646	0.07105785
a20	0.3711973	0.2918247	0.32785004	0.0074051456	0.000581215	0.0011415649
a39	0.008556943	0.59332556	0.37502065	0.020396609	0.00058603653	0.0021141213
a31	0.10418287	0.67017496	0.21741113	0.005745124	0.0007007827	0.0017851732
a0	0.9676203	0.023252338	0.007367152	0.00050192437	0.00079697033	0.00046142042
a31	0.31194574	0.41903672	0.24739422	0.008956106	0.007499471	0.005167851
a24	0.75136197	0.1439851	0.042510025	0.023091128	0.025417082	0.013634593
a36	0.9677032	0.022461835	0.0019642662	0.0015738936	0.002826486	0.0034703268
a11	0.9274899	0.014399094	0.012158648	0.016931817	0.022523401	0.00649724
a17	0.97501844	0.010390079	0.00557647	0.0032685352	0.0053640255	0.00038256784
a31	0.96523964	0.007010517	0.017037693	0.002067232	0.008594661	5.030764e-05
a6	0.9297239	0.0110678375	0.018928455	0.016449906	0.022745838	0.001083932
a31	0.36295956	0.021512795	0.084461436	0.19419564	0.26060203	0.076268606
a24	0.45828944	0.063480966	0.11231252	0.11721344	0.1657448	0.08295887
a6	0.3755748	0.03787976	0.11231722	0.1628431	0.21882613	0.09255895
a31	0.29102042	0.058207188	0.11602341	0.16702528	0.19975595	0.16796772
a46	0.32555702	0.09686723	0.11911442	0.1249061	0.18940632	0.1441488
a39	0.15553007	0.053722486	0.096754625	0.18225735	0.21677476	0.2949607
a31	0.2129416	0.1441448	0.16249381	0.16415605	0.18005645	0.13620725
a41	0.23108418	0.13732396	0.14334393	0.14651054	0.17008945	0.17164794
a8	0.16553442	0.10836132	0.13568398	0.16581535	0.17652836	0.24807654
</S>	0.20077112	0.15547746	0.15895881	0.16119741	0.17108198	0.1525133
