 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a31	0.040369593	0.022270234	0.018401712	0.014874728	0.0064362413	0.05682415	0.060810585	0.16150394	0.6185089
a29	0.09337793	0.11422588	0.0119822305	0.091372944	0.635945	0.019220473	0.015577407	0.014978359	0.0033198015
a31	0.096569404	0.023136076	0.00020115344	0.00038673336	0.87595046	0.0034120167	0.0002151463	0.00011975038	9.289016e-06
a20	0.16938846	0.07090127	0.15724307	0.56139654	0.026336033	0.0017387588	0.008645212	0.0033139174	0.0010366971
a31	0.08559142	0.029468562	0.0009613833	0.013930495	0.85652727	0.008841189	0.0035535228	0.00040920146	0.0007170134
a28	0.24435954	0.4486058	0.048704684	0.21365087	0.010464002	0.00020936178	0.00844502	0.007325157	0.018235574
a3	0.3119292	0.29022577	0.01262138	0.27004892	0.046255272	0.0012618322	0.044218004	0.006215459	0.017224083
a35	0.31103498	0.26222354	0.031969704	0.048125394	0.07266475	0.03864516	0.19058692	0.026496535	0.018253054
a31	0.12962155	0.08790173	0.010693391	0.024091702	0.12415658	0.17061993	0.23949775	0.16451086	0.04890644
a20	0.26318687	0.33149996	0.14793578	0.08828596	0.030293994	0.009084966	0.010193365	0.026486972	0.093032174
a31	0.1745354	0.21970955	0.058365885	0.03457794	0.083765045	0.03247479	0.04080786	0.13221143	0.22355205
a28	0.13152345	0.44062164	0.236667	0.048213787	0.025231289	0.014859271	0.0074702427	0.016938744	0.07847454
a13	0.15774536	0.20346247	0.08931068	0.03917541	0.076104105	0.048407573	0.030108929	0.079069205	0.27661633
a41	0.08518032	0.12353826	0.073201254	0.0491375	0.09030566	0.060531296	0.0443878	0.10867791	0.36503997
a28	0.053144906	0.08072668	0.0675537	0.068860985	0.086820945	0.06094721	0.056679487	0.123610154	0.40165588
a31	0.05601417	0.08450074	0.10004497	0.14572708	0.12603259	0.07252173	0.06006154	0.09276467	0.26233253
a20	0.14297594	0.20401095	0.118395865	0.07213194	0.13904937	0.09501588	0.051096164	0.06552573	0.11179815
a31	0.040411573	0.04004955	0.02520628	0.024146413	0.028203918	0.025185905	0.087141536	0.2747193	0.45493558
a24	0.40245736	0.23125382	0.1309347	0.045081917	0.037960973	0.0349893	0.033906195	0.03626741	0.047148313
a46	0.039371002	0.065390095	0.04747763	0.039518762	0.063892886	0.048232652	0.05444251	0.15922812	0.4824464
</S>	0.049832128	0.052645266	0.04893432	0.04781298	0.051731203	0.04921795	0.06669942	0.15745899	0.47566774
