 	il	lenzuolo	vuole	lavato	</S>
a31	0.44799855	0.044419244	0.08238976	0.05539601	0.36979643
a7	0.0549385	0.82418716	0.01780509	0.10273494	0.00033438363
a31	0.0144970305	0.90402794	0.012608993	0.06850933	0.0003566927
a0	0.67513984	0.22983904	0.01809485	0.0765042	0.00042212097
a17	0.03488183	0.2470105	0.022240432	0.6932838	0.002583423
a13	0.0034146607	0.882352	0.023484481	0.08522831	0.0055205277
a31	0.010037787	0.90641147	0.03331512	0.035452027	0.014783579
a17	0.13890477	0.23457097	0.02033347	0.60439646	0.0017943052
a8	0.0046509462	0.017850352	0.01227196	0.9614293	0.0037974508
a31	0.008968862	0.012222395	0.006663243	0.96811855	0.0040269797
a24	0.16147286	0.19882612	0.097354546	0.44855753	0.09378885
a46	0.21791993	0.11586716	0.10985368	0.3720089	0.18435034
a24	0.394399	0.12616983	0.089788504	0.24816146	0.14148122
a37	0.46405914	0.2053637	0.07179128	0.17988217	0.078903705
a31	0.37438115	0.14961806	0.07389458	0.29397118	0.10813502
</S>	0.2029911	0.1761711	0.1753976	0.24589862	0.19954158
