 	guardando	le	nuvole	capisco	che	piove	</S>
a31	0.20714614	0.012497622	0.024186574	0.028448729	0.024883853	0.070780225	0.63205683
a13	0.20105438	0.022018218	0.5640694	0.0025818478	0.12935297	0.07533006	0.005593084
a24	0.13354082	0.21674967	0.6454789	0.00064089656	0.0028755346	0.0005716753	0.00014253322
a41	0.10479844	0.46719533	0.3785275	0.002292684	0.020100173	0.011520377	0.0155655155
a31	0.106540464	0.40555316	0.4399426	0.0031539074	0.01741035	0.012875264	0.014524165
a41	0.6601413	0.09528473	0.22465725	0.0001406437	0.011042946	0.0054830573	0.0032500664
a46	0.55410576	0.0740994	0.24874038	0.00047375538	0.030197801	0.03373762	0.058645267
a31	0.3494757	0.06989951	0.3522112	0.0010635953	0.10848465	0.07720302	0.041662373
a20	0.49157608	0.033612803	0.25353736	0.018999785	0.11721609	0.07174356	0.013314377
a15	0.13078856	0.040585708	0.22461349	0.057142902	0.3588362	0.1608805	0.027152522
a31	0.19247569	0.06392529	0.1732682	0.056915678	0.22462209	0.22827297	0.060520016
a20	0.37433463	0.10604569	0.13318983	0.10115419	0.11981535	0.13882503	0.02663517
a31	0.27871993	0.09244269	0.10155981	0.11104617	0.14959094	0.20300081	0.063639656
a23	0.16974746	0.22103968	0.30107215	0.18402943	0.032381795	0.055961613	0.035767846
a31	0.263801	0.14007747	0.12772018	0.13610402	0.08983735	0.13661301	0.105847
a27	0.11933179	0.21887606	0.3748217	0.18125436	0.02475964	0.046145886	0.03481049
a35	0.23920111	0.20320414	0.11367758	0.08706459	0.0878915	0.11715374	0.1518073
a31	0.24360068	0.296532	0.15554474	0.08561633	0.06663738	0.06982552	0.082243346
a39	0.116258174	0.3489387	0.21951658	0.12317405	0.059494723	0.06772748	0.06489033
a41	0.18980953	0.25096038	0.14032939	0.098683976	0.08052539	0.099113315	0.140578
a24	0.35112906	0.24600157	0.11507189	0.065159686	0.0686819	0.0697273	0.084228545
a41	0.49743685	0.27011973	0.09399623	0.03351053	0.03866577	0.03526614	0.031004826
a3	0.46163237	0.26780903	0.10164439	0.038598258	0.042162564	0.03904207	0.049111344
a31	0.48636672	0.30413944	0.09777837	0.02535074	0.032165382	0.02836193	0.02583738
a0	0.14636448	0.26542643	0.16078581	0.11676006	0.097117424	0.10088679	0.112659045
a20	0.17117848	0.2778183	0.15402338	0.106764205	0.08071769	0.0935251	0.11597282
a31	0.13439395	0.22329257	0.14248592	0.118288666	0.10108121	0.12122759	0.15923005
a20	0.13077347	0.20026523	0.15387028	0.13510492	0.12311537	0.1259965	0.13087428
a31	0.11464893	0.17876284	0.12861764	0.12238746	0.11269378	0.14433949	0.19854991
a37	0.13077979	0.19256796	0.16214179	0.13910103	0.1212717	0.12645426	0.12768354
a46	0.105345584	0.13178664	0.117009304	0.12613027	0.1290032	0.16288476	0.22784026
a31	0.1265096	0.13516776	0.12905967	0.13374113	0.13777378	0.15261923	0.1851288
</S>	0.13621047	0.16960269	0.15833302	0.14163835	0.12750912	0.13276818	0.1339382
