 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
a31	0.017636282	0.014340329	0.006259021	0.009222223	0.005794724	0.005134595	0.008095296	0.3604077	0.5731098
a18	0.7299424	0.13772345	0.0029370575	0.0841218	0.01612193	0.006893965	0.0041655246	0.009054215	0.009039634
a24	0.012371321	0.0024191479	0.0004230957	0.004220763	0.5524488	0.4278578	0.00025092348	2.9264584e-06	5.2516693e-06
a31	0.2304131	0.019781582	0.0040096827	0.04515171	0.6180666	0.078758225	0.0033964077	0.000111977606	0.00031074235
a37	0.1057672	0.15227738	0.008518513	0.31575093	0.4066113	0.008707194	0.00019795919	0.0012781053	0.00089139474
a0	0.37499574	0.020626593	0.009946968	0.22626898	0.31901327	0.027003527	0.0011526961	0.012045806	0.0089463955
a28	0.74060744	0.01908623	0.014175467	0.15009281	0.0427014	0.015527587	0.0026331951	0.0051691243	0.010006714
a18	0.6169397	0.052787516	0.04107404	0.21522994	0.029155718	0.017224643	0.006822748	0.0040557086	0.01671002
a31	0.44233188	0.08826799	0.067286424	0.31356066	0.02859216	0.01707368	0.008468754	0.0062923455	0.028126087
a37	0.045059904	0.046747632	0.023313541	0.1534027	0.48681918	0.12613763	0.0025490196	0.05055439	0.06541606
a20	0.08553296	0.17527945	0.039333552	0.148022	0.28339177	0.11767055	0.0046482384	0.049024276	0.09709723
a31	0.05050098	0.051207397	0.01737182	0.11279522	0.5049176	0.20311525	0.0025136916	0.025154553	0.032423522
a24	0.03874868	0.055752996	0.031626355	0.3373848	0.37448874	0.060767993	0.018491313	0.03731147	0.04542761
a31	0.059150368	0.1462607	0.049407844	0.16729194	0.32377204	0.116462044	0.0061734985	0.043603268	0.08787831
a20	0.104423724	0.089556485	0.07828079	0.2660183	0.14274636	0.08563291	0.07187068	0.06516672	0.096304104
a31	0.11075665	0.07254599	0.050197683	0.3255437	0.15011635	0.046428632	0.029482972	0.0887595	0.12616856
a18	0.16170438	0.12733835	0.082897	0.10675192	0.16668157	0.1618031	0.1034241	0.038286302	0.051113363
a41	0.12626329	0.099341765	0.058161676	0.09811532	0.14888096	0.13487448	0.073647745	0.076337844	0.18437688
a35	0.09679898	0.079386435	0.036994252	0.15268521	0.24272542	0.15846618	0.051848646	0.055163868	0.12593101
a24	0.041776896	0.041664217	0.023468174	0.22769758	0.36673588	0.109351814	0.022872036	0.055154867	0.11127849
a28	0.03652449	0.043620978	0.01852511	0.21286443	0.4940814	0.09887416	0.014713217	0.03225846	0.048537664
a31	0.037177376	0.04258458	0.021030573	0.23080844	0.4618972	0.10347012	0.016868496	0.036194734	0.049968503
a11	0.1042576	0.08473691	0.04679063	0.09218706	0.26055044	0.254677	0.058780685	0.04470997	0.05330973
a31	0.04763525	0.045737382	0.04223454	0.20800349	0.1377817	0.074701585	0.040057015	0.11884211	0.2850069
a20	0.13088542	0.09949625	0.050989173	0.061885003	0.24081458	0.26648933	0.06867942	0.036311824	0.044448957
</S>	0.06145366	0.04865661	0.046127293	0.051393583	0.08775254	0.103195615	0.047519874	0.16856836	0.38533244
