 	possono	essere	ancora	svegli	</S>
a31	0.25892162	0.16923653	0.058699585	0.09943287	0.41370943
a20	0.05079452	0.038576376	0.8494771	0.056934495	0.0042174137
a23	0.00019551253	3.9418737e-05	0.5231102	0.45756534	0.019089537
a31	2.9436393e-05	6.78914e-06	0.6952179	0.28382343	0.020922368
a20	0.00021945563	0.00010289592	0.8315929	0.16689774	0.0011869204
a11	0.000630149	0.00024148857	0.6545974	0.33155447	0.012976407
a20	0.0003314016	2.999863e-05	0.6736381	0.28519478	0.040805742
a31	0.00073828513	0.00010788919	0.40783355	0.5319852	0.059334986
a37	0.008403933	0.002892309	0.3821367	0.4278561	0.17871094
a31	0.11385928	0.07164925	0.27604198	0.15187602	0.3865735
a11	0.60404736	0.15529296	0.0465035	0.07990884	0.11424732
a46	0.47179222	0.26380223	0.08373562	0.07668097	0.10398888
a31	0.48553497	0.2529852	0.03469543	0.067235954	0.15954846
a46	0.3934161	0.15857534	0.10474775	0.1574674	0.18579338
a31	0.14756648	0.10895282	0.30212334	0.2563388	0.18501852
a20	0.18945114	0.18043967	0.18951909	0.21540143	0.22518873
a28	0.061200734	0.084641576	0.35549217	0.29103604	0.20762943
</S>	0.09322363	0.07659245	0.10129835	0.32157567	0.40730992
