 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest'	anno	che	viene	per	medico	</S>
a31	0.052335523	0.03004975	0.020616505	0.0029903592	0.03400189	0.08567075	0.028025586	0.00792539	0.0039159586	0.0058013042	0.0027566457	0.0069581536	0.0031561966	0.07668395	0.004098703	0.0048311944	0.0036185903	0.0071542603	0.02009181	0.15791139	0.44140607
a17	0.22288984	0.05606745	0.19655876	8.4163636e-05	0.0114052845	0.028426124	0.26829043	0.00089440664	0.015759522	0.028442774	0.0019187295	0.088886045	0.012128468	0.0027091214	0.0009090236	0.0021410282	0.0032952386	0.033109214	0.025526544	0.00024217465	0.00031571373
a31	0.08983894	0.00085681514	0.0020579796	4.8462707e-06	0.00052540976	0.0008657355	0.023956215	2.0963793e-05	0.0008849138	0.0021741013	0.002900277	0.011083196	0.022984263	7.940318e-08	2.909062e-06	0.009624087	0.2099765	0.6222045	3.8119964e-05	2.5998666e-08	2.526062e-07
a17	0.11084591	0.042040862	0.1686334	3.652431e-05	0.01107926	0.050475013	0.21491349	0.0006070585	0.009331187	0.023815561	0.0005980147	0.062375084	0.0055593327	9.522155e-05	3.0658393e-05	0.004898346	0.10670031	0.17140211	0.016409552	4.1100848e-05	0.000111978086
a31	0.056269605	0.019800432	0.03439218	4.5461143e-06	0.0018640065	0.012433971	0.34196782	1.7852972e-05	0.0024748275	0.009822069	0.0018607277	0.13603717	0.0080407215	8.282095e-06	1.1817842e-05	0.015468499	0.24047783	0.117726594	0.0010190182	2.3203842e-05	0.00027881187
a34	0.039960723	0.016158411	0.15367198	3.836891e-06	0.0022839254	0.0069567496	0.58285993	8.12324e-06	0.0015277542	0.0051916954	0.001061814	0.051598642	0.0014505404	1.780065e-05	3.9899085e-05	0.013020019	0.08914876	0.033670977	0.00060597557	8.0771504e-05	0.0006817361
a1	0.01720832	0.10581188	0.11899353	9.884605e-06	0.007687272	0.042819936	0.22666335	9.644069e-06	0.005640612	0.018256452	0.002631606	0.15815423	0.0024082856	3.091341e-06	9.213703e-05	0.037784215	0.2271417	0.025175704	0.0019396512	0.00010161737	0.0014668719
a35	0.025260914	0.017964005	0.07899141	2.502118e-06	0.0038021621	0.027240086	0.56012356	3.1842093e-05	0.0037375845	0.013772469	0.00057378423	0.16192286	0.0019742267	6.6182943e-06	1.514856e-05	0.0032691509	0.077317394	0.022202656	0.0017351743	8.536185e-06	4.783603e-05
a31	0.030330466	0.17923574	0.340548	1.6155393e-05	0.014044377	0.08406592	0.18304761	3.091913e-05	0.007152922	0.022791067	0.0005764263	0.11924489	0.0010324119	5.530895e-06	0.00014604084	0.0047247275	0.004605982	0.0011117457	0.0041486504	0.000118505595	0.0030219257
a20	0.14872098	0.016146366	0.11563683	3.635034e-05	0.157655	0.33481118	0.15271518	9.689043e-05	0.004346158	0.017640509	0.00046897653	0.03364813	0.0002753358	9.2211514e-05	0.00025543495	0.0016205471	0.0016848855	0.004426539	0.00904568	0.0001686735	0.00050807494
