 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
a23	0.024739277	0.004409738	0.0061964206	0.0056571527	0.028015314	0.009021829	0.04047647	0.037542444	0.4362717	0.14204438	0.26562527
a31	0.34497145	0.043214537	0.019394979	0.020900292	0.010214356	0.4339677	0.057299938	0.035544124	0.015619298	0.0155787	0.003294677
a20	0.0032192483	0.006128304	0.0020250184	0.015414022	0.0070034573	0.9413646	0.014774475	0.0015720382	0.00037728247	0.006673705	0.001447829
a31	0.10105219	0.01962346	0.017006831	0.0023506272	0.0004594744	0.0064677275	0.027262123	0.22742207	0.031703476	0.5535949	0.013057142
a7	0.06618585	0.036071755	0.1785157	0.038136102	0.0027802608	0.111837395	0.0729887	0.004733173	0.01376437	0.4347602	0.040226437
a31	0.022910092	0.057433885	0.4950688	0.060218614	0.0148999365	0.14290093	0.008833546	0.017153762	0.010539853	0.0709389	0.0991017
a24	0.4013613	0.078417346	0.20588507	0.019235626	0.013568471	0.13225289	0.018835496	0.006505656	0.036879346	0.066292286	0.020766504
a37	0.0064976383	0.048070036	0.5548891	0.045101184	0.007357363	0.034342244	0.026433622	0.00055333594	0.009708793	0.051004097	0.21604252
a31	0.07141417	0.0038236727	0.024979122	0.004909745	0.0078023155	0.02870753	0.07388689	0.049304567	0.16640453	0.55200905	0.016758485
a11	0.45216697	0.018829387	0.03688978	0.00736564	0.0069993595	0.3062986	0.0058355313	0.004110487	0.05852946	0.051289905	0.051684782
a31	0.18660696	0.0076553943	0.045284122	0.0127278	0.013444582	0.37813234	0.013510803	0.01960022	0.15833864	0.13523352	0.029465647
a3	0.3720892	0.039381247	0.08967452	0.054278314	0.046985615	0.09864968	0.009417345	0.0038878054	0.049218625	0.0364865	0.19993114
a27	0.07723025	0.035529763	0.21843718	0.17361833	0.13429575	0.10044484	0.010740181	0.012137209	0.07415271	0.039440088	0.12397368
a20	0.06055765	0.10510268	0.21379283	0.16002421	0.10343099	0.065609574	0.02094789	0.018051118	0.04149166	0.05965428	0.15133718
a31	0.057628557	0.12542562	0.085285224	0.0569802	0.051267043	0.15784195	0.056569025	0.034921233	0.06474213	0.08652655	0.22281243
a20	0.050857056	0.06518043	0.28551373	0.28211096	0.19154121	0.047429495	0.015580798	0.013057337	0.010107089	0.012903713	0.025718102
a11	0.09309836	0.12905227	0.08555872	0.036862835	0.026199663	0.019054279	0.019134767	0.021416359	0.10747978	0.19664088	0.26550204
a13	0.065117076	0.09107051	0.07190707	0.06312869	0.05943096	0.20653981	0.06302221	0.05060665	0.060125206	0.093597226	0.17545463
a28	0.07402245	0.16430682	0.09201776	0.057741396	0.05247476	0.23161827	0.083333045	0.048663586	0.058310043	0.05640167	0.08111019
a31	0.11247654	0.19209473	0.11143214	0.056279447	0.04498909	0.16738798	0.05392331	0.038443282	0.04654353	0.06708011	0.109349824
a39	0.089232676	0.22550553	0.14120068	0.088274874	0.07204194	0.075991675	0.05947353	0.05462743	0.054328382	0.0611095	0.07821377
a31	0.054933894	0.07122954	0.05237072	0.03924646	0.036930922	0.052738193	0.037804477	0.035928674	0.0655603	0.1808932	0.37236357
a8	0.0653762	0.17827144	0.21719801	0.1676837	0.117729366	0.05671225	0.037839513	0.03618407	0.034345992	0.038133964	0.050525557
</S>	0.037228394	0.043004446	0.033408828	0.02563841	0.023827806	0.02271732	0.023416057	0.025933158	0.08807663	0.26756582	0.40918306
