 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
a31	0.125904	0.011667798	0.0077014044	0.0034699976	0.0034511331	0.0070318435	0.013143228	0.0074869148	0.004284728	0.006614707	0.013897884	0.009065338	0.012057661	0.0117287785	0.017147494	0.096008785	0.64933836
a8	0.016776906	0.0048388136	0.0007733209	0.0002001383	0.00029398513	0.00019442648	0.0003924071	0.00028349546	0.0008050035	0.0014628452	0.0018063125	8.2257975e-05	0.0015019622	0.14295706	0.569238	0.25721782	0.0011752016
a31	4.3900225e-05	2.2660581e-06	2.137039e-06	5.052203e-06	0.000155769	3.1812573e-07	7.595564e-07	4.5690012e-06	0.21470195	0.47923917	0.2662135	8.3986197e-07	0.022286477	0.015755871	0.00028193803	0.0012166396	8.881657e-05
a41	0.000213158	2.5825973e-06	1.8668547e-05	4.1621865e-05	0.0007014058	3.2752403e-06	8.506807e-06	1.5670677e-05	0.052535575	0.011517285	0.007881883	1.4405608e-06	0.00802351	0.20206885	0.3287069	0.36847126	0.019788513
a10	0.0022329614	7.466306e-05	8.154994e-05	0.0007711207	0.0027161238	4.4656288e-05	0.00046522293	0.0005551828	0.3335269	0.047578044	0.15556657	6.690431e-05	0.027649505	0.3100915	0.023739913	0.09111021	0.0037289741
a20	0.0016353745	0.0018680678	0.001772643	0.0030060615	0.01435389	4.2353426e-05	0.00035064254	0.003617226	0.15532331	0.032743208	0.12506595	0.0010084233	0.017924739	0.23437525	0.1820452	0.20079532	0.024072343
a31	0.001666939	0.0012745055	0.0018249435	0.0065780156	0.035538327	0.00010768517	0.0004198683	0.004079962	0.16298153	0.04653304	0.15592103	0.00047192408	0.021224659	0.16559248	0.18083447	0.13629225	0.078658335
a37	0.018356929	0.00019262904	5.526875e-06	0.00012684807	0.0010314826	5.8143112e-05	6.574205e-05	5.826856e-05	0.13803121	0.024431035	0.2983399	0.00017425651	0.042585023	0.08706283	0.29007664	0.040849194	0.0585543
a31	0.008763468	0.0009906251	0.00012675345	0.0015930097	0.005637674	0.0004856404	0.0005629494	0.0004081266	0.11325698	0.0449636	0.32517985	0.0006187538	0.071811005	0.1594418	0.16822033	0.030852292	0.067087054
a18	0.003603604	0.00030875346	4.3975444e-05	0.00010743015	0.00045676169	0.00032788678	0.00036247063	0.0002722002	0.019312825	0.034686588	0.0948043	0.0006361473	0.049514342	0.047987744	0.34410173	0.1846899	0.2187834
a31	0.0063564307	0.0009729178	0.00027307385	0.0011594945	0.00627592	0.0026670347	0.0010968602	0.0007929237	0.028834289	0.06547909	0.16063513	0.0015084979	0.075026415	0.0746263	0.3183389	0.11992629	0.13603044
a46	0.0016944725	0.0005409727	0.0002211745	0.0003347323	0.00055603264	0.000848214	0.0012167221	0.0009753876	0.009005788	0.012915632	0.02677925	0.0021220392	0.02664317	0.09480542	0.40732375	0.32388082	0.09013637
a20	0.010436419	0.0028580332	0.0011689479	0.0022730925	0.007793606	0.0041322825	0.0028285207	0.0023269085	0.042824384	0.06807049	0.08997292	0.004028121	0.038112633	0.09878182	0.28278115	0.19505416	0.14655642
a31	0.00829791	0.0019301933	0.00045674166	0.0034884883	0.013418682	0.0084400205	0.0025149174	0.0013937388	0.025979102	0.03940109	0.08188408	0.0016790325	0.038802702	0.082252085	0.47916245	0.12660208	0.08429665
a20	0.0085178325	0.004891902	0.003549718	0.004193854	0.005505908	0.0067513464	0.0101452805	0.009046301	0.056755748	0.085071534	0.082418315	0.017280431	0.038956165	0.100858994	0.1844753	0.23570865	0.1458727
a29	0.014694733	0.0056041074	0.0026331483	0.006829997	0.01974174	0.014004946	0.0062376717	0.0046656383	0.05191988	0.07286977	0.083064646	0.0055218455	0.037863728	0.11296801	0.2765921	0.19899966	0.0857884
a8	0.015080162	0.003114913	0.00073174486	0.012890801	0.054912046	0.019469133	0.0047005573	0.002847744	0.03173353	0.033333737	0.08178251	0.0022635618	0.044945203	0.09880917	0.47367334	0.08377073	0.035941076
a20	0.027042577	0.0046875724	0.00095649133	0.021860078	0.029839944	0.011977981	0.0063003753	0.0031579407	0.026110495	0.008397965	0.042540453	0.0021302302	0.030633815	0.34542608	0.32868627	0.101061955	0.009189794
a31	0.011461345	0.0024244315	0.00026381976	0.0027218093	0.003646806	0.001242242	0.0008032237	0.0004413294	0.018580582	0.005245149	0.019999752	0.0007832152	0.012289919	0.47588956	0.28976634	0.1505163	0.0039242376
a10	0.020246493	0.009839332	0.0049405955	0.007039368	0.014920316	0.009606803	0.009040676	0.008319706	0.10012849	0.14416082	0.09861789	0.012326795	0.034020897	0.095081694	0.15513942	0.17633061	0.10024008
a31	0.041646946	0.012808768	0.0049023423	0.025883062	0.10314602	0.045517426	0.013552593	0.0111583555	0.07450729	0.07618025	0.11192273	0.008087316	0.0532108	0.09033421	0.18321162	0.11849863	0.025431672
