 	voglio	che	Maria	che	venga	domani	</S>
a8	0.0237604	0.017640805	0.03406534	0.0056623076	0.07686764	0.2182371	0.62376636
a31	0.0013182091	0.013875564	0.00017574882	0.98431337	8.598566e-05	0.00012889328	0.00010223288
a8	0.30845988	0.15830655	2.4061064e-05	0.5285861	0.0006670763	0.0028208413	0.0011355557
a31	0.1799808	0.5072679	0.00017656604	0.29766414	0.00093593897	0.0025181747	0.011456559
a24	0.44394818	0.04605593	1.4790166e-05	0.42737365	0.017830584	0.03974394	0.025032924
a31	0.0040140273	0.09207371	0.00033169964	0.89110315	1.3634356e-05	0.0026692026	0.00979465
a46	0.30972025	0.16945814	9.769923e-05	0.123712	0.056549884	0.325151	0.015311098
a31	0.2516258	0.12035739	0.00021662979	0.49260396	0.009727616	0.09460203	0.030866513
a29	0.07643787	0.30353794	0.0055812877	0.41686186	0.07389596	0.06651223	0.057172935
a20	0.08644873	0.7158822	0.0005408786	0.14023505	0.01850897	0.027068458	0.011315753
a0	0.048157148	0.7041701	0.010743672	0.08617915	0.014423258	0.039787754	0.09653891
a31	0.055763487	0.3890397	0.028541893	0.04329417	0.06574406	0.16071628	0.2569003
a23	0.21895523	0.23462346	0.15994254	0.0704012	0.050485637	0.06763744	0.19795449
a31	0.07382999	0.5219619	0.116902776	0.03275199	0.015935276	0.032046545	0.20657142
a18	0.17414577	0.3557232	0.18266237	0.05387165	0.053761613	0.06540028	0.11443524
a37	0.09742212	0.40328547	0.17270748	0.07162292	0.06183144	0.06589673	0.12723386
a31	0.1026045	0.34304628	0.1576072	0.08544815	0.083555885	0.092004776	0.13573328
a20	0.14089431	0.37305248	0.20831648	0.056629714	0.048766866	0.053065125	0.119274996
a31	0.10014205	0.27193204	0.13706474	0.10064297	0.06981741	0.0983945	0.22200626
</S>	0.23511186	0.16188972	0.113180324	0.09086128	0.11652098	0.15535767	0.12707816
