 	quando	venne	arrivò	Giovanni	Anna	ancora	aveva	di	cucinare	</S>
a23	0.08084724	0.021245299	0.0036016693	0.0064425794	0.0039548147	0.0024907286	0.006686954	0.056761213	0.22633597	0.59163356
a31	0.00019169592	0.017267995	0.0044671856	0.0011895822	0.017381055	0.80537885	0.010531633	0.01338566	0.13001624	0.00019001048
a10	0.002973254	0.0010916133	0.004165565	0.0020367317	0.025964636	0.9147492	0.019200854	0.007609244	0.010587794	0.0116211
a41	0.00026250543	0.003961639	0.024923	0.022066956	0.1027745	0.63357365	0.021581672	0.0018642207	0.18834525	0.00064655574
a24	0.0036507729	0.03992669	0.14417079	0.038035616	0.080145165	0.27545053	0.007282606	0.01336089	0.38648096	0.011495969
a46	0.0010007531	0.008659401	0.011668522	0.0014096752	0.024397235	0.12983133	0.003781636	0.029398263	0.7523379	0.037515327
a24	0.0014714771	0.01830267	0.005915091	0.0010152103	0.0026921427	0.017880896	0.0055426382	0.04689011	0.87436813	0.025921665
a37	0.0084168175	0.1465494	0.006728409	0.003679203	0.002775262	0.0067551555	0.022801109	0.102542534	0.64770067	0.052051436
a46	0.005828977	0.0953495	0.004923432	0.00622747	0.007996813	0.012734012	0.03435801	0.07381729	0.69770604	0.061058395
a31	0.0017149458	0.023575637	0.010340532	0.032349363	0.0254286	0.104385994	0.038879685	0.031602282	0.7095689	0.022154106
a20	0.008638134	0.022563757	0.004163011	0.010563052	0.01093155	0.01229257	0.055172157	0.06869571	0.7488776	0.058102444
a8	0.0012558614	0.0034413408	0.0037504646	0.017418966	0.015444038	0.10139345	0.024182778	0.018440833	0.8068383	0.007833946
a31	0.0026255276	0.003953988	0.0038963195	0.019158358	0.030485436	0.1293391	0.021463916	0.018704029	0.76064014	0.009733198
a10	0.00537472	0.12591662	0.020081688	0.01984826	0.11227167	0.05232228	0.0372806	0.05132344	0.54716766	0.028413102
a31	0.010450128	0.04996024	0.014202484	0.020541003	0.2192307	0.4670084	0.01091223	0.00923708	0.18873219	0.009725515
a10	0.026587853	0.25955072	0.07507352	0.047040958	0.070690155	0.2536374	0.016465565	0.013202723	0.21792133	0.019829845
a11	0.017345114	0.36793834	0.0656735	0.035817042	0.037085682	0.16029076	0.013729702	0.021014748	0.26077676	0.02032837
a37	0.010249826	0.13930081	0.0277647	0.02692875	0.21563195	0.47545853	0.008457272	0.0037609744	0.090013586	0.0024335163
a31	0.013913582	0.18013698	0.024760628	0.022873558	0.23687187	0.44558954	0.010563879	0.003810515	0.05917743	0.0023019905
a20	0.02910802	0.3311465	0.13206486	0.10205104	0.109137654	0.20467994	0.008700046	0.00607031	0.06459399	0.012447583
a41	0.015609872	0.24497251	0.035899464	0.022845523	0.013979579	0.10012622	0.022983458	0.043647815	0.44812903	0.051806476
a11	0.02056035	0.17375721	0.067697756	0.06115061	0.09659431	0.47387674	0.016926069	0.00848095	0.069537126	0.011418812
a27	0.00970254	0.18728846	0.03445608	0.0334142	0.116009586	0.5546555	0.011350258	0.004056464	0.046529528	0.0025374102
a0	0.024965212	0.3217408	0.11250132	0.09341964	0.0501449	0.2377718	0.019054797	0.013615304	0.10038687	0.026399316
a20	0.036078557	0.24399276	0.15249148	0.12573549	0.06477013	0.20742935	0.02429524	0.020605225	0.07986718	0.044734653
a31	0.04992021	0.18394284	0.12974694	0.10961754	0.063367024	0.11933645	0.04222225	0.04398994	0.14427929	0.1135775
a17	0.04727022	0.19065855	0.20796616	0.15856487	0.09134612	0.18336365	0.029041242	0.026038408	0.03585287	0.029897915
a20	0.05240104	0.20897284	0.1210663	0.106121466	0.065577865	0.110346764	0.046479147	0.046258222	0.14400278	0.098773554
a37	0.061373666	0.1022105	0.08458611	0.081096716	0.06595657	0.07574373	0.058792032	0.071045205	0.18527392	0.21392156
a31	0.06801179	0.14506622	0.16842619	0.1280039	0.08242104	0.12802978	0.05840382	0.059350595	0.08156685	0.0807198
a0	0.08261124	0.12960382	0.14129215	0.11987627	0.09276706	0.10990043	0.076220535	0.077787764	0.085512705	0.084428
a17	0.07981003	0.12077729	0.102363646	0.10008741	0.08515721	0.08770535	0.07471278	0.08016092	0.1281618	0.14106353
a28	0.079761505	0.10295086	0.10219178	0.09499993	0.08364851	0.09094554	0.077589944	0.084947795	0.13179727	0.15116686
a31	0.08201889	0.12316346	0.13117285	0.112691805	0.08930892	0.10618792	0.07588054	0.0784103	0.09798025	0.103185035
a20	0.09120653	0.115897775	0.11706684	0.10950798	0.096583694	0.1000335	0.08699005	0.08911906	0.095629945	0.097964615
a28	0.06481662	0.08560838	0.0714817	0.07233423	0.06682821	0.06745907	0.06394368	0.07872366	0.18981677	0.2389876
a15	0.082782954	0.104378745	0.113482654	0.099941045	0.08746008	0.09833288	0.081454925	0.088015996	0.11638983	0.12776098
</S>	0.078940235	0.09038346	0.08355533	0.08401526	0.080344416	0.080293864	0.078298576	0.08778179	0.15170921	0.1846779
