 	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a43	0.01915181	0.026615888	0.00795325	0.057988264	0.0036713483	0.0068360735	0.0071854093	0.013886663	0.058624603	0.1383108	0.659776
a20	0.015123031	0.0005743016	0.0052246116	0.0001523265	0.0011061468	0.011348352	0.74227893	0.14209999	0.06350772	0.018459158	0.00012547986
a31	0.029086962	1.1925441e-06	0.0011006141	9.4594134e-07	0.0021820317	0.0057457504	0.7593297	0.1331587	0.028078124	0.04049115	0.0008247815
a39	0.000759595	4.857454e-08	4.413251e-05	1.314721e-07	0.002695164	0.0125965215	0.90815485	0.06483111	0.008647453	0.001599435	0.00067153864
a31	0.011463245	4.3110575e-07	0.00071493356	8.379797e-07	0.0015921447	0.011746919	0.90208805	0.053271055	0.008570056	0.010240975	0.00031134576
a46	0.0028482487	2.3960993e-06	0.000177558	2.4744253e-05	0.0032756014	0.01445201	0.91552407	0.013108774	0.036620993	0.00969751	0.0042680684
a37	0.0041359127	2.0592086e-06	0.00047622088	2.971359e-05	0.00204187	0.023000024	0.94253993	0.012130785	0.0072705136	0.005164269	0.0032087609
a31	0.0058834213	1.8675615e-05	0.031806584	9.572832e-05	0.08449889	0.22969584	0.12551078	0.02799221	0.16547826	0.17647119	0.15254848
a13	0.028624889	4.8824422e-05	0.0011420576	0.0006527448	0.008922385	0.060699765	0.51798266	0.05506469	0.2120621	0.03732916	0.077470735
a11	0.004390727	9.017231e-06	0.00050413935	0.00035284398	0.008729996	0.14850676	0.5118363	0.054109946	0.16203666	0.07385035	0.0356732
a31	0.004204428	1.7198725e-05	0.00036433322	0.00035989803	0.0035848008	0.1521776	0.1007343	0.05542313	0.3542775	0.23710644	0.091750376
a20	0.0126862405	0.0027940727	0.0030276428	0.005668305	0.006435809	0.010996902	0.2813512	0.13234615	0.30501062	0.16515842	0.07452463
a31	0.027626809	0.009505687	0.014100789	0.011070285	0.006004751	0.01018606	0.02623238	0.038623177	0.42661887	0.36867025	0.06136095
a41	0.08155183	0.051440272	0.030636698	0.0511258	0.031010253	0.06161693	0.10676385	0.08182668	0.1297901	0.123284	0.25095356
a31	0.09602363	0.075945295	0.08261208	0.025894491	0.013570297	0.018915385	0.04688055	0.026254103	0.15805008	0.30287024	0.15298387
a24	0.10969025	0.08165601	0.048887726	0.060474426	0.03014926	0.06406773	0.09244195	0.05813972	0.07792845	0.11764118	0.25892332
a31	0.07519552	0.051275466	0.057677064	0.029893203	0.014105178	0.023382358	0.03636877	0.023265269	0.16964976	0.35586187	0.16332556
a10	0.059268393	0.040185314	0.02573607	0.036213808	0.020502582	0.041382793	0.059741903	0.044729427	0.13505122	0.19019064	0.34699786
a31	0.10264973	0.07884009	0.08243608	0.025899224	0.012671191	0.017397935	0.03527629	0.020924203	0.13417932	0.3029753	0.18675062
a46	0.07049674	0.048793495	0.028905991	0.035613753	0.01767362	0.03819268	0.052065678	0.041923895	0.1401741	0.1822203	0.34393972
a20	0.10101782	0.10352746	0.09985978	0.01682327	0.012943603	0.013469234	0.023315404	0.021778861	0.14203878	0.24188122	0.22334458
a46	0.112572476	0.11284162	0.0774518	0.02196423	0.01486781	0.02305307	0.10572966	0.040560693	0.08598598	0.118461765	0.28651088
a31	0.06994516	0.11245719	0.08976462	0.022711335	0.020929925	0.021577762	0.04638196	0.027556404	0.0950419	0.20502344	0.28861037
a7	0.11946019	0.16413265	0.082380414	0.032248944	0.029542089	0.045155987	0.19465563	0.08089065	0.054580316	0.03523835	0.16171473
