 	puoi	non	parlare	di	questo	con	Anna	</S>
a31	0.080849096	0.08090849	0.03360894	0.0066119866	0.021299873	0.019924223	0.068785295	0.68801206
a20	0.0043243174	0.0048485417	0.0049095233	0.005735858	0.012383169	0.2371192	0.7243665	0.0063128932
a11	3.8087023e-06	0.00015507262	5.985499e-06	0.008932997	0.0021145488	0.044817246	0.93609506	0.007875271
a10	0.00050035305	0.0010731976	0.0002074312	0.091783255	0.031507347	0.0077649304	0.83379936	0.033364095
a39	0.00015323414	0.00057220436	0.0004968289	0.05417985	0.013262436	0.039327074	0.87183553	0.020172874
a7	0.00015350104	0.001600797	0.00045260898	0.07278256	0.003700589	0.36027077	0.5544371	0.00660213
a37	0.00015339034	0.002559045	0.000105933694	0.015398867	0.0012731412	0.8268494	0.15272373	0.0009365138
a8	0.0011639928	0.016178641	0.0002659358	0.010908626	0.0023127536	0.7375094	0.22678559	0.004875058
a18	0.02170459	0.022701442	0.001270165	0.0022851133	0.0009497595	0.3118591	0.4792593	0.15997058
a46	0.016120337	0.013231376	0.00089960994	0.00096417277	0.0008472324	0.20205872	0.54909176	0.21678668
a31	0.013378639	0.010234483	0.0018133633	0.000766682	0.0020108274	0.039075654	0.7595822	0.17313816
a18	0.003945678	0.004467847	0.00034234463	0.0025217324	0.001034391	0.43243933	0.5188817	0.03636699
a24	0.0026679763	0.0036659567	0.00025694811	0.0017769182	0.0009388505	0.07791075	0.88048226	0.03230036
a28	0.017047603	0.044198886	0.0050047683	0.0084644845	0.009177531	0.03209554	0.8241897	0.0598214
a31	0.033764493	0.08910227	0.014644034	0.02306679	0.037683252	0.03707519	0.6503316	0.114332356
a20	0.009461759	0.030072216	0.0030990068	0.009849074	0.013770769	0.046664435	0.8258921	0.06119072
a31	0.054976407	0.31531376	0.025725283	0.03414032	0.01813566	0.044566963	0.37886035	0.1282812
a3	0.113632716	0.1518154	0.0967825	0.101717785	0.10401285	0.11045089	0.1816788	0.13990907
a31	0.08318281	0.2549016	0.06870051	0.076967485	0.06934189	0.083396	0.20511238	0.15839732
a20	0.12012666	0.100564465	0.0986333	0.08892863	0.09362186	0.117720544	0.23044036	0.14996412
a31	0.043897588	0.15390067	0.039871898	0.04071107	0.035416704	0.053840797	0.29409918	0.3382621
</S>	0.09553949	0.081598856	0.24441716	0.11740401	0.1936588	0.08472196	0.09130171	0.091357976
