 	mia	sorella	quest'	anno	che	vienne	studierà	per	medico	</S>
a10	0.043126687	0.00801598	0.003990634	0.004422507	0.00403281	0.0040379134	0.009038431	0.02062507	0.15188761	0.7508223
a31	0.04201833	0.0067311064	0.0015958439	0.12694998	0.28607175	0.19355862	0.12128586	0.22147074	0.00017442384	0.00014335569
a1	0.0065503507	0.00032292897	0.00022564239	0.04867777	0.091392264	0.7292247	0.027306926	0.09487836	0.00014113772	0.0012798859
a28	0.019422349	0.0006565863	0.00012716714	0.012072861	0.06290351	0.58471423	0.28996226	0.029348973	0.00035845969	0.00043361343
a24	0.0043602544	0.012872274	0.036778618	0.48698694	0.39846873	0.04203785	0.0022552228	0.0013571534	0.0036034747	0.011279384
a31	0.021616027	0.0018690162	0.0033684655	0.713464	0.24193639	0.0030220512	0.0011041529	0.008718253	0.0009691489	0.0039324774
a18	0.1578443	0.01643716	0.001215686	0.026842551	0.030102754	0.018605424	0.673086	0.06996277	0.00077956606	0.0051238015
a24	0.118968666	0.0052667325	0.0009819373	0.010221635	0.0053696157	0.0023459098	0.8210206	0.026808364	0.0019865609	0.007029945
a13	0.5701263	0.016191132	0.0010513703	0.004167175	0.0019442658	0.0032513468	0.23294882	0.1651982	0.00032016798	0.004801183
a18	0.22643752	0.0109267915	0.0014880508	0.004518405	0.0027753694	0.004572146	0.23479012	0.50944483	0.00025205294	0.0047946903
a31	0.10093522	0.0071857353	0.001692292	0.005805148	0.003422657	0.005141394	0.16845986	0.7021216	0.00040630507	0.0048297774
a24	0.1739752	0.05336087	0.0075036422	0.03633395	0.15679668	0.12654877	0.39117664	0.034148637	0.0028155625	0.017340017
a11	0.1369444	0.07069201	0.01275611	0.044314444	0.16363627	0.10039028	0.42157918	0.019911379	0.0044968417	0.0252791
a31	0.1907146	0.10333603	0.01696499	0.059055954	0.18576518	0.12581973	0.27948156	0.025075452	0.0014361844	0.012350336
a39	0.04879319	0.044165637	0.023730425	0.1345395	0.30303216	0.28153837	0.08240329	0.018982945	0.0096546095	0.05315984
a20	0.046092615	0.0791089	0.03199735	0.17645463	0.2514814	0.18884225	0.08584651	0.009078096	0.014298284	0.11679991
a31	0.03902117	0.05034491	0.01677518	0.106534444	0.3314131	0.20594358	0.21212824	0.0058177505	0.004410961	0.027610686
a17	0.044063266	0.056396592	0.044716716	0.13531937	0.29730612	0.3207235	0.051246364	0.013427699	0.008289877	0.028510494
a20	0.020035585	0.05676892	0.030948317	0.20911273	0.3137149	0.23745482	0.03264781	0.005991211	0.01062117	0.082704544
a31	0.025755139	0.046287376	0.025565486	0.16858327	0.3482041	0.27318242	0.06960483	0.0050331247	0.0054232054	0.03236098
a24	0.052368414	0.08487272	0.07658651	0.13301463	0.2594167	0.281131	0.066099696	0.015256887	0.010063205	0.021190254
a20	0.017534513	0.04879518	0.032570757	0.239137	0.33938536	0.23323321	0.026699232	0.0063967635	0.008658156	0.04758981
a8	0.021872012	0.048844147	0.033647627	0.15483193	0.34531945	0.3104328	0.03281243	0.0051521827	0.007677447	0.039410006
a20	0.019757584	0.04762052	0.034853276	0.15324901	0.35008398	0.30379528	0.032711722	0.005967653	0.008381539	0.043579437
a31	0.020272374	0.04636836	0.036721416	0.15422711	0.3574852	0.30507427	0.040337197	0.005923207	0.0065164976	0.027074296
a24	0.031269558	0.09239866	0.08295859	0.13148865	0.29773566	0.26935756	0.051254276	0.011914174	0.011330053	0.020292804
a37	0.015881263	0.04685201	0.041679066	0.16098477	0.37815717	0.28786024	0.026720278	0.0068805264	0.008739474	0.026245277
a46	0.020615311	0.056164492	0.04639719	0.13159348	0.3525455	0.31276247	0.041450474	0.006216626	0.0075847884	0.024669625
a31	0.0306239	0.078674525	0.07124291	0.13038333	0.29043844	0.25312784	0.04807168	0.0152250705	0.020550348	0.061661836
a28	0.03913168	0.13103427	0.11935813	0.13350761	0.26294234	0.18500376	0.06158473	0.02164893	0.020419069	0.025369467
a24	0.026691925	0.086004965	0.08034944	0.122766696	0.32006934	0.21544254	0.042403653	0.019686684	0.027713208	0.058871534
a31	0.02477772	0.08038201	0.07579155	0.1355405	0.33235288	0.2638401	0.044838253	0.010862723	0.011568911	0.02004541
a17	0.050975036	0.15076192	0.1428769	0.14601925	0.20503052	0.16200915	0.084062226	0.021247247	0.01734507	0.01967273
a31	0.03639451	0.08709451	0.08031345	0.089989364	0.20245329	0.11207969	0.056443803	0.052056022	0.09402462	0.1891508
a46	0.04709846	0.14358585	0.13578549	0.1396918	0.2058876	0.17251873	0.07631286	0.034494665	0.019850412	0.024774121
a8	0.033592265	0.08712838	0.07982535	0.08099848	0.15731509	0.087037034	0.066129595	0.06616429	0.12466647	0.21714306
a31	0.08614164	0.0994913	0.100977525	0.10477474	0.13165581	0.102898054	0.08988341	0.08792595	0.09358794	0.102663584
a8	0.049714528	0.12736401	0.116757475	0.11878835	0.24209675	0.14571556	0.06549913	0.053074796	0.037484363	0.043505017
</S>	0.053831395	0.0939421	0.089840434	0.09151475	0.17285024	0.094479196	0.06924544	0.06843897	0.100191765	0.16566567
