 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
a8	0.00823303	0.00630174	0.10530553	0.004951031	0.018169109	0.0032828217	0.068472266	0.12340616	0.6618783
a13	0.17632554	0.0014597101	0.0016219164	0.015364748	0.0010577762	0.59441525	0.20744707	0.0017986892	0.0005092856
a0	0.1540005	1.2777698e-05	3.7459165e-07	0.007161439	0.00021151504	0.72930473	0.0009817597	0.10566791	0.0026589367
a31	0.15209106	0.0001233291	7.206855e-06	0.074865945	0.00042617373	0.6232576	0.003500677	0.11766895	0.02805911
a18	0.112320445	2.8385352e-06	8.9107465e-07	0.011711723	0.0006134895	0.8487902	0.0014678616	0.023985414	0.0011071931
a31	0.5334307	3.586879e-05	1.1624731e-05	0.021595025	0.0018743062	0.36096498	0.031394966	0.04143014	0.009262385
a28	0.09388731	3.9180977e-05	0.0015480609	0.014901201	0.005117405	0.47082332	0.32165682	0.08368136	0.008345371
a20	0.07911085	3.7209058e-05	0.000615268	0.10468967	0.03183918	0.26775023	0.19795264	0.28158996	0.03641493
a31	0.028880766	7.961746e-06	3.7091097e-05	0.016808948	0.0082192235	0.26519686	0.25574413	0.39991304	0.025191981
a7	0.08803729	0.01044131	0.044387564	0.01837547	0.013455042	0.18566285	0.5234837	0.06596871	0.05018817
a38	0.040097255	0.008090522	0.013742219	0.016238002	0.0059301932	0.05803894	0.5240439	0.14533438	0.18848461
a24	0.022169936	0.0032268623	0.0067388923	0.06884875	0.014638544	0.2271189	0.40115583	0.10411101	0.1519913
a46	0.037180837	0.009810688	0.019030724	0.024694191	0.01168912	0.48097804	0.21732372	0.083093785	0.11619883
a31	0.06717347	0.045053087	0.08321788	0.023952719	0.022839721	0.07974218	0.098304816	0.09437415	0.48534197
a38	0.20077741	0.17946632	0.09555047	0.0934548	0.039292447	0.06030708	0.08060242	0.07253225	0.17801672
a31	0.1569002	0.12224365	0.04713578	0.059064254	0.024023684	0.060527	0.05741774	0.1065419	0.3661458
a13	0.2607947	0.27305204	0.08655389	0.08196445	0.039744962	0.03278942	0.05564004	0.05978831	0.10967218
a31	0.14033486	0.14136486	0.039731897	0.08474384	0.035782877	0.03992371	0.044543467	0.12688237	0.3466921
a8	0.25786224	0.281005	0.115391985	0.06519032	0.0421646	0.036620524	0.05998768	0.056006137	0.085771516
a20	0.09878125	0.104826495	0.047727242	0.057696015	0.042700734	0.04427945	0.05045484	0.1683765	0.3851575
a31	0.105555266	0.111204	0.07849574	0.1696629	0.10038246	0.079511814	0.08571768	0.11323433	0.1562358
a15	0.19291508	0.21285032	0.105783775	0.08622629	0.07418327	0.0707218	0.082405545	0.08068739	0.09422647
a31	0.07370733	0.077474356	0.045744453	0.046420176	0.039541133	0.041797068	0.04905211	0.19942397	0.42683944
a20	0.16028605	0.17642702	0.16358776	0.0806261	0.076998405	0.07395521	0.096885756	0.08256155	0.08867214
a39	0.076031014	0.07717606	0.06607176	0.07144047	0.06427647	0.06447539	0.06939558	0.1691742	0.34195903
a31	0.08880799	0.09142804	0.08417864	0.20666996	0.11779047	0.08458325	0.09355765	0.11035334	0.12263067
a8	0.12877311	0.13376679	0.11964139	0.102701336	0.10018879	0.099002674	0.10511197	0.10316664	0.10764732
a31	0.09143086	0.09261242	0.08381322	0.092168525	0.08402835	0.082170494	0.08598887	0.14332524	0.24446194
a37	0.11532946	0.12042173	0.1924466	0.08661518	0.09152121	0.090399936	0.115114085	0.094787486	0.093364224
a20	0.09844387	0.09888385	0.09607287	0.09842698	0.09518459	0.09470506	0.096978664	0.13138418	0.18991992
a8	0.102325834	0.10288201	0.10147686	0.12123157	0.10661696	0.10034341	0.10305523	0.11918371	0.14288439
a20	0.10644766	0.10443637	0.10070576	0.12238854	0.10736667	0.10638372	0.102674566	0.11539081	0.13420591
a31	0.11288315	0.10388777	0.094512254	0.11636631	0.10056058	0.10392602	0.096881345	0.11790812	0.15307446
</S>	0.1117156	0.11191288	0.11011124	0.11298893	0.110046566	0.10996684	0.10923809	0.11068101	0.11333881
