 	se	si	era	vestita	la	mia	figlia	l'	avessi	portata	alla	chiesa	</S>
a31	0.03790799	0.04696233	0.0056970464	0.004356229	0.003636421	0.0038030797	0.004546103	0.0071878266	0.009901837	0.0065087387	0.13908282	0.0790601	0.65134954
a24	0.043952007	0.011620329	0.0019905365	0.00073489116	0.0009981098	0.0011685255	0.00076207425	0.0021606945	0.0020566352	0.16495834	0.43193415	0.33548447	0.002179191
a28	0.010987975	3.688062e-06	0.0003004406	0.000111422894	0.033379313	0.055029772	0.0016266614	0.037537407	0.07544847	0.59702414	0.02471232	0.16148195	0.0023563867
a39	0.055319637	4.1506996e-06	0.0031069184	0.00012956164	0.017575983	0.022820504	0.0011090531	0.0026492286	0.010499039	0.09841878	0.10348807	0.6572832	0.027595898
a17	0.17169738	7.327926e-06	0.015321813	0.00026220386	0.017468823	0.015738664	0.00055609393	0.0010419335	0.008847994	0.080974914	0.12674105	0.50816536	0.053176507
a31	0.29427528	2.3491491e-05	0.04622076	0.0008394014	0.009873276	0.0062000775	0.00045046877	0.0005522578	0.0061509744	0.0651235	0.13805902	0.34747988	0.084751606
a20	0.0013511358	2.2037109e-07	3.4170534e-05	1.5919646e-06	4.4125933e-05	8.747882e-05	2.4471496e-05	9.112142e-05	0.0011353907	0.20205615	0.4766767	0.31622705	0.0022704555
a31	0.0023521935	3.6059432e-06	5.0398583e-05	8.363202e-06	7.713325e-05	0.00013976141	0.00011855381	0.001014014	0.0066099577	0.69272685	0.16595066	0.13039993	0.00054846227
a17	0.003147176	5.2153748e-05	0.0006876074	5.1893276e-05	0.0010934955	0.0007077645	0.00034426744	0.0008928826	0.0023355172	0.08670373	0.75825536	0.100900695	0.04482748
a8	0.0108063985	0.0007596884	0.0026021374	0.00058696885	0.002846014	0.002436638	0.0022438758	0.0045031365	0.003719897	0.12373202	0.704699	0.11226867	0.028795525
a31	0.00039754758	2.7087335e-06	6.917828e-05	1.5230009e-05	0.00033487525	0.00011719843	4.787669e-05	0.00021209352	0.0018358867	0.3379933	0.23712535	0.42043468	0.0014140451
a8	0.011820545	0.00039693734	0.002367647	0.0006795038	0.00093880587	0.0008088198	0.0013289303	0.0010894162	0.0014982002	0.02970339	0.8163877	0.09095636	0.042023696
a24	0.014875586	0.0017529352	0.0037983868	0.0012787279	0.0054235626	0.0050483397	0.0052813697	0.008928565	0.0045466204	0.1072378	0.70629483	0.10718728	0.02834598
