 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a8	0.006546186	0.027812364	0.0011675131	0.0077176327	0.02135692	0.08776844	0.32240254	0.5252284
a31	0.8686833	0.003667693	0.005073909	0.009839322	0.003634586	0.0014091	0.1056349	0.0020571968
a37	0.84153813	1.9003367e-06	0.007306823	0.052675493	0.0022482723	0.00010548148	0.055341106	0.040782783
a20	0.016579913	1.0143915e-06	0.0006701679	0.063057646	0.02083887	0.0007135707	0.8981135	2.5262005e-05
a29	0.0856633	7.023796e-05	0.0064050057	0.10572237	0.010357033	0.0028214525	0.78436494	0.0045956736
a14	0.13411659	5.7301346e-05	0.0025812252	0.052138384	0.0034626594	0.0010986299	0.7975902	0.008954916
a21	0.4361772	3.2951343e-06	0.008397647	0.07976535	0.02313282	0.013467388	0.4254357	0.013620564
a31	0.31429198	6.868143e-06	0.0037178865	0.05667707	0.14338532	0.11010886	0.34957504	0.022236891
a20	0.01722936	2.0515665e-05	0.0002836207	0.017547067	0.1619168	0.017557647	0.7802677	0.0051772837
a6	0.005497523	0.0001463253	0.00013507684	0.0038103845	0.030032797	0.0064327256	0.9409591	0.012986138
a31	0.0036691793	0.001013046	0.00028237872	0.00416726	0.01586364	0.007454585	0.9416113	0.025938464
a8	0.009407213	0.003133437	0.0031098356	0.010550721	0.04790297	0.11528041	0.7828698	0.027745642
a20	0.020789774	0.0298312	0.0077014733	0.007443298	0.022688406	0.09767776	0.48938003	0.32448807
a31	0.01210076	0.017275088	0.0020327352	0.007287451	0.03371747	0.063363075	0.7589243	0.10529915
a37	0.1192314	0.074515395	0.062177464	0.037728224	0.046802517	0.1283869	0.33479607	0.196362
a31	0.13815501	0.10760344	0.042148158	0.019828772	0.02764149	0.070529036	0.22984862	0.36424553
a24	0.29332936	0.26443952	0.11817696	0.031092204	0.02696077	0.03666206	0.0495016	0.17983748
a31	0.14707066	0.114023894	0.04764451	0.019672263	0.019636985	0.040705584	0.18256448	0.4286816
a20	0.2999996	0.16884167	0.07742087	0.019148834	0.015734976	0.024027228	0.035942778	0.35888404
a31	0.17782407	0.14207716	0.02861755	0.016721467	0.016657354	0.02234807	0.18337366	0.41238067
a7	0.40246344	0.22886625	0.03159904	0.019528074	0.022401435	0.02820605	0.023067523	0.24386813
a35	0.10151692	0.12629166	0.06501087	0.059533425	0.060053702	0.06475284	0.10580237	0.41703823
</S>	0.13314043	0.14798652	0.07621166	0.07217392	0.07412728	0.085018635	0.10488973	0.3064519
