 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
a31	0.017026387	0.006364736	0.005494956	0.014403906	0.003159758	0.017997209	0.006891338	0.011980862	0.04529126	0.3296485	0.54174113
a14	0.005527953	0.0015553901	0.00041311403	0.00015664496	3.703506e-05	0.001815692	0.021789182	0.30001643	0.6682805	0.00021056701	0.00019756997
a11	7.143794e-05	6.5566423e-06	4.6335066e-05	2.7724667e-07	0.0004911942	0.00012321329	0.11277564	0.7524541	0.1340211	5.9702865e-07	9.53461e-06
a31	0.011830061	0.003397014	0.03158027	4.6148638e-05	0.081264846	0.008142865	0.20495431	0.25442716	0.39676452	0.0011023711	0.0064903987
a46	6.331439e-05	9.629956e-06	6.5501345e-06	1.1626779e-06	9.621149e-05	0.0003183308	0.019332461	0.094078206	0.8859109	8.994174e-05	9.322986e-05
a33	0.00026626547	3.593717e-05	4.8701557e-05	7.1806785e-06	0.00012621023	0.00024766702	0.00841205	0.11972374	0.87092006	0.000124193	8.799315e-05
a23	0.00074979855	7.9134414e-05	0.000119196215	5.857963e-06	0.000113675036	0.00017553406	0.007724663	0.06858755	0.9223367	6.0604834e-05	4.7314647e-05
a31	0.0017514662	0.00021415221	0.00105702	2.9714047e-05	0.00031725498	0.00038226726	0.014808448	0.05635247	0.923876	0.0005183287	0.0006929578
a21	0.0013403079	0.00019382144	0.0011861272	4.9906565e-05	0.003377506	0.007999883	0.04884048	0.14365636	0.7787186	0.0039695767	0.0106674
a24	0.0003649583	0.00011557563	0.0002762914	0.0002410246	0.0007319831	0.00985496	0.023944346	0.22703771	0.73209906	0.002301929	0.0030321893
a46	0.0030206512	0.0016270996	0.0014123699	0.0002826561	0.0029012521	0.019000037	0.008881854	0.057309628	0.89813936	0.0035160806	0.0039089755
a20	0.0041000242	0.0016822134	0.000577875	0.0003114344	0.0047518723	0.19024003	0.056151725	0.24407113	0.47607452	0.011347293	0.010691887
a31	0.002229627	0.0008619242	0.00032872637	0.000473767	0.002522634	0.16245003	0.078683235	0.24964473	0.48385155	0.009479507	0.009474283
a7	0.0018642432	0.0008482884	0.0037060194	0.00035773744	0.008081833	0.016444445	0.018219588	0.067170516	0.87903214	0.0012075999	0.0030676054
a10	0.001222459	0.00057293323	0.0013304998	0.0003299738	0.006161028	0.042071037	0.08002615	0.35174018	0.5121847	0.0013965875	0.0029644244
a31	0.0020465646	0.0012553615	0.0025541077	0.00082330336	0.0070659453	0.060141124	0.11558856	0.35846567	0.4471592	0.0014181574	0.0034820705
a0	0.0014800621	0.0010813588	0.003886969	0.00096832035	0.013805836	0.04314392	0.15422182	0.46698466	0.31209365	0.0007965505	0.0015368445
a31	0.0057467916	0.0057109185	0.026343482	0.0054067927	0.034588117	0.07927196	0.23171622	0.34880894	0.24913087	0.004572749	0.008703079
a37	0.045106955	0.04371482	0.057507224	0.038293093	0.07963251	0.3173872	0.2353597	0.043890942	0.055357765	0.04740757	0.0363422
a20	0.025171198	0.03016715	0.07986827	0.01651977	0.08584581	0.2735688	0.21968459	0.04177077	0.14870785	0.039073758	0.039621986
a37	0.013055318	0.03182219	0.08594598	0.014492268	0.13691469	0.27474192	0.29723573	0.058989584	0.033111118	0.019588862	0.034102347
a13	0.0048754215	0.007263331	0.019273842	0.0040280134	0.05545292	0.15489309	0.54137707	0.16255723	0.043983996	0.0022246118	0.0040705847
a39	0.012643287	0.019366534	0.039609816	0.008605855	0.075116344	0.2490264	0.45209458	0.08079092	0.03796379	0.010303632	0.014478772
a17	0.01305011	0.028035078	0.042630564	0.008462458	0.0730288	0.29300997	0.44313583	0.049582943	0.0155777605	0.012755223	0.020731311
a28	0.01373115	0.029852735	0.044239223	0.00903501	0.073512174	0.2980786	0.433438	0.0454076	0.01755069	0.014385951	0.020768825
a31	0.013886413	0.03199922	0.04351906	0.008955726	0.07004981	0.30398953	0.4410335	0.041486118	0.013910324	0.012916235	0.01825411
a0	0.007434246	0.01968547	0.031134715	0.005518123	0.064369865	0.22359517	0.552115	0.074980475	0.010573997	0.0040820152	0.0065109227
a13	0.022509143	0.04766513	0.062293697	0.013959142	0.06580103	0.34194553	0.335692	0.024740327	0.021988392	0.030004509	0.033401147
a31	0.021671176	0.06698711	0.054471567	0.015201696	0.05685621	0.34270638	0.31610397	0.027230212	0.015775096	0.036324527	0.046671957
a37	0.029373538	0.08893681	0.06713034	0.019615423	0.05432919	0.3481436	0.30223078	0.02512821	0.015570948	0.02302822	0.026512902
a8	0.03573056	0.10768467	0.07579772	0.02529919	0.047798913	0.24589677	0.18875508	0.025789415	0.032072317	0.10245381	0.112721555
</S>	0.04174554	0.103130616	0.06924945	0.037603695	0.057094444	0.20259622	0.14808692	0.039478976	0.043471795	0.12099626	0.13654615
