 	vengono	vestiti	dai	genitori	</S>
a31	0.29065678	0.048093226	0.021118492	0.103509635	0.53662187
a46	0.08064439	0.3958678	0.51016676	0.006998229	0.0063227825
a18	0.003188498	0.18917155	0.7926743	0.010305415	0.004660287
a31	0.0007268952	0.91693527	0.040609535	0.011381554	0.030346846
a11	0.012907745	0.88545656	0.07880931	0.0052417573	0.017584676
a31	0.007955038	0.47871068	0.053777684	0.02722289	0.43233368
a39	0.12825137	0.8363806	0.018244952	0.0044549103	0.0126681
a31	0.16801763	0.6243797	0.03602767	0.031999946	0.139575
a35	0.1610203	0.4736244	0.09907693	0.10083257	0.16544576
a31	0.13645366	0.41781145	0.04856634	0.09910424	0.29806435
a18	0.12909669	0.3785948	0.113211945	0.13752916	0.2415674
a0	0.07544332	0.43385747	0.056321844	0.11753626	0.31684107
a31	0.06724187	0.4322402	0.057876956	0.11902293	0.3236181
a37	0.06545446	0.4332653	0.070695706	0.127265	0.30331948
a20	0.04656002	0.44146279	0.05867524	0.12460892	0.328693
a31	0.085715644	0.42162725	0.084261134	0.14010487	0.26829106
a41	0.14504631	0.29724187	0.14339858	0.16011004	0.25420323
a20	0.061700806	0.43612143	0.08181236	0.1419979	0.27836752
a31	0.10926069	0.37825534	0.119947225	0.16341332	0.22912347
a20	0.19603777	0.22065136	0.19126476	0.18680204	0.20524411
a39	0.13403492	0.32228336	0.14792009	0.17811762	0.21764399
a46	0.19405493	0.20589696	0.19461574	0.19890933	0.20652312
a41	0.18263605	0.20108292	0.18574016	0.20123178	0.22930907
</S>	0.1836919	0.18682823	0.18628487	0.20401289	0.23918219
