 	non	mi	aspetti	che	non	vengo	</S>
a31	0.08706863	0.07693899	0.04333216	0.008313088	0.34854865	0.15170637	0.28409213
a37	0.053405408	0.29429194	0.2218614	0.37475517	0.020287106	0.028384652	0.007014387
a31	0.0046841935	0.042486165	0.12008297	0.8117788	0.00011702106	0.020432517	0.00041830147
a24	0.243619	0.07281068	0.5675779	0.050311092	0.0028890928	0.024226392	0.03856575
a46	0.021920787	0.061508395	0.063467175	0.82453185	0.00062831247	0.023982422	0.0039611016
a31	0.0032352663	0.043579653	0.3910309	0.49010003	0.00083538773	0.06661432	0.004604417
a1	0.028696237	0.19470184	0.038235623	0.008289459	0.06688563	0.54393584	0.1192554
a31	0.010626538	0.03165049	0.42344356	0.13072526	0.0055876477	0.39022878	0.00773769
a20	0.009415549	0.02937628	0.005496013	0.019800965	0.04777335	0.5610252	0.32711267
a41	0.005061699	0.026877163	0.002319157	0.004147859	0.108293906	0.5202972	0.33300292
a31	0.0091480035	0.013702769	0.010315298	0.027943676	0.038218454	0.74504715	0.15562473
</S>	0.19169497	0.04401082	0.019642878	0.035090495	0.05461629	0.19606654	0.45887804
