 	ieri	abbiamo	deciso	che	oggi	andiamo	alla	spiaggia	</S>
a33	0.009771165	0.009433635	0.007887631	0.017816426	0.0044773384	0.04026597	0.029622046	0.5869432	0.2937826
a31	0.00035990262	1.478501e-05	0.00017197237	0.0036643138	0.00037269658	7.454713e-05	0.010817894	0.98430955	0.00021436278
a46	0.019168053	0.0066579483	0.023747573	0.54866934	0.0028190142	0.00056422997	0.33291426	0.014306118	0.051153433
a31	0.10577252	0.1872962	0.42367592	0.17921612	0.002725983	0.00901506	0.002086879	0.083533265	0.0066780127
a24	0.037868317	0.11007362	0.77185214	0.020206254	0.00016536188	0.00041556082	0.009470535	0.002264976	0.047683295
a31	0.003483615	0.054235004	0.42432848	0.21254222	0.04907941	0.0021756736	0.07073497	0.08042105	0.10299968
a37	0.43866366	0.15584368	0.37664422	0.013452536	3.0392614e-05	0.00038505625	0.0031725105	0.0051373206	0.006670561
a31	0.17753163	0.0780312	0.59731275	0.092721134	0.0024199947	0.0012950617	0.006151599	0.034115102	0.010421443
a18	0.48634282	0.20823185	0.27312207	0.014959793	0.0001642337	0.0024096502	0.0016650474	0.0030521664	0.010052379
a31	0.5895136	0.12374845	0.2768359	0.007876272	3.0187522e-05	0.00065402634	4.564052e-05	0.0004814758	0.0008144338
a41	0.42713135	0.2422257	0.21297483	0.031525597	0.0016263581	0.01650701	0.010306414	0.03189368	0.025809063
a31	0.3594642	0.31911093	0.2949314	0.013104594	0.00018473594	0.003282508	0.00088241237	0.0046062055	0.004432956
a21	0.04697484	0.08328265	0.09691067	0.09789128	0.010539942	0.018413216	0.09234405	0.5295214	0.024121892
a31	0.006281604	0.028050706	0.07027228	0.09412972	0.0039634435	0.0026391349	0.08613216	0.7004783	0.008052628
a14	0.031860553	0.05564422	0.08235173	0.12357366	0.024040801	0.019970631	0.18408735	0.42663845	0.051832493
a31	0.05553949	0.14038867	0.15807429	0.09188581	0.043101676	0.03858263	0.119752795	0.2672078	0.08546683
a24	0.08550463	0.1498645	0.17414021	0.12769443	0.059326477	0.053442154	0.101999685	0.12571998	0.122307904
a31	0.054925367	0.14470382	0.14120975	0.08867561	0.054747246	0.048135094	0.070935555	0.29241627	0.1042513
a10	0.06390831	0.15274037	0.16156772	0.10598679	0.053812906	0.042760096	0.108861305	0.17223185	0.13813058
a7	0.03595181	0.14304169	0.11305454	0.07211861	0.041718833	0.035806865	0.08948025	0.300312	0.16851535
a20	0.040483832	0.13766478	0.108834326	0.06967257	0.04315124	0.040692627	0.11210357	0.25401694	0.19338012
a31	0.0418674	0.058628302	0.053150237	0.06788793	0.04522389	0.048441123	0.1258405	0.30617544	0.25278524
a8	0.087680355	0.12103063	0.122154035	0.09687705	0.062943466	0.07851929	0.21379368	0.06536988	0.15163164
a31	0.07721202	0.082609996	0.08126551	0.08993935	0.07870396	0.08072081	0.11872107	0.20666635	0.18416098
a33	0.10200186	0.10214145	0.11472993	0.106355645	0.06794491	0.09083956	0.23374034	0.044745874	0.13750036
a7	0.056044176	0.06035919	0.059084922	0.0754387	0.05842096	0.06165448	0.12037746	0.27754214	0.23107788
a31	0.10592521	0.10553116	0.107325196	0.10818285	0.10175814	0.10507724	0.12902282	0.11413904	0.12303838
a23	0.10083892	0.10757182	0.1153351	0.10485929	0.074604265	0.09180631	0.21297902	0.06110675	0.13089861
</S>	0.05699479	0.06081859	0.06001678	0.076422244	0.059617914	0.06285088	0.12112697	0.27113682	0.231015
