 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a10	0.08083307	0.12701446	0.008043469	0.008125858	0.023762725	0.030242639	0.066238806	0.48718044	0.1685585
a15	0.016452942	0.16677164	0.29128277	0.03565828	0.06119099	0.0037919113	0.0046546124	0.3963248	0.023872012
a31	0.002514383	0.0029713372	0.017365647	0.12063912	0.73327076	0.0005026532	0.00037491272	0.11515781	0.007203241
a21	0.0001448259	9.427722e-05	0.00039434043	0.01256999	0.9444858	0.012640724	0.008269089	0.012695428	0.008705542
a31	0.0003622706	0.00089577964	0.00253309	0.021841435	0.9650315	0.000580471	0.0002600032	0.0077825533	0.00071286684
a8	0.0012537262	0.0023010129	0.0009696998	0.0031614555	0.9639257	0.0015251403	0.00085707696	0.003213464	0.022792676
a31	0.01832296	0.08608409	0.027497023	0.040533926	0.39376122	0.017818037	0.028884348	0.2753522	0.11174616
a20	0.079268984	0.15150198	0.040792175	0.055822685	0.22269891	0.0152425505	0.04600969	0.3371154	0.051547647
a39	0.036029674	0.24710004	0.07556701	0.046939578	0.13340856	0.010069505	0.019176941	0.25574452	0.17596418
a20	0.016734105	0.6708257	0.18436602	0.030438496	0.016054843	0.0013486164	0.0006411251	0.06474118	0.014849948
a46	0.00925773	0.583507	0.1946082	0.049050182	0.040414136	0.0035745583	0.0016202653	0.09175574	0.026212165
a31	0.029361924	0.22995414	0.088405296	0.096029736	0.21041636	0.012421881	0.005483922	0.2940644	0.033862334
a39	0.004266326	0.17377244	0.13837254	0.17492329	0.3117961	0.019295411	0.01912051	0.14580075	0.012652586
a31	0.004556382	0.08439744	0.06553976	0.14114502	0.31800956	0.014080037	0.019769948	0.3353393	0.017162658
a20	0.024557022	0.16665763	0.14176893	0.12918504	0.17471734	0.04676702	0.06925811	0.18338321	0.06370567
a31	0.025289675	0.13511136	0.0908596	0.07127123	0.09680758	0.035050817	0.05365939	0.28785598	0.20409437
a46	0.064835675	0.17141587	0.23521832	0.12146816	0.084648155	0.07082716	0.07498238	0.07787244	0.09873182
a31	0.043374646	0.08167037	0.0887774	0.06300461	0.07459498	0.04677571	0.046813555	0.17255455	0.3824342
a46	0.07322717	0.14602067	0.20000464	0.109309584	0.08113861	0.091037825	0.1072925	0.08036956	0.111599326
</S>	0.05189937	0.06768876	0.0709475	0.059058562	0.06447042	0.052388992	0.05299602	0.16897702	0.41157335
