 	lo	ho	finito	di	fare	</S>
a8	0.064730085	0.030491125	0.02910427	0.04905347	0.16017336	0.6664477
a31	0.016485816	0.9383415	0.028814003	0.0017356081	0.012836339	0.0017867448
a20	0.5770954	0.08183751	0.029488474	0.034759138	0.2749416	0.0018778654
a24	0.010060733	0.03061279	0.00033950087	0.01816048	0.912623	0.028203487
a18	0.026337972	0.13936546	0.02823424	0.04798562	0.605555	0.1525217
a31	0.041072324	0.6123346	0.020675616	0.0154249715	0.269767	0.040725462
a20	0.10970779	0.47545627	0.0029426727	0.033253215	0.37521046	0.0034296406
a10	0.009602734	0.05402334	0.0009837579	0.047115367	0.87386084	0.014413871
a20	0.019714441	0.07663864	0.0014006529	0.03630138	0.8022922	0.0636526
a7	0.014647999	0.13598463	0.00760836	0.02538615	0.6409535	0.17541938
a31	0.088249184	0.25734603	0.056186575	0.039257634	0.18485981	0.37410077
a20	0.07192451	0.093707815	0.06926774	0.20480946	0.31576753	0.24452291
a18	0.10157129	0.16515352	0.08866982	0.09275252	0.1604091	0.39144382
a24	0.13877285	0.14739926	0.133927	0.16252995	0.17678805	0.24058287
a46	0.13617104	0.14997454	0.13223901	0.16384904	0.1843438	0.23342253
a31	0.14636701	0.15471178	0.14470898	0.15689237	0.16788426	0.22943555
a33	0.13572566	0.1390522	0.13701133	0.19650614	0.20312867	0.18857592
a8	0.13800217	0.15303503	0.13160048	0.14947912	0.17501032	0.25287288
</S>	0.15063855	0.15144461	0.15076646	0.1773582	0.1833291	0.18646313
