 	mia	sorella	quest'	anno	che	viene	vuole	diventare	dottoressa	</S>
a31	0.029373387	0.0060969763	0.003004105	0.003136306	0.0033072901	0.0069953925	0.0053755566	0.014338892	0.5076416	0.4207305
a41	0.6190387	0.12284484	0.013455059	0.029923636	0.019939829	0.03471931	0.10258072	0.026304562	0.016438777	0.014754565
a31	0.0050021675	0.00021230176	0.00013317548	0.013993523	0.09227811	0.036024246	0.83438265	0.017972143	1.9634083e-08	1.5887616e-06
a20	0.007734724	0.00018467112	8.502113e-05	0.019112965	0.67996156	0.25087905	0.034002583	0.006823683	7.9728256e-05	0.0011360511
a31	0.005597654	0.0020029496	0.0022671234	0.15828481	0.25645477	0.14988938	0.417167	0.005823465	0.000117042124	0.0023957759
a37	0.028605344	0.0009547662	0.0028383778	0.4834406	0.39974728	0.075213365	0.0047713644	0.0012943217	0.00050813996	0.0026264375
a16	0.009088796	0.0027352609	0.005288848	0.30639663	0.5518412	0.11106273	0.0029341676	0.0009229322	6.704755e-05	0.009662456
a35	0.18010965	0.016569052	0.0042214952	0.1187754	0.31416503	0.24611287	0.049532045	0.06587179	0.000189939	0.0044527277
a24	0.6266191	0.016538808	0.0023227243	0.017300822	0.10104832	0.07609165	0.01531604	0.12823932	6.402712e-05	0.016459206
a31	0.639899	0.017543469	0.0030393086	0.007459224	0.02995109	0.06867635	0.0555868	0.15110298	0.00035873553	0.026383
a39	0.22793971	0.022623003	0.014689067	0.04515585	0.18670371	0.14821036	0.05002522	0.02791789	0.21746218	0.059273094
a31	0.05153235	0.032271195	0.027057871	0.05249454	0.12037821	0.14911807	0.055884197	0.034745384	0.3814413	0.09507691
a20	0.21945164	0.075558044	0.07611769	0.10390985	0.15444474	0.08948555	0.06836054	0.06787709	0.072407365	0.07238749
a31	0.108190075	0.09313146	0.08809558	0.07537744	0.070703536	0.080048256	0.08246081	0.10897376	0.14590201	0.14711702
a3	0.14563103	0.11054454	0.11308469	0.13377345	0.16694355	0.09597519	0.095805466	0.06932917	0.03192445	0.036988467
a20	0.10990187	0.11584771	0.11359509	0.09688507	0.08465195	0.089808166	0.103054374	0.10343622	0.06641062	0.11640898
a31	0.10191678	0.15027602	0.13083678	0.08693875	0.06768602	0.07884025	0.10942461	0.08234101	0.06050382	0.13123593
a37	0.11409373	0.1731842	0.14996679	0.11467821	0.10882414	0.08228779	0.119583115	0.063100055	0.028982252	0.04529972
a31	0.09953086	0.15876193	0.1391182	0.09238132	0.06798649	0.078434415	0.119271085	0.086629756	0.04671418	0.11117181
a20	0.116851635	0.13675392	0.1283609	0.116707295	0.11997389	0.08519195	0.108811386	0.07605973	0.035647117	0.0756422
a28	0.06292626	0.16668627	0.099080786	0.05460553	0.04503704	0.04922671	0.076396674	0.0713218	0.07527568	0.29944327
a31	0.07797062	0.21637426	0.12756456	0.07715607	0.07097058	0.07145671	0.0997676	0.067497775	0.07080009	0.120441675
a20	0.09269565	0.2195095	0.15944956	0.09587081	0.08553021	0.07075991	0.11920897	0.05835079	0.034363102	0.06426145
a31	0.05940158	0.12347927	0.07956076	0.05655115	0.051697955	0.053719237	0.06877351	0.07520028	0.08579988	0.3458164
a33	0.09386155	0.1663643	0.1121573	0.10636211	0.14361727	0.08285354	0.087160625	0.06385096	0.05969117	0.08408112
</S>	0.064962424	0.10243052	0.07671955	0.06341837	0.06022361	0.061279196	0.070796095	0.08005527	0.09050417	0.32961082
