 	il	ladro	è	entrato	da	qui	</S>
a31	0.10221441	0.027397556	0.0052890284	0.004956911	0.01862523	0.22725344	0.6142634
a17	0.024015848	0.13722494	0.025729394	0.75781435	0.054628674	0.00017732281	0.00040937602
a37	0.009842228	0.06407805	0.014483897	0.88539726	0.0261982	7.761529e-08	3.184364e-07
a35	0.10990855	0.3701911	0.11619367	0.38598588	0.017146545	1.6100015e-05	0.00055809907
a18	0.05700541	0.67259264	0.037907086	0.18690391	0.04538992	1.6720167e-05	0.00018424513
a31	0.056115784	0.735727	0.04253193	0.066670075	0.09827128	4.1682066e-05	0.00064225215
a24	0.09540372	0.6493693	0.04013377	0.04467358	0.17020983	5.2224284e-05	0.00015761182
a31	0.18911457	0.3971612	0.09510752	0.14815283	0.16863203	0.0007663224	0.0010655193
a16	0.08191669	0.7184439	0.04796201	0.037867542	0.06436512	0.016960498	0.032484364
a31	0.063157976	0.25177827	0.051256556	0.03690583	0.34733906	0.098699026	0.15086332
a46	0.23914476	0.25012872	0.061740212	0.080132194	0.11529795	0.15853181	0.09502439
a31	0.12334263	0.16485026	0.018256895	0.02861752	0.29985026	0.23475441	0.13032798
a46	0.13155624	0.1320563	0.08549824	0.13500753	0.2219344	0.1950337	0.09891351
a31	0.13630845	0.073266335	0.02419323	0.03580591	0.15634489	0.3399828	0.23409836
a35	0.13518496	0.13721485	0.10171651	0.14404947	0.23839422	0.15050887	0.0929312
a31	0.09064234	0.06246718	0.043726224	0.05394918	0.12441958	0.34777656	0.27701896
a8	0.14158255	0.13846537	0.1062293	0.13940106	0.22764078	0.14597075	0.10071025
a31	0.08331774	0.05550963	0.0388218	0.045101903	0.09581001	0.36471677	0.31672215
</S>	0.18669818	0.165238	0.122582905	0.13120885	0.16082361	0.12377712	0.10967134
