 	se	avessi	visto	il	tempo	avessi	visto	le	nuvole	e	non	avevo	uscito	per	bagnarmi	</S>
a20	0.005702028	0.0041980254	0.0020316166	0.002655526	0.008695351	0.001771744	0.004561679	0.0045469548	0.0044608293	0.0036030211	0.0018097062	0.0013224371	0.006847042	0.059520513	0.7312952	0.15697831
a11	0.00022965422	0.00117531	0.00051837997	0.00022283722	0.0017726353	0.003125462	0.007928279	0.011474997	0.22069028	0.19030547	0.045377094	0.5168007	0.00034455987	3.2873726e-05	1.0050077e-06	4.753572e-07
a38	0.005027202	0.0019700339	0.005892323	0.011586661	0.061128117	0.021487804	0.0577064	0.11188108	0.21202181	0.20291278	0.10147415	0.2067626	0.000107157306	4.0235012e-05	9.318087e-08	1.5966428e-06
a37	0.002915491	0.0018429051	0.0042386795	0.0110279545	0.07542472	0.012861712	0.060727894	0.0885357	0.18957707	0.19843988	0.10168283	0.25258422	0.00010905021	3.1606796e-05	4.8932254e-08	2.1674526e-07
a11	0.0011484686	0.0006056773	0.0012529537	0.005119288	0.037626375	0.0048488835	0.03197008	0.05040034	0.16946417	0.20081538	0.1543451	0.3423388	3.8154314e-05	2.6241989e-05	4.119742e-08	2.8538743e-08
a13	0.0011629511	0.00064377993	0.00097617	0.00277985	0.01879335	0.003692416	0.019993095	0.031964645	0.17958505	0.22870305	0.14977443	0.36189273	2.6371197e-05	1.2108437e-05	3.99094e-08	1.7880616e-08
a37	0.002672172	0.00220197	0.002424571	0.00249209	0.016032932	0.0054786205	0.018439094	0.028027982	0.16142224	0.20305039	0.13848366	0.41922003	3.936018e-05	1.47587025e-05	3.6019916e-08	3.076783e-08
a31	0.005723072	0.0064718593	0.005339455	0.0025252353	0.014306834	0.008320016	0.018872607	0.028539734	0.16221312	0.18687215	0.1155603	0.44517553	5.597464e-05	2.4009873e-05	3.8114077e-08	5.519011e-08
a24	1.1214858e-05	3.3899287e-05	8.962582e-06	2.2675928e-05	6.715933e-05	2.6174112e-05	0.00063654734	0.002823583	0.058780827	0.13243514	0.19623455	0.60888684	3.686721e-06	2.786993e-05	3.264651e-07	5.54495e-07
a31	0.0035269626	0.005194876	0.00086609094	0.002613705	0.012062768	0.00033481402	0.0043096184	0.0108184945	0.25634295	0.38980377	0.14159441	0.17031042	0.00017012042	0.0018336246	0.00017703175	4.04267e-05
a39	0.0018629037	0.0013899977	0.004885588	0.0038084066	0.0054386216	0.0017268966	0.0071381414	0.03020654	0.25090006	0.47140232	0.0822014	0.12647977	0.00019467852	0.0035832464	0.0026243983	0.006157079
a31	0.008230255	0.02419881	0.023621997	0.016497765	0.09843588	0.0039596334	0.00865772	0.01789163	0.13335378	0.12578355	0.14179255	0.32359004	0.0012600675	0.032783136	0.0196455	0.02029763
