 	è	possibile	che	è	entrato	da	qui	</S>
a13	0.44785815	0.14678425	0.0872955	0.01186289	0.0036847568	0.009405804	0.060234036	0.23287459
a31	0.026036307	0.01657551	0.035506427	0.014511081	0.4510194	0.4556866	0.00035478195	0.00030990053
a15	0.76143163	0.0013689479	0.08917681	0.014825842	0.13155882	0.0015168319	1.352837e-07	0.00012093025
a20	0.011253076	0.00079406245	0.037537947	0.0036815463	0.942062	0.004006456	1.249033e-06	0.0006637209
a11	0.0113630295	0.01685251	0.5513773	0.07338815	0.30250406	0.003913036	4.9247097e-05	0.04055268
a31	0.020639077	0.014983249	0.1938748	0.013598791	0.60553104	0.06133686	2.7449754e-05	0.09000866
a39	0.16659933	0.22823618	0.25030482	0.14695078	0.09102736	0.10615046	6.6511064e-05	0.010664486
a46	0.0905368	0.39123482	0.12389384	0.11646155	0.11192503	0.14564985	0.00022379175	0.020074297
a18	0.4650703	0.29737914	0.1166325	0.07833929	0.02308413	0.015235098	0.00047477125	0.0037848006
a31	0.5206025	0.13602841	0.15161079	0.09130269	0.053765275	0.043330885	0.00075158355	0.002607859
a13	0.5216559	0.038013954	0.2429903	0.06344841	0.03842971	0.055344064	0.016729243	0.023388427
a31	0.32381827	0.07942958	0.1925169	0.046226267	0.03559561	0.109044895	0.14738613	0.06598233
a46	0.11436854	0.106372476	0.097053334	0.07974715	0.09541535	0.18984368	0.20893483	0.10826462
a31	0.14620012	0.04072744	0.07586904	0.03231197	0.03219963	0.08126807	0.33597675	0.25544703
</S>	0.11169853	0.1177528	0.10416393	0.10360102	0.11445386	0.16243052	0.1682143	0.11768499
