 	Marìa	però	sta	ora	sta	seduta	nel	giardino	e	non	può	rispondere	al	telefono	non	può	parlare	al	telefono	</S>
a46	0.0057206303	0.001302403	0.0010858307	0.0018676604	0.0018455144	0.0015381133	0.0018469793	0.073571116	0.004013735	0.00578098	0.0013615161	0.0061656637	0.0021257224	0.14297213	0.039297204	0.037564013	0.017191205	0.022211203	0.035493672	0.5970447
a31	1.4882014e-05	8.917728e-07	1.6529902e-05	0.0017815797	0.0013655169	6.37355e-06	0.05793451	0.047671687	0.13052332	0.03934039	0.00013535826	0.065780476	0.27138183	0.08886522	0.29504353	1.5388003e-05	1.456147e-05	6.5005156e-06	7.653247e-05	2.4961788e-05
a20	0.00034185965	2.1033961e-09	2.0505604e-05	0.0060607316	0.003733969	1.7782935e-05	0.012102502	0.2403048	0.028081257	0.062972344	0.0015821585	0.07540563	0.046978127	0.45924708	0.060153306	0.0003047742	0.00011595831	5.5561155e-05	0.001622896	0.00089875347
a11	0.0029009543	1.1352771e-08	0.00011883872	0.01707182	0.010750179	0.00028511093	0.0081610475	0.09143658	0.03471319	0.03567223	0.0018157111	0.039135687	0.014046419	0.6985309	0.04128653	0.0033410692	4.740011e-05	0.00015662434	0.0004904803	3.916374e-05
a29	0.0027807632	2.4489218e-06	0.034401156	0.3294227	0.135711	0.026220059	0.08145607	0.10946195	0.015447647	0.024818923	0.012753142	0.036107603	0.003389859	0.16492379	0.0049965177	0.0011735726	0.00032142247	0.0020047184	0.014344064	0.000262617
a31	0.0013608659	7.734216e-07	0.004718535	0.33833918	0.08393288	0.017736312	0.078207634	0.057545613	0.013545369	0.02684076	0.022326704	0.053159967	0.004755679	0.28109986	0.011670469	0.0008573465	0.0004195183	0.0010899834	0.0021177724	0.00027480742
a0	0.00085321016	1.8557368e-09	1.8585557e-06	0.0001855223	0.00072693476	1.551945e-05	0.004018903	0.006326126	0.010875908	0.039511885	0.0010127942	0.016210373	0.02648149	0.75248945	0.14071666	0.00013024262	2.439113e-05	1.0188577e-05	0.00017880529	0.00022967288
a39	0.00016405208	1.4126798e-07	3.204202e-05	0.0025811917	0.0067642	0.00013466323	0.01406794	0.018285938	0.011335063	0.018823594	0.00546571	0.016328048	0.008108982	0.50150007	0.39432457	0.0008281686	6.660175e-05	9.7675074e-05	0.0008148098	0.00027655318
a31	7.689429e-05	3.5790757e-07	0.00028648626	0.12102173	0.03765301	0.0011279975	0.032135837	0.09704524	0.008015183	0.020950103	0.11211761	0.118916556	0.0061622737	0.343909	0.0855676	0.0020668718	0.00040869322	0.0040431777	0.005937031	0.0025583005
a37	0.0009179341	4.127716e-07	4.744473e-06	0.001119378	0.005541313	6.592494e-05	0.010835809	0.036000904	0.13791053	0.044046953	0.0064232247	0.05441605	0.09837369	0.08077302	0.5072407	0.004449255	0.0050789947	0.00048091882	0.0011015778	0.005218655
