 	oggi	io	non	ho	cosa	da	fare	</S>
a46	0.021488588	0.1755207	0.013546843	0.005880382	0.009797875	0.07677825	0.08416582	0.61282146
a27	0.0027470663	0.09550608	0.027479166	0.08423473	0.29340014	0.018550612	0.47396523	0.004117021
a8	0.0028145881	0.04066983	0.07462719	0.11784501	0.008039352	0.0002149187	0.7500231	0.0057660136
a28	0.008103541	0.021717576	0.10668267	0.107802466	0.009673543	0.0017531054	0.7161383	0.028128738
a31	0.0047397213	0.058135144	0.3383652	0.28485706	0.0288583	0.0015491147	0.27191287	0.011582583
a24	0.0042428523	0.053024355	0.30392447	0.45983535	0.052107137	0.003609936	0.10968832	0.013567575
a31	0.00014605452	0.087212354	0.35289723	0.4739219	0.0484386	0.0022558663	0.034133784	0.0009942235
a10	0.0038342762	0.18674523	0.03842181	0.31489813	0.04445216	0.07192338	0.33477092	0.00495413
a20	0.0037225338	0.06465667	0.024346512	0.18403223	0.016044956	0.035535626	0.6616093	0.010052155
a31	0.016075185	0.17991434	0.037154622	0.1815398	0.08089893	0.09444199	0.38549256	0.024482504
a39	0.04907745	0.557091	0.04988493	0.025972582	0.046116926	0.069319956	0.13966046	0.0628767
a31	0.06472445	0.5088779	0.036346275	0.015437697	0.021872407	0.026958173	0.08140889	0.24437425
a18	0.25320625	0.24168299	0.07283944	0.039847985	0.03667749	0.062352564	0.08505469	0.2083386
a31	0.08625413	0.3292613	0.036977135	0.024307849	0.023320429	0.026940228	0.06840228	0.40453666
a17	0.29590678	0.16121839	0.068639524	0.050684743	0.053217143	0.09951377	0.08711607	0.1837036
a31	0.07703892	0.15489502	0.053693485	0.04686982	0.04551226	0.04918168	0.09952707	0.47328177
a8	0.19291282	0.09662816	0.07863444	0.08618434	0.10454773	0.207271	0.10775251	0.12606895
</S>	0.08756617	0.106209196	0.07980354	0.07806723	0.07742204	0.080144614	0.113956265	0.37683097
