 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a23	0.021467032	0.014359245	0.0021401527	0.002020074	0.0024965908	0.01563854	0.0054731662	0.022540508	0.20157154	0.7122932
a31	0.023101829	0.4708914	0.037953086	0.074394405	0.38701755	0.0017363904	0.0021873843	0.0005061432	0.0011534161	0.0010584552
a28	0.04686759	0.021244772	0.069803976	0.6394832	0.15134092	0.02131563	0.046692435	0.0019280871	0.0003436787	0.0009796995
a31	0.13182186	0.06393983	0.018077608	0.32907617	0.21415354	0.0048030578	0.16251503	0.0133678345	0.0036287396	0.058616266
a29	0.011048183	0.018678125	0.07470147	0.7111928	0.17721967	8.841522e-05	0.0012556243	0.0011615794	0.0017609712	0.0028931596
a39	0.018255014	0.05340983	0.08312133	0.47716156	0.34104875	0.002831091	0.0073120054	0.0033771181	0.0072788494	0.006204426
a31	0.015057909	0.14756598	0.10127177	0.5115255	0.20155841	0.0017854734	0.0010774403	0.0011373771	0.004348139	0.014671989
a39	0.23155786	0.58014786	0.0059685363	0.12091959	0.034214772	0.0072708987	0.011732627	0.0023083752	0.0020495509	0.0038299053
a41	0.009270661	0.536292	0.054703176	0.24763139	0.12023314	0.00058843894	0.0028699427	0.0038074811	0.0062922016	0.018311596
a10	0.0026621055	0.8448137	0.0089690555	0.03918408	0.09137899	0.0007621977	0.0036690836	0.0017565013	0.0029638882	0.003840417
a31	0.0019229895	0.7743738	0.01434021	0.04653969	0.15511122	0.0004999415	0.004935451	0.00070634834	0.0005645589	0.0010057479
a18	0.022495748	0.38017806	0.019130204	0.11983924	0.33233422	0.03335352	0.05089793	0.0045754956	0.006500759	0.030694839
a31	0.0088830665	0.3362907	0.013658587	0.14079241	0.25602832	0.019050365	0.080179185	0.013270513	0.040926456	0.09092036
a3	0.09591321	0.23548216	0.07186623	0.10248304	0.14705493	0.07078687	0.06503405	0.05153849	0.058519736	0.10132135
a18	0.059772383	0.09005439	0.038928475	0.046257813	0.06228315	0.040557727	0.046694923	0.046754014	0.1980937	0.3706034
a31	0.070658155	0.10647828	0.061217565	0.09897947	0.109795	0.066391625	0.08235069	0.07390067	0.11690114	0.21332744
a23	0.0954824	0.16639076	0.10097288	0.09187078	0.112284526	0.089294225	0.07865637	0.079955846	0.08386112	0.10123109
</S>	0.041587688	0.051688053	0.03348236	0.03132875	0.035843305	0.031582173	0.033776518	0.05295095	0.28748617	0.400274
