 	hai	già	mangiato	</S>
a38	0.019200057	0.14707072	0.22794731	0.6057819
a31	0.98377925	0.00036732774	0.013768762	0.0020846487
a20	0.9466137	4.9259394e-05	0.052201424	0.0011355059
a31	0.961347	1.8150342e-05	0.006080853	0.032553986
a27	0.49410033	0.024214912	0.45701778	0.024666924
a31	0.8280461	7.6442295e-05	0.045072433	0.12680502
a20	0.31252676	0.33792296	0.30332905	0.046221178
a31	0.56518817	0.0042151334	0.35668433	0.073912315
a39	0.72662115	0.111766644	0.054844238	0.106767945
a20	0.050914392	0.044277858	0.7985242	0.10628353
a10	0.1151746	0.01749562	0.73345315	0.13387667
</S>	0.13567935	0.015915459	0.50294214	0.34546307
