 	voglio	che	Maria	viene	domani	</S>
a33	0.010317262	0.038289875	0.091356084	0.10962459	0.34601146	0.40440068
a31	0.025279213	0.9607337	0.0007168241	0.005116854	0.001917825	0.0062356167
a11	0.63517004	0.26366377	3.526532e-05	0.10028949	0.00038018503	0.00046125086
a31	0.19990452	0.6314548	8.1304475e-05	0.011241536	0.0015045706	0.15581323
a18	0.89093184	0.083399795	0.0007304166	0.010819439	0.0013669111	0.012751692
a31	0.4070638	0.4161428	0.00086876925	0.0029763337	0.0009739627	0.17197433
a42	0.07952752	0.86501306	0.0046373126	0.038938213	0.009903751	0.0019801836
a37	0.012023255	0.79637825	0.0024892397	0.03883098	0.118589915	0.03168842
a31	0.07034787	0.5910908	0.0011262933	0.28750953	0.034196842	0.015728634
a20	0.06539302	0.17666864	0.13583738	0.2365125	0.09432163	0.29126677
a31	0.11718222	0.58904296	0.022952914	0.11918114	0.06606119	0.08557959
a8	0.08269384	0.037712827	0.2998272	0.3205853	0.10884672	0.15033415
</S>	0.15753399	0.1651742	0.16234502	0.17199428	0.16714226	0.17581025
