 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
a8	0.068863854	0.0021968426	0.0038971747	0.0045876256	0.002125828	0.009529989	0.04318927	0.0527782	0.36779913	0.23717067	0.20786142
a31	0.1118239	0.0483388	0.009047053	0.5329699	0.1495111	0.0408506	0.0017765858	0.008888292	0.025374394	0.054867417	0.016551983
a20	0.04503032	0.014406819	0.0011604505	0.09183996	0.061791606	0.12302251	0.02161402	0.013810617	0.023095788	0.17080879	0.43341914
a46	3.853945e-05	0.0009839671	4.2477328e-05	0.6198927	0.05436834	0.24061295	0.038304158	0.0006410204	0.00011360218	0.0448985	0.00010367497
a10	0.0018877302	0.09461782	0.0069981073	0.25491858	0.03265342	0.071589984	0.015503814	0.0057538296	0.0072422293	0.49497297	0.013861514
a17	0.00018459195	0.011372664	0.003292332	0.5121961	0.0233013	0.025551476	0.006445514	0.010126706	0.007906003	0.3752385	0.02438483
a31	0.0037807082	0.0030313714	0.00041059378	0.5014054	0.06269357	0.038802642	0.011849254	0.04754977	0.00933173	0.13394606	0.18719889
a20	0.04091523	0.004922907	8.550126e-05	0.18255275	0.12033328	0.08239142	0.030018363	0.023156922	0.04301359	0.24674484	0.22586516
a8	0.011940834	0.0018658938	7.859895e-05	0.052005228	0.033840414	0.10411575	0.067235716	0.026184857	0.415751	0.2614502	0.02553147
a20	0.009227791	0.0013117405	0.00016952284	0.048415784	0.19920556	0.2576182	0.0744541	0.029556923	0.062776916	0.2581376	0.05912584
a31	0.01267294	0.0022293602	0.000955381	0.066321425	0.10826903	0.28012407	0.06730701	0.024744637	0.075782485	0.318155	0.043438695
a39	0.007409201	0.00056538807	0.00028605782	0.039336596	0.063820496	0.29620713	0.15645324	0.035667337	0.06283435	0.32412887	0.013291353
a31	0.017149365	0.0030572263	0.002232908	0.057570655	0.029459622	0.13588542	0.16852176	0.04384166	0.2663508	0.26173973	0.01419088
a33	0.052759912	0.02001078	0.012541453	0.09489206	0.07410344	0.07113041	0.0941177	0.057800934	0.2339659	0.25804868	0.030628713
a31	0.1132577	0.043964997	0.02796745	0.036263812	0.025761187	0.017909547	0.02368854	0.045466535	0.26067746	0.30990717	0.09513563
a18	0.15363203	0.15539734	0.14718872	0.16343473	0.13003439	0.06875385	0.038158026	0.023951301	0.03145224	0.02619166	0.06180572
a31	0.073991634	0.11941662	0.09731714	0.2010626	0.12262659	0.04506055	0.025662094	0.018201385	0.05999802	0.11355261	0.123110764
a23	0.18567918	0.1580824	0.15082544	0.14358167	0.111297645	0.05760208	0.03251809	0.022357991	0.027198244	0.022887934	0.087969325
a31	0.08235795	0.15437493	0.09192444	0.0713377	0.03721323	0.019166728	0.017603282	0.026774712	0.12713706	0.17738377	0.19472618
a39	0.17153537	0.22317663	0.17506579	0.105534844	0.059289973	0.030071924	0.023077445	0.023456069	0.022267224	0.025415033	0.14110976
a31	0.051762242	0.18110959	0.09768415	0.06955494	0.054219056	0.044640314	0.0422103	0.041970022	0.07260932	0.121977754	0.22226228
a24	0.13781345	0.24224317	0.15690503	0.07972197	0.04856734	0.03169664	0.027812744	0.030579083	0.027931932	0.03305599	0.18367268
a20	0.06288056	0.179355	0.11730238	0.088092186	0.047570504	0.025007054	0.020795655	0.022398783	0.08119535	0.14384803	0.21155445
</S>	0.046849933	0.17582914	0.0932508	0.05660728	0.04077464	0.032596294	0.031378716	0.033631973	0.07666828	0.14044629	0.27196667
