 	il	ladro	poteva	entrare	da	qui	</S>
a39	0.7351827	0.10829095	0.019949527	0.012577643	0.02069317	0.05101135	0.052294612
a46	0.0006691613	0.27581266	0.00075798866	0.019991925	0.7001531	0.0005074352	0.0021077765
a31	0.07510999	0.90991765	0.00075749744	0.011463964	0.0017208742	9.669284e-06	0.0010204393
a35	0.41608036	0.518354	0.0034094027	0.013455628	0.00053118786	1.1600781e-05	0.048157815
a31	0.1338171	0.80400485	0.016982192	0.013677939	0.0010214178	8.099568e-05	0.030415514
a20	0.10924352	0.8877589	0.0012802357	0.00066551886	0.00047945697	3.8302e-06	0.0005685811
a31	0.081656836	0.8362338	0.015150781	0.022425456	0.018909015	7.423571e-05	0.025549881
a39	0.026458932	0.9589958	0.00016923738	0.0006723338	0.013232034	0.00012734554	0.0003443232
a3	0.010967954	0.96175325	0.01125721	0.0033859927	0.010503586	3.0444984e-05	0.0021014966
a31	0.008461207	0.9522487	0.007169103	0.0041696187	0.027312662	0.00015249285	0.0004863524
a7	0.021222396	0.9614375	0.00023730515	0.0009131604	0.015065934	0.0003686772	0.0007549861
a10	0.016966209	0.81160736	0.013312522	0.022494415	0.12611221	0.005023492	0.00448375
a31	0.013091726	0.73953587	0.00063071674	0.0029330957	0.24271385	0.00054412987	0.0005506915
a11	0.16032733	0.76827836	0.004343307	0.0058335545	0.042318907	0.01137257	0.0075258906
a18	0.122002386	0.7599958	0.0022243971	0.006295445	0.09019069	0.00982467	0.009466639
a28	0.3042295	0.670202	0.0014592066	0.0019408782	0.01797322	0.0024965045	0.001698725
a31	0.2699566	0.7051637	0.0018626675	0.0019912014	0.018056253	0.0020385226	0.0009310598
a11	0.27293405	0.6753624	0.0074290927	0.007943329	0.01223636	0.016360698	0.0077340854
a13	0.29383355	0.6681281	0.005508218	0.005565605	0.00835423	0.0106131565	0.007997232
a31	0.31609255	0.6474662	0.006573895	0.005710682	0.007143412	0.010825422	0.0061878175
a20	0.28502166	0.24309777	0.074876204	0.07998186	0.07917227	0.15925935	0.07859091
a31	0.40067738	0.2373876	0.040526956	0.044414155	0.05652599	0.095005445	0.12546246
a8	0.15171474	0.13651443	0.13367599	0.13249893	0.13065065	0.1617017	0.15324362
</S>	0.2005614	0.14684445	0.09188134	0.09730218	0.11333027	0.14009696	0.2099834
