 	aveva	lavorato	tutta	la	settimana	</S>
a31	0.07177753	0.018025735	0.009125124	0.013382029	0.3097259	0.57796365
a20	0.062985644	0.075077556	0.8032627	0.056685325	0.000525177	0.0014636496
a31	0.009537239	0.31508943	0.6189955	0.056357544	7.24139e-08	2.02332e-05
a28	0.69013613	0.1306456	0.10013187	0.06787264	3.1707543e-05	0.011182114
a31	0.21777983	0.30815575	0.3659447	0.07056896	5.3990767e-05	0.03749665
a13	0.6904764	0.21303315	0.041095573	0.0130056	4.3518365e-05	0.042345632
a18	0.37186253	0.47193927	0.10440285	0.020845756	5.983762e-05	0.030889735
a31	0.28289992	0.61945987	0.060963795	0.020277776	0.00021798798	0.01618061
a27	0.07267991	0.7267149	0.04140363	0.04682768	0.006255605	0.106118195
a31	0.040764287	0.6415756	0.07652618	0.16599321	0.019804273	0.055336367
a20	0.090205684	0.21107249	0.060125943	0.107253775	0.18446766	0.34687448
a31	0.06718714	0.08147247	0.059637237	0.17384988	0.3360248	0.28182852
a39	0.19343597	0.12621665	0.09082795	0.20283131	0.2525606	0.13412751
a31	0.12695163	0.1291039	0.12781416	0.1624495	0.20183262	0.25184822
a33	0.21519671	0.13620418	0.11533885	0.18252747	0.20461376	0.14611907
</S>	0.076521516	0.07753347	0.07618409	0.12234262	0.22995579	0.41746253
