 	qui	dentro	deve	mettere	un	tappeto	</S>
c	0.968275	0.01452004475	0.006044133665	0.0029165110385	0.00080192486435	0.00109532755201	0.00634706950868
i	0.9010781	0.02892162125	0.0248303808883	0.0287728641462	0.00272905892145	0.00213261101734	0.0115353691696
ù	0.768285366667	0.0742995320833	0.103066535629	0.0381020997154	0.00350804744048	0.00181259413911	0.0109258403899
m	0.622027855556	0.187628890694	0.124788603876	0.0176140366718	0.00226253508016	0.00120215811304	0.0444759604633
è	0.384306982519	0.467034736898	0.084564735292	0.0082102197306	0.00117992454739	0.00093459040048	0.0537688360715
s	0.184691321506	0.723190912299	0.0648724390973	0.0056593936502	0.000676248926463	0.000455845186293	0.0204538566076
a	0.133839967169	0.740262770766	0.106418995032	0.00925164121673	0.000567141718821	0.000298506510364	0.00936100818387
è	0.0745611535897	0.484837898255	0.323326995011	0.112653975739	0.000995210526274	0.000152320421721	0.00347247244262
n	0.0260006162966	0.186669489752	0.496296755004	0.28190151858	0.00278530087542	0.00020462486724	0.00614170321421
a	0.00936447529887	0.0731273254173	0.384554825001	0.518518589527	0.00749376042514	0.00018502764508	0.00675601124474
v	0.00347034831962	0.0263010160391	0.193937641667	0.759275999842	0.0133340391417	0.000169400551027	0.00351155372158
à	0.00312917479321	0.0125279600797	0.101400285556	0.838181953281	0.0397317320472	0.000518844397009	0.00451006670719
l	0.00331575199774	0.0142711096932	0.101890550185	0.77177423776	0.0686148420157	0.00446217456567	0.0356713892357
i	0.00154494699258	0.0120335865644	0.0916971272283	0.49538277592	0.346330227339	0.00783394105522	0.0451774524119
è	0.000799698124193	0.00444003968813	0.0340071729761	0.23466501864	0.688357809113	0.0168469468851	0.0208833084706
n	0.000599126781398	0.00302946692938	0.016924911392	0.179209366213	0.753106566371	0.0251915966284	0.0219389354902
a	0.000373770910466	0.00244471422313	0.012832759464	0.153645838738	0.72513938879	0.0849064232095	0.0206571228301
t	0.000320132396822	0.00255945588771	0.0124408708213	0.132405469579	0.645573299597	0.17261688107	0.03408388561
a	0.000374771258941	0.00264069962924	0.0108736656738	0.112830653193	0.475126373199	0.35693991369	0.04121390587
p	0.000344944676314	0.00158551307641	0.00647016495793	0.0706207190643	0.2802449164	0.601749004563	0.0389847236233
p	0.000504610525438	0.00463981432547	0.00642172008598	0.0396284383548	0.145006404133	0.706685601521	0.0971133968744
è	0.000589145771813	0.00535992951516	0.00532209352866	0.0211233331183	0.0976110160443	0.690721967174	0.179272515625
t	0.000533301350604	0.00361107524505	0.00745705240955	0.0386010273728	0.0881536800148	0.692941922391	0.168701925208
o	0.000757474533535	0.00329455614835	0.0102219626365	0.0512540937909	0.104237700005	0.553562297464	0.276671898403
</S>	0.000896083516767	0.00226218117418	0.00911604481825	0.0426470638954	0.137235825003	0.378596783732	0.429246014201
